,Method,Metric,Train,Test,Threshold,n,r
0,crps,sse,226.58,372.09,0.0,800,84
1,crps,crps,204.14,386.53,0.0,800,84
2,crps,dss,-472.12,-1065.48,0.0,800,84
3,crps,is1,2516.64,5065.29,0.0,800,84
4,dss,sse,239.88,427.46,0.0,800,84
5,dss,crps,208.6,407.11,0.0,800,84
6,dss,dss,-508.2,-1047.89,0.0,800,84
7,dss,is1,2532.17,5098.23,0.0,800,84
8,is1,sse,260.81,558.08,0.0,800,84
9,is1,crps,217.16,434.05,0.0,800,84
10,is1,dss,-401.68,-757.35,0.0,800,84
11,is1,is1,2545.13,5234.21,0.0,800,84
12,sse,sse,243.1,452.45,0.0,800,84
13,sse,crps,210.14,413.35,0.0,800,84
14,sse,dss,-462.37,-875.18,0.0,800,84
15,sse,is1,2541.67,5170.8,0.0,800,84
16,crps,sse,230.61,359.49,0.1,800,84
17,crps,crps,206.93,379.63,0.1,800,84
18,crps,dss,-450.66,-1165.12,0.1,800,84
19,crps,is1,2526.61,5044.52,0.1,800,84
20,dss,sse,243.98,415.0,0.1,800,84
21,dss,crps,211.51,400.36,0.1,800,84
22,dss,dss,-486.1,-1146.21,0.1,800,84
23,dss,is1,2542.02,5076.46,0.1,800,84
24,is1,sse,273.12,563.15,0.1,800,84
25,is1,crps,222.99,434.82,0.1,800,84
26,is1,dss,-327.85,-746.81,0.1,800,84
27,is1,is1,2564.51,5202.85,0.1,800,84
28,sse,sse,267.54,536.4,0.1,800,84
29,sse,crps,220.89,442.47,0.1,800,84
30,sse,dss,-403.65,-772.72,0.1,800,84
31,sse,is1,2590.38,5298.01,0.1,800,84
32,crps,sse,914.64,1785.29,0.3,800,84
33,crps,crps,431.69,867.59,0.3,800,84
34,crps,dss,486.48,978.27,0.3,800,84
35,crps,is1,3159.07,6246.14,0.3,800,84
36,dss,sse,914.64,1785.29,0.3,800,84
37,dss,crps,431.69,867.59,0.3,800,84
38,dss,dss,486.48,978.27,0.3,800,84
39,dss,is1,3159.07,6246.14,0.3,800,84
40,is1,sse,976.93,1905.82,0.3,800,84
41,is1,crps,443.08,887.54,0.3,800,84
42,is1,dss,958.62,1886.0,0.3,800,84
43,is1,is1,3044.62,6091.66,0.3,800,84
44,sse,sse,914.64,1785.29,0.3,800,84
45,sse,crps,431.69,867.59,0.3,800,84
46,sse,dss,486.48,978.27,0.3,800,84
47,sse,is1,3159.07,6246.14,0.3,800,84
48,crps,sse,914.64,1785.29,0.5,800,84
49,crps,crps,431.69,867.59,0.5,800,84
50,crps,dss,486.48,978.27,0.5,800,84
51,crps,is1,3159.07,6246.14,0.5,800,84
52,dss,sse,914.64,1785.29,0.5,800,84
53,dss,crps,431.69,867.59,0.5,800,84
54,dss,dss,486.48,978.27,0.5,800,84
55,dss,is1,3159.07,6246.14,0.5,800,84
56,is1,sse,976.93,1905.82,0.5,800,84
57,is1,crps,443.08,887.54,0.5,800,84
58,is1,dss,958.62,1886.0,0.5,800,84
59,is1,is1,3044.62,6091.66,0.5,800,84
60,sse,sse,914.64,1785.29,0.5,800,84
61,sse,crps,431.69,867.59,0.5,800,84
62,sse,dss,486.48,978.27,0.5,800,84
63,sse,is1,3159.07,6246.14,0.5,800,84
64,crps,sse,914.64,1785.29,0.8,800,84
65,crps,crps,431.69,867.59,0.8,800,84
66,crps,dss,486.48,978.27,0.8,800,84
67,crps,is1,3159.07,6246.14,0.8,800,84
68,dss,sse,914.64,1785.29,0.8,800,84
69,dss,crps,431.69,867.59,0.8,800,84
70,dss,dss,486.48,978.27,0.8,800,84
71,dss,is1,3159.07,6246.14,0.8,800,84
72,is1,sse,976.93,1905.82,0.8,800,84
73,is1,crps,443.08,887.54,0.8,800,84
74,is1,dss,958.62,1886.0,0.8,800,84
75,is1,is1,3044.62,6091.66,0.8,800,84
76,sse,sse,914.64,1785.29,0.8,800,84
77,sse,crps,431.69,867.59,0.8,800,84
78,sse,dss,486.48,978.27,0.8,800,84
79,sse,is1,3159.07,6246.14,0.8,800,84
