,Method,Metric,Train,Test,Threshold,n,r
0,crps,sse,117.21,809.73,0.0,200,54
1,crps,crps,67.13,510.86,0.0,200,54
2,crps,dss,-64.73,-408.16,0.0,200,54
3,crps,is1,692.53,5325.54,0.0,200,54
4,dss,sse,117.54,804.83,0.0,200,54
5,dss,crps,67.55,506.41,0.0,200,54
6,dss,dss,-60.49,-583.88,0.0,200,54
7,dss,is1,699.77,5288.74,0.0,200,54
8,is1,sse,112.24,768.49,0.0,200,54
9,is1,crps,64.89,495.16,0.0,200,54
10,is1,dss,-70.97,-389.29,0.0,200,54
11,is1,is1,674.16,5339.6,0.0,200,54
12,sse,sse,117.54,804.83,0.0,200,54
13,sse,crps,67.55,506.41,0.0,200,54
14,sse,dss,-60.49,-583.88,0.0,200,54
15,sse,is1,699.77,5288.74,0.0,200,54
16,crps,sse,121.21,808.28,0.1,200,54
17,crps,crps,69.49,503.05,0.1,200,54
18,crps,dss,-31.94,-395.64,0.1,200,54
19,crps,is1,702.6,5285.74,0.1,200,54
20,dss,sse,118.68,793.0,0.1,200,54
21,dss,crps,68.32,500.56,0.1,200,54
22,dss,dss,-52.73,-637.67,0.1,200,54
23,dss,is1,702.59,5284.09,0.1,200,54
24,is1,sse,129.37,795.71,0.1,200,54
25,is1,crps,70.62,487.06,0.1,200,54
26,is1,dss,61.33,58.29,0.1,200,54
27,is1,is1,686.36,5255.12,0.1,200,54
28,sse,sse,121.21,808.28,0.1,200,54
29,sse,crps,69.49,503.05,0.1,200,54
30,sse,dss,-31.94,-395.64,0.1,200,54
31,sse,is1,702.6,5285.74,0.1,200,54
32,crps,sse,236.91,1959.76,0.3,200,54
33,crps,crps,109.51,907.57,0.3,200,54
34,crps,dss,122.76,1132.5,0.3,200,54
35,crps,is1,799.65,6379.54,0.3,200,54
36,dss,sse,236.91,1959.76,0.3,200,54
37,dss,crps,109.51,907.57,0.3,200,54
38,dss,dss,122.76,1132.5,0.3,200,54
39,dss,is1,799.65,6379.54,0.3,200,54
40,is1,sse,243.59,1841.24,0.3,200,54
41,is1,crps,111.69,873.05,0.3,200,54
42,is1,dss,239.44,1827.28,0.3,200,54
43,is1,is1,768.29,6072.74,0.3,200,54
44,sse,sse,236.91,1959.76,0.3,200,54
45,sse,crps,109.51,907.57,0.3,200,54
46,sse,dss,122.76,1132.5,0.3,200,54
47,sse,is1,799.65,6379.54,0.3,200,54
48,crps,sse,236.91,1959.76,0.5,200,54
49,crps,crps,109.51,907.57,0.5,200,54
50,crps,dss,122.76,1132.5,0.5,200,54
51,crps,is1,799.65,6379.54,0.5,200,54
52,dss,sse,236.91,1959.76,0.5,200,54
53,dss,crps,109.51,907.57,0.5,200,54
54,dss,dss,122.76,1132.5,0.5,200,54
55,dss,is1,799.65,6379.54,0.5,200,54
56,is1,sse,243.59,1841.24,0.5,200,54
57,is1,crps,111.69,873.05,0.5,200,54
58,is1,dss,239.44,1827.28,0.5,200,54
59,is1,is1,768.29,6072.74,0.5,200,54
60,sse,sse,236.91,1959.76,0.5,200,54
61,sse,crps,109.51,907.57,0.5,200,54
62,sse,dss,122.76,1132.5,0.5,200,54
63,sse,is1,799.65,6379.54,0.5,200,54
64,crps,sse,236.91,1959.76,0.8,200,54
65,crps,crps,109.51,907.57,0.8,200,54
66,crps,dss,122.76,1132.5,0.8,200,54
67,crps,is1,799.65,6379.54,0.8,200,54
68,dss,sse,236.91,1959.76,0.8,200,54
69,dss,crps,109.51,907.57,0.8,200,54
70,dss,dss,122.76,1132.5,0.8,200,54
71,dss,is1,799.65,6379.54,0.8,200,54
72,is1,sse,243.59,1841.24,0.8,200,54
73,is1,crps,111.69,873.05,0.8,200,54
74,is1,dss,239.44,1827.28,0.8,200,54
75,is1,is1,768.29,6072.74,0.8,200,54
76,sse,sse,236.91,1959.76,0.8,200,54
77,sse,crps,109.51,907.57,0.8,200,54
78,sse,dss,122.76,1132.5,0.8,200,54
79,sse,is1,799.65,6379.54,0.8,200,54
