,Method,Metric,Train,Test,Threshold,n,r
0,crps,sse,426.51,494.95,0.0,1600,78
1,crps,crps,395.59,429.09,0.0,1600,78
2,crps,dss,-992.64,-699.91,0.0,1600,78
3,crps,is1,4993.04,5097.12,0.0,1600,78
4,dss,sse,482.21,497.81,0.0,1600,78
5,dss,crps,414.9,423.45,0.0,1600,78
6,dss,dss,-948.79,-903.65,0.0,1600,78
7,dss,is1,5110.89,5200.17,0.0,1600,78
8,is1,sse,430.4,486.3,0.0,1600,78
9,is1,crps,396.98,425.46,0.0,1600,78
10,is1,dss,-977.75,-718.28,0.0,1600,78
11,is1,is1,4985.87,5105.88,0.0,1600,78
12,sse,sse,426.32,494.07,0.0,1600,78
13,sse,crps,395.92,428.3,0.0,1600,78
14,sse,dss,-989.63,-702.81,0.0,1600,78
15,sse,is1,4991.62,5100.61,0.0,1600,78
16,crps,sse,431.6,486.6,0.1,1600,78
17,crps,crps,399.14,424.43,0.1,1600,78
18,crps,dss,-969.23,-715.52,0.1,1600,78
19,crps,is1,4997.28,5098.81,0.1,1600,78
20,dss,sse,482.7,498.29,0.1,1600,78
21,dss,crps,416.04,423.2,0.1,1600,78
22,dss,dss,-936.55,-900.59,0.1,1600,78
23,dss,is1,5112.73,5203.43,0.1,1600,78
24,is1,sse,496.72,523.31,0.1,1600,78
25,is1,crps,425.46,437.12,0.1,1600,78
26,is1,dss,-761.83,-668.63,0.1,1600,78
27,is1,is1,5027.26,5111.12,0.1,1600,78
28,sse,sse,496.72,523.31,0.1,1600,78
29,sse,crps,425.46,437.12,0.1,1600,78
30,sse,dss,-761.83,-668.63,0.1,1600,78
31,sse,is1,5027.26,5111.12,0.1,1600,78
32,crps,sse,1564.52,1634.91,0.3,1600,78
33,crps,crps,809.98,830.96,0.3,1600,78
34,crps,dss,779.14,839.76,0.3,1600,78
35,crps,is1,6085.94,6140.19,0.3,1600,78
36,dss,sse,1564.52,1634.91,0.3,1600,78
37,dss,crps,809.98,830.96,0.3,1600,78
38,dss,dss,779.14,839.76,0.3,1600,78
39,dss,is1,6085.94,6140.19,0.3,1600,78
40,is1,sse,1564.52,1634.91,0.3,1600,78
41,is1,crps,809.98,830.96,0.3,1600,78
42,is1,dss,779.14,839.76,0.3,1600,78
43,is1,is1,6085.94,6140.19,0.3,1600,78
44,sse,sse,1564.52,1634.91,0.3,1600,78
45,sse,crps,809.98,830.96,0.3,1600,78
46,sse,dss,779.14,839.76,0.3,1600,78
47,sse,is1,6085.94,6140.19,0.3,1600,78
48,crps,sse,1564.52,1634.91,0.5,1600,78
49,crps,crps,809.98,830.96,0.5,1600,78
50,crps,dss,779.14,839.76,0.5,1600,78
51,crps,is1,6085.94,6140.19,0.5,1600,78
52,dss,sse,1564.52,1634.91,0.5,1600,78
53,dss,crps,809.98,830.96,0.5,1600,78
54,dss,dss,779.14,839.76,0.5,1600,78
55,dss,is1,6085.94,6140.19,0.5,1600,78
56,is1,sse,1564.52,1634.91,0.5,1600,78
57,is1,crps,809.98,830.96,0.5,1600,78
58,is1,dss,779.14,839.76,0.5,1600,78
59,is1,is1,6085.94,6140.19,0.5,1600,78
60,sse,sse,1564.52,1634.91,0.5,1600,78
61,sse,crps,809.98,830.96,0.5,1600,78
62,sse,dss,779.14,839.76,0.5,1600,78
63,sse,is1,6085.94,6140.19,0.5,1600,78
64,crps,sse,1564.52,1634.91,0.8,1600,78
65,crps,crps,809.98,830.96,0.8,1600,78
66,crps,dss,779.14,839.76,0.8,1600,78
67,crps,is1,6085.94,6140.19,0.8,1600,78
68,dss,sse,1564.52,1634.91,0.8,1600,78
69,dss,crps,809.98,830.96,0.8,1600,78
70,dss,dss,779.14,839.76,0.8,1600,78
71,dss,is1,6085.94,6140.19,0.8,1600,78
72,is1,sse,1564.52,1634.91,0.8,1600,78
73,is1,crps,809.98,830.96,0.8,1600,78
74,is1,dss,779.14,839.76,0.8,1600,78
75,is1,is1,6085.94,6140.19,0.8,1600,78
76,sse,sse,1564.52,1634.91,0.8,1600,78
77,sse,crps,809.98,830.96,0.8,1600,78
78,sse,dss,779.14,839.76,0.8,1600,78
79,sse,is1,6085.94,6140.19,0.8,1600,78
