,Method,Metric,Train,Test,Threshold,n,r
0,crps,sse,120.74,468.13,0.0,400,70
1,crps,crps,101.4,421.7,0.0,400,70
2,crps,dss,-275.08,-1029.27,0.0,400,70
3,crps,is1,1255.25,5135.58,0.0,400,70
4,dss,sse,133.05,467.22,0.0,400,70
5,dss,crps,106.33,420.44,0.0,400,70
6,dss,dss,-235.53,-973.36,0.0,400,70
7,dss,is1,1275.25,5131.22,0.0,400,70
8,is1,sse,140.9,578.06,0.0,400,70
9,is1,crps,107.33,455.83,0.0,400,70
10,is1,dss,-193.86,-595.69,0.0,400,70
11,is1,is1,1280.79,5230.23,0.0,400,70
12,sse,sse,129.74,489.76,0.0,400,70
13,sse,crps,104.93,429.2,0.0,400,70
14,sse,dss,-239.8,-947.92,0.0,400,70
15,sse,is1,1271.63,5138.47,0.0,400,70
16,crps,sse,131.16,533.98,0.1,400,70
17,crps,crps,105.96,439.33,0.1,400,70
18,crps,dss,-190.7,-482.01,0.1,400,70
19,crps,is1,1266.44,5104.6,0.1,400,70
20,dss,sse,134.8,463.81,0.1,400,70
21,dss,crps,107.7,416.18,0.1,400,70
22,dss,dss,-222.03,-1024.95,0.1,400,70
23,dss,is1,1280.32,5114.09,0.1,400,70
24,is1,sse,244.31,914.08,0.1,400,70
25,is1,crps,133.59,522.79,0.1,400,70
26,is1,dss,100.13,521.82,0.1,400,70
27,is1,is1,1295.06,5188.67,0.1,400,70
28,sse,sse,141.86,549.79,0.1,400,70
29,sse,crps,110.16,444.91,0.1,400,70
30,sse,dss,-152.55,-405.16,0.1,400,70
31,sse,is1,1283.63,5124.06,0.1,400,70
32,crps,sse,473.35,1850.89,0.3,400,70
33,crps,crps,227.29,883.17,0.3,400,70
34,crps,dss,295.3,1036.82,0.3,400,70
35,crps,is1,1550.03,6285.29,0.3,400,70
36,dss,sse,473.35,1850.89,0.3,400,70
37,dss,crps,227.29,883.17,0.3,400,70
38,dss,dss,295.3,1036.82,0.3,400,70
39,dss,is1,1550.03,6285.29,0.3,400,70
40,is1,sse,244.31,914.08,0.3,400,70
41,is1,crps,133.59,522.79,0.3,400,70
42,is1,dss,100.13,521.82,0.3,400,70
43,is1,is1,1295.06,5188.67,0.3,400,70
44,sse,sse,473.35,1850.89,0.3,400,70
45,sse,crps,227.29,883.17,0.3,400,70
46,sse,dss,295.3,1036.82,0.3,400,70
47,sse,is1,1550.03,6285.29,0.3,400,70
48,crps,sse,473.35,1850.89,0.5,400,70
49,crps,crps,227.29,883.17,0.5,400,70
50,crps,dss,295.3,1036.82,0.5,400,70
51,crps,is1,1550.03,6285.29,0.5,400,70
52,dss,sse,473.35,1850.89,0.5,400,70
53,dss,crps,227.29,883.17,0.5,400,70
54,dss,dss,295.3,1036.82,0.5,400,70
55,dss,is1,1550.03,6285.29,0.5,400,70
56,is1,sse,515.38,1885.21,0.5,400,70
57,is1,crps,235.25,884.31,0.5,400,70
58,is1,dss,500.56,1877.48,0.5,400,70
59,is1,is1,1504.24,6072.55,0.5,400,70
60,sse,sse,473.35,1850.89,0.5,400,70
61,sse,crps,227.29,883.17,0.5,400,70
62,sse,dss,295.3,1036.82,0.5,400,70
63,sse,is1,1550.03,6285.29,0.5,400,70
64,crps,sse,473.35,1850.89,0.8,400,70
65,crps,crps,227.29,883.17,0.8,400,70
66,crps,dss,295.3,1036.82,0.8,400,70
67,crps,is1,1550.03,6285.29,0.8,400,70
68,dss,sse,473.35,1850.89,0.8,400,70
69,dss,crps,227.29,883.17,0.8,400,70
70,dss,dss,295.3,1036.82,0.8,400,70
71,dss,is1,1550.03,6285.29,0.8,400,70
72,is1,sse,515.38,1885.21,0.8,400,70
73,is1,crps,235.25,884.31,0.8,400,70
74,is1,dss,500.56,1877.48,0.8,400,70
75,is1,is1,1504.24,6072.55,0.8,400,70
76,sse,sse,473.35,1850.89,0.8,400,70
77,sse,crps,227.29,883.17,0.8,400,70
78,sse,dss,295.3,1036.82,0.8,400,70
79,sse,is1,1550.03,6285.29,0.8,400,70
