,Method,Metric,Train,Test,Threshold,n,r
0,crps,sse,249.07,464.11,0.0,1600,26
1,crps,crps,286.09,578.83,0.0,1600,26
2,crps,dss,-1807.99,-3641.61,0.0,1600,26
3,crps,is1,1144.16,2267.63,0.0,1600,26
4,dss,sse,249.34,465.86,0.0,1600,26
5,dss,crps,288.14,580.59,0.0,1600,26
6,dss,dss,-1819.19,-3618.71,0.0,1600,26
7,dss,is1,1148.56,2295.67,0.0,1600,26
8,is1,sse,249.37,465.87,0.0,1600,26
9,is1,crps,286.53,579.44,0.0,1600,26
10,is1,dss,-1809.95,-3615.61,0.0,1600,26
11,is1,is1,1138.94,2294.29,0.0,1600,26
12,sse,sse,246.26,475.39,0.0,1600,26
13,sse,crps,284.87,583.94,0.0,1600,26
14,sse,dss,-1811.35,-3640.08,0.0,1600,26
15,sse,is1,1141.4,2274.61,0.0,1600,26
16,crps,sse,249.24,463.75,0.1,1600,26
17,crps,crps,286.27,578.4,0.1,1600,26
18,crps,dss,-1804.88,-3657.21,0.1,1600,26
19,crps,is1,1145.65,2264.62,0.1,1600,26
20,dss,sse,253.04,457.57,0.1,1600,26
21,dss,crps,291.67,576.59,0.1,1600,26
22,dss,dss,-1794.62,-3670.8,0.1,1600,26
23,dss,is1,1161.71,2282.75,0.1,1600,26
24,is1,sse,249.37,465.84,0.1,1600,26
25,is1,crps,286.56,579.34,0.1,1600,26
26,is1,dss,-1809.91,-3615.98,0.1,1600,26
27,is1,is1,1139.14,2293.65,0.1,1600,26
28,sse,sse,246.4,475.19,0.1,1600,26
29,sse,crps,285.25,583.26,0.1,1600,26
30,sse,dss,-1809.89,-3642.09,0.1,1600,26
31,sse,is1,1143.78,2272.02,0.1,1600,26
32,crps,sse,252.48,454.95,0.3,1600,26
33,crps,crps,289.14,571.12,0.3,1600,26
34,crps,dss,-1771.34,-3706.76,0.3,1600,26
35,crps,is1,1157.35,2248.74,0.3,1600,26
36,dss,sse,257.26,463.06,0.3,1600,26
37,dss,crps,304.51,599.49,0.3,1600,26
38,dss,dss,-1704.39,-3598.0,0.3,1600,26
39,dss,is1,1227.17,2379.91,0.3,1600,26
40,is1,sse,252.7,455.32,0.3,1600,26
41,is1,crps,290.6,571.85,0.3,1600,26
42,is1,dss,-1749.64,-3716.23,0.3,1600,26
43,is1,is1,1160.32,2252.81,0.3,1600,26
44,sse,sse,256.81,468.98,0.3,1600,26
45,sse,crps,312.44,621.92,0.3,1600,26
46,sse,dss,-1607.25,-3286.44,0.3,1600,26
47,sse,is1,1258.21,2483.79,0.3,1600,26
48,crps,sse,252.7,455.27,0.5,1600,26
49,crps,crps,290.12,572.5,0.5,1600,26
50,crps,dss,-1769.16,-3703.59,0.5,1600,26
51,crps,is1,1160.28,2252.75,0.5,1600,26
52,dss,sse,257.82,465.98,0.5,1600,26
53,dss,crps,312.43,619.52,0.5,1600,26
54,dss,dss,-1627.85,-3383.6,0.5,1600,26
55,dss,is1,1255.99,2469.09,0.5,1600,26
56,is1,sse,252.7,455.32,0.5,1600,26
57,is1,crps,290.6,571.85,0.5,1600,26
58,is1,dss,-1749.64,-3716.23,0.5,1600,26
59,is1,is1,1160.32,2252.81,0.5,1600,26
60,sse,sse,256.81,468.98,0.5,1600,26
61,sse,crps,312.44,621.92,0.5,1600,26
62,sse,dss,-1607.25,-3286.44,0.5,1600,26
63,sse,is1,1258.21,2483.79,0.5,1600,26
64,crps,sse,252.7,455.27,0.8,1600,26
65,crps,crps,290.12,572.5,0.8,1600,26
66,crps,dss,-1769.16,-3703.59,0.8,1600,26
67,crps,is1,1160.28,2252.75,0.8,1600,26
68,dss,sse,257.82,465.98,0.8,1600,26
69,dss,crps,312.43,619.52,0.8,1600,26
70,dss,dss,-1627.85,-3383.6,0.8,1600,26
71,dss,is1,1255.99,2469.09,0.8,1600,26
72,is1,sse,252.7,455.32,0.8,1600,26
73,is1,crps,290.6,571.85,0.8,1600,26
74,is1,dss,-1749.64,-3716.23,0.8,1600,26
75,is1,is1,1160.32,2252.81,0.8,1600,26
76,sse,sse,256.81,468.98,0.8,1600,26
77,sse,crps,312.44,621.92,0.8,1600,26
78,sse,dss,-1607.25,-3286.44,0.8,1600,26
79,sse,is1,1258.21,2483.79,0.8,1600,26
