,Method,Metric,Train,Test,Threshold,n,r
0,crps,sse,77.06,576.38,0.0,200,37
1,crps,crps,57.65,461.27,0.0,200,37
2,crps,dss,-45.97,-421.25,0.0,200,37
3,crps,is1,633.2,5294.83,0.0,200,37
4,dss,sse,76.15,576.11,0.0,200,37
5,dss,crps,57.43,461.88,0.0,200,37
6,dss,dss,-84.28,-615.25,0.0,200,37
7,dss,is1,633.49,5292.32,0.0,200,37
8,is1,sse,98.64,831.54,0.0,200,37
9,is1,crps,65.4,561.88,0.0,200,37
10,is1,dss,-8.98,149.51,0.0,200,37
11,is1,is1,634.46,5346.96,0.0,200,37
12,sse,sse,79.93,613.73,0.0,200,37
13,sse,crps,58.26,480.47,0.0,200,37
14,sse,dss,-67.33,-536.01,0.0,200,37
15,sse,is1,628.89,5283.04,0.0,200,37
16,crps,sse,79.88,576.45,0.1,200,37
17,crps,crps,59.54,455.15,0.1,200,37
18,crps,dss,-9.82,-391.83,0.1,200,37
19,crps,is1,643.12,5279.61,0.1,200,37
20,dss,sse,78.31,581.67,0.1,200,37
21,dss,crps,58.62,461.5,0.1,200,37
22,dss,dss,-78.76,-605.8,0.1,200,37
23,dss,is1,639.61,5306.34,0.1,200,37
24,is1,sse,108.09,854.95,0.1,200,37
25,is1,crps,69.89,558.77,0.1,200,37
26,is1,dss,59.69,322.52,0.1,200,37
27,is1,is1,646.95,5264.02,0.1,200,37
28,sse,sse,192.6,1539.61,0.1,200,37
29,sse,crps,101.21,810.02,0.1,200,37
30,sse,dss,169.81,1254.04,0.1,200,37
31,sse,is1,741.0,6073.3,0.1,200,37
32,crps,sse,192.6,1539.61,0.3,200,37
33,crps,crps,101.21,810.02,0.3,200,37
34,crps,dss,169.81,1254.04,0.3,200,37
35,crps,is1,741.0,6073.3,0.3,200,37
36,dss,sse,191.94,1538.61,0.3,200,37
37,dss,crps,100.81,812.31,0.3,200,37
38,dss,dss,115.48,964.8,0.3,200,37
39,dss,is1,740.88,6074.05,0.3,200,37
40,is1,sse,192.6,1539.61,0.3,200,37
41,is1,crps,101.21,810.02,0.3,200,37
42,is1,dss,169.81,1254.04,0.3,200,37
43,is1,is1,741.0,6073.3,0.3,200,37
44,sse,sse,192.6,1539.61,0.3,200,37
45,sse,crps,101.21,810.02,0.3,200,37
46,sse,dss,169.81,1254.04,0.3,200,37
47,sse,is1,741.0,6073.3,0.3,200,37
48,crps,sse,192.6,1539.61,0.5,200,37
49,crps,crps,101.21,810.02,0.5,200,37
50,crps,dss,169.81,1254.04,0.5,200,37
51,crps,is1,741.0,6073.3,0.5,200,37
52,dss,sse,191.94,1538.61,0.5,200,37
53,dss,crps,100.81,812.31,0.5,200,37
54,dss,dss,115.48,964.8,0.5,200,37
55,dss,is1,740.88,6074.05,0.5,200,37
56,is1,sse,192.6,1539.61,0.5,200,37
57,is1,crps,101.21,810.02,0.5,200,37
58,is1,dss,169.81,1254.04,0.5,200,37
59,is1,is1,741.0,6073.3,0.5,200,37
60,sse,sse,192.6,1539.61,0.5,200,37
61,sse,crps,101.21,810.02,0.5,200,37
62,sse,dss,169.81,1254.04,0.5,200,37
63,sse,is1,741.0,6073.3,0.5,200,37
64,crps,sse,192.6,1539.61,0.8,200,37
65,crps,crps,101.21,810.02,0.8,200,37
66,crps,dss,169.81,1254.04,0.8,200,37
67,crps,is1,741.0,6073.3,0.8,200,37
68,dss,sse,191.94,1538.61,0.8,200,37
69,dss,crps,100.81,812.31,0.8,200,37
70,dss,dss,115.48,964.8,0.8,200,37
71,dss,is1,740.88,6074.05,0.8,200,37
72,is1,sse,192.6,1539.61,0.8,200,37
73,is1,crps,101.21,810.02,0.8,200,37
74,is1,dss,169.81,1254.04,0.8,200,37
75,is1,is1,741.0,6073.3,0.8,200,37
76,sse,sse,192.6,1539.61,0.8,200,37
77,sse,crps,101.21,810.02,0.8,200,37
78,sse,dss,169.81,1254.04,0.8,200,37
79,sse,is1,741.0,6073.3,0.8,200,37
