,Method,Metric,Train,Test,Threshold,n,r
0,crps,sse,57.65,487.31,0.0,400,85
1,crps,crps,69.31,605.21,0.0,400,85
2,crps,dss,-473.9,-3360.61,0.0,400,85
3,crps,is1,276.36,2394.34,0.0,400,85
4,dss,sse,59.15,466.43,0.0,400,85
5,dss,crps,72.26,610.68,0.0,400,85
6,dss,dss,-480.92,-3491.1,0.0,400,85
7,dss,is1,284.56,2436.41,0.0,400,85
8,is1,sse,59.54,464.64,0.0,400,85
9,is1,crps,70.2,590.13,0.0,400,85
10,is1,dss,-448.66,-3554.46,0.0,400,85
11,is1,is1,272.99,2331.48,0.0,400,85
12,sse,sse,58.03,483.45,0.0,400,85
13,sse,crps,70.32,609.94,0.0,400,85
14,sse,dss,-469.94,-3313.75,0.0,400,85
15,sse,is1,279.51,2404.77,0.0,400,85
16,crps,sse,57.65,487.31,0.1,400,85
17,crps,crps,69.31,605.21,0.1,400,85
18,crps,dss,-473.9,-3360.61,0.1,400,85
19,crps,is1,276.36,2394.34,0.1,400,85
20,dss,sse,59.69,469.66,0.1,400,85
21,dss,crps,73.62,614.42,0.1,400,85
22,dss,dss,-472.11,-3391.81,0.1,400,85
23,dss,is1,290.94,2463.98,0.1,400,85
24,is1,sse,59.54,464.64,0.1,400,85
25,is1,crps,70.2,590.13,0.1,400,85
26,is1,dss,-448.66,-3554.46,0.1,400,85
27,is1,is1,272.99,2331.48,0.1,400,85
28,sse,sse,58.9,480.92,0.1,400,85
29,sse,crps,73.05,620.01,0.1,400,85
30,sse,dss,-461.22,-3339.6,0.1,400,85
31,sse,is1,291.58,2459.59,0.1,400,85
32,crps,sse,57.76,486.37,0.3,400,85
33,crps,crps,69.46,603.88,0.3,400,85
34,crps,dss,-472.75,-3370.03,0.3,400,85
35,crps,is1,277.08,2376.05,0.3,400,85
36,dss,sse,60.01,469.65,0.3,400,85
37,dss,crps,74.55,617.29,0.3,400,85
38,dss,dss,-459.23,-3325.99,0.3,400,85
39,dss,is1,294.1,2482.56,0.3,400,85
40,is1,sse,59.7,465.06,0.3,400,85
41,is1,crps,71.07,593.51,0.3,400,85
42,is1,dss,-445.22,-3569.73,0.3,400,85
43,is1,is1,276.42,2348.17,0.3,400,85
44,sse,sse,58.9,480.92,0.3,400,85
45,sse,crps,73.05,620.01,0.3,400,85
46,sse,dss,-461.22,-3339.6,0.3,400,85
47,sse,is1,291.58,2459.59,0.3,400,85
48,crps,sse,58.13,488.19,0.5,400,85
49,crps,crps,70.38,604.14,0.5,400,85
50,crps,dss,-466.15,-3300.22,0.5,400,85
51,crps,is1,283.19,2359.67,0.5,400,85
52,dss,sse,60.01,469.65,0.5,400,85
53,dss,crps,74.55,617.29,0.5,400,85
54,dss,dss,-459.23,-3325.99,0.5,400,85
55,dss,is1,294.1,2482.56,0.5,400,85
56,is1,sse,59.7,464.93,0.5,400,85
57,is1,crps,71.22,591.01,0.5,400,85
58,is1,dss,-440.66,-3558.48,0.5,400,85
59,is1,is1,277.23,2345.27,0.5,400,85
60,sse,sse,60.6,466.2,0.5,400,85
61,sse,crps,76.26,620.75,0.5,400,85
62,sse,dss,-422.68,-3378.45,0.5,400,85
63,sse,is1,302.51,2479.01,0.5,400,85
64,crps,sse,58.7,482.74,0.8,400,85
65,crps,crps,70.83,598.7,0.8,400,85
66,crps,dss,-443.29,-3354.18,0.8,400,85
67,crps,is1,284.48,2336.0,0.8,400,85
68,dss,sse,60.01,469.65,0.8,400,85
69,dss,crps,74.55,617.29,0.8,400,85
70,dss,dss,-459.23,-3325.99,0.8,400,85
71,dss,is1,294.1,2482.56,0.8,400,85
72,is1,sse,60.07,468.87,0.8,400,85
73,is1,crps,72.98,602.68,0.8,400,85
74,is1,dss,-430.4,-3467.49,0.8,400,85
75,is1,is1,283.84,2401.74,0.8,400,85
76,sse,sse,60.6,466.2,0.8,400,85
77,sse,crps,76.26,620.75,0.8,400,85
78,sse,dss,-422.68,-3378.45,0.8,400,85
79,sse,is1,302.51,2479.01,0.8,400,85
