,Method,Metric,Train,Test,Threshold,n,r
0,crps,sse,50.22,482.99,0.0,400,41
1,crps,crps,64.19,615.48,0.0,400,41
2,crps,dss,-556.02,-3371.15,0.0,400,41
3,crps,is1,255.38,2406.24,0.0,400,41
4,dss,sse,49.76,485.4,0.0,400,41
5,dss,crps,64.62,611.19,0.0,400,41
6,dss,dss,-553.96,-3354.58,0.0,400,41
7,dss,is1,255.46,2402.72,0.0,400,41
8,is1,sse,49.67,484.1,0.0,400,41
9,is1,crps,64.52,609.95,0.0,400,41
10,is1,dss,-555.78,-3366.12,0.0,400,41
11,is1,is1,252.7,2400.59,0.0,400,41
12,sse,sse,46.67,499.9,0.0,400,41
13,sse,crps,63.19,621.42,0.0,400,41
14,sse,dss,-556.3,-3302.8,0.0,400,41
15,sse,is1,250.49,2413.71,0.0,400,41
16,crps,sse,50.22,482.99,0.1,400,41
17,crps,crps,64.19,615.48,0.1,400,41
18,crps,dss,-556.02,-3371.15,0.1,400,41
19,crps,is1,255.38,2406.24,0.1,400,41
20,dss,sse,50.07,481.53,0.1,400,41
21,dss,crps,65.28,604.16,0.1,400,41
22,dss,dss,-550.89,-3393.31,0.1,400,41
23,dss,is1,257.8,2384.87,0.1,400,41
24,is1,sse,49.67,484.1,0.1,400,41
25,is1,crps,64.52,609.95,0.1,400,41
26,is1,dss,-555.78,-3366.12,0.1,400,41
27,is1,is1,252.7,2400.59,0.1,400,41
28,sse,sse,46.69,499.27,0.1,400,41
29,sse,crps,63.23,620.65,0.1,400,41
30,sse,dss,-556.09,-3309.11,0.1,400,41
31,sse,is1,250.74,2409.13,0.1,400,41
32,crps,sse,50.28,482.09,0.3,400,41
33,crps,crps,64.32,614.12,0.3,400,41
34,crps,dss,-555.4,-3380.14,0.3,400,41
35,crps,is1,256.52,2395.83,0.3,400,41
36,dss,sse,52.43,473.49,0.3,400,41
37,dss,crps,69.93,612.86,0.3,400,41
38,dss,dss,-528.81,-3468.78,0.3,400,41
39,dss,is1,276.39,2459.41,0.3,400,41
40,is1,sse,50.36,476.12,0.3,400,41
41,is1,crps,65.53,600.96,0.3,400,41
42,is1,dss,-548.31,-3424.24,0.3,400,41
43,is1,is1,256.27,2378.88,0.3,400,41
44,sse,sse,46.83,498.3,0.3,400,41
45,sse,crps,63.47,619.16,0.3,400,41
46,sse,dss,-554.66,-3318.78,0.3,400,41
47,sse,is1,252.64,2399.03,0.3,400,41
48,crps,sse,50.39,480.03,0.5,400,41
49,crps,crps,64.6,612.78,0.5,400,41
50,crps,dss,-553.77,-3379.13,0.5,400,41
51,crps,is1,257.11,2379.81,0.5,400,41
52,dss,sse,52.45,473.69,0.5,400,41
53,dss,crps,70.62,611.31,0.5,400,41
54,dss,dss,-519.98,-3497.88,0.5,400,41
55,dss,is1,280.91,2452.54,0.5,400,41
56,is1,sse,50.36,476.12,0.5,400,41
57,is1,crps,65.53,600.96,0.5,400,41
58,is1,dss,-548.31,-3424.24,0.5,400,41
59,is1,is1,256.27,2378.88,0.5,400,41
60,sse,sse,46.99,495.82,0.5,400,41
61,sse,crps,63.86,614.22,0.5,400,41
62,sse,dss,-553.09,-3343.57,0.5,400,41
63,sse,is1,253.03,2397.7,0.5,400,41
64,crps,sse,51.29,472.38,0.8,400,41
65,crps,crps,65.92,601.5,0.8,400,41
66,crps,dss,-543.69,-3462.79,0.8,400,41
67,crps,is1,261.47,2373.05,0.8,400,41
68,dss,sse,52.45,473.69,0.8,400,41
69,dss,crps,70.62,611.31,0.8,400,41
70,dss,dss,-519.98,-3497.88,0.8,400,41
71,dss,is1,280.91,2452.54,0.8,400,41
72,is1,sse,50.71,473.26,0.8,400,41
73,is1,crps,65.93,597.84,0.8,400,41
74,is1,dss,-543.74,-3460.04,0.8,400,41
75,is1,is1,259.65,2378.77,0.8,400,41
76,sse,sse,47.33,492.96,0.8,400,41
77,sse,crps,64.26,611.1,0.8,400,41
78,sse,dss,-548.53,-3379.36,0.8,400,41
79,sse,is1,256.4,2397.59,0.8,400,41
