,Method,Metric,Train,Test,Threshold,n,r
0,crps,sse,80.9,694.96,0.0,200,28
1,crps,crps,53.84,478.55,0.0,200,28
2,crps,dss,-96.81,-568.6,0.0,200,28
3,crps,is1,657.6,5359.2,0.0,200,28
4,dss,sse,83.96,774.29,0.0,200,28
5,dss,crps,55.08,506.35,0.0,200,28
6,dss,dss,-106.66,-513.21,0.0,200,28
7,dss,is1,674.07,5543.93,0.0,200,28
8,is1,sse,82.75,737.05,0.0,200,28
9,is1,crps,54.51,490.62,0.0,200,28
10,is1,dss,-75.43,-186.9,0.0,200,28
11,is1,is1,654.85,5392.29,0.0,200,28
12,sse,sse,80.68,697.74,0.0,200,28
13,sse,crps,53.91,479.18,0.0,200,28
14,sse,dss,-96.27,-577.16,0.0,200,28
15,sse,is1,658.05,5354.02,0.0,200,28
16,crps,sse,84.94,727.72,0.1,200,28
17,crps,crps,56.55,476.04,0.1,200,28
18,crps,dss,-44.07,-261.49,0.1,200,28
19,crps,is1,659.26,5343.72,0.1,200,28
20,dss,sse,84.72,771.85,0.1,200,28
21,dss,crps,56.28,497.25,0.1,200,28
22,dss,dss,-101.75,-579.29,0.1,200,28
23,dss,is1,676.0,5528.88,0.1,200,28
24,is1,sse,84.94,727.72,0.1,200,28
25,is1,crps,56.55,476.04,0.1,200,28
26,is1,dss,-44.07,-261.49,0.1,200,28
27,is1,is1,659.26,5343.72,0.1,200,28
28,sse,sse,84.94,727.72,0.1,200,28
29,sse,crps,56.55,476.04,0.1,200,28
30,sse,dss,-44.07,-261.49,0.1,200,28
31,sse,is1,659.26,5343.72,0.1,200,28
32,crps,sse,189.85,1668.45,0.3,200,28
33,crps,crps,99.53,840.55,0.3,200,28
34,crps,dss,87.54,875.78,0.3,200,28
35,crps,is1,757.5,6165.98,0.3,200,28
36,dss,sse,189.85,1668.45,0.3,200,28
37,dss,crps,99.53,840.55,0.3,200,28
38,dss,dss,87.54,875.78,0.3,200,28
39,dss,is1,757.5,6165.98,0.3,200,28
40,is1,sse,189.85,1668.45,0.3,200,28
41,is1,crps,99.53,840.55,0.3,200,28
42,is1,dss,87.54,875.78,0.3,200,28
43,is1,is1,757.5,6165.98,0.3,200,28
44,sse,sse,189.85,1668.45,0.3,200,28
45,sse,crps,99.53,840.55,0.3,200,28
46,sse,dss,87.54,875.78,0.3,200,28
47,sse,is1,757.5,6165.98,0.3,200,28
48,crps,sse,189.85,1668.45,0.5,200,28
49,crps,crps,99.53,840.55,0.5,200,28
50,crps,dss,87.54,875.78,0.5,200,28
51,crps,is1,757.5,6165.98,0.5,200,28
52,dss,sse,189.85,1668.45,0.5,200,28
53,dss,crps,99.53,840.55,0.5,200,28
54,dss,dss,87.54,875.78,0.5,200,28
55,dss,is1,757.5,6165.98,0.5,200,28
56,is1,sse,189.85,1668.45,0.5,200,28
57,is1,crps,99.53,840.55,0.5,200,28
58,is1,dss,87.54,875.78,0.5,200,28
59,is1,is1,757.5,6165.98,0.5,200,28
60,sse,sse,189.85,1668.45,0.5,200,28
61,sse,crps,99.53,840.55,0.5,200,28
62,sse,dss,87.54,875.78,0.5,200,28
63,sse,is1,757.5,6165.98,0.5,200,28
64,crps,sse,189.85,1668.45,0.8,200,28
65,crps,crps,99.53,840.55,0.8,200,28
66,crps,dss,87.54,875.78,0.8,200,28
67,crps,is1,757.5,6165.98,0.8,200,28
68,dss,sse,189.85,1668.45,0.8,200,28
69,dss,crps,99.53,840.55,0.8,200,28
70,dss,dss,87.54,875.78,0.8,200,28
71,dss,is1,757.5,6165.98,0.8,200,28
72,is1,sse,189.85,1668.45,0.8,200,28
73,is1,crps,99.53,840.55,0.8,200,28
74,is1,dss,87.54,875.78,0.8,200,28
75,is1,is1,757.5,6165.98,0.8,200,28
76,sse,sse,189.85,1668.45,0.8,200,28
77,sse,crps,99.53,840.55,0.8,200,28
78,sse,dss,87.54,875.78,0.8,200,28
79,sse,is1,757.5,6165.98,0.8,200,28
