,Method,Metric,Train,Test,Threshold,n,r
0,crps,sse,73.39,833.74,0.0,200,56
1,crps,crps,55.81,526.95,0.0,200,56
2,crps,dss,-96.33,-532.99,0.0,200,56
3,crps,is1,632.95,5534.72,0.0,200,56
4,dss,sse,73.39,833.74,0.0,200,56
5,dss,crps,55.81,526.95,0.0,200,56
6,dss,dss,-96.33,-532.99,0.0,200,56
7,dss,is1,632.95,5534.72,0.0,200,56
8,is1,sse,73.84,854.46,0.0,200,56
9,is1,crps,55.87,531.23,0.0,200,56
10,is1,dss,-96.85,-448.34,0.0,200,56
11,is1,is1,631.75,5531.78,0.0,200,56
12,sse,sse,73.34,833.3,0.0,200,56
13,sse,crps,55.87,526.12,0.0,200,56
14,sse,dss,-96.18,-540.89,0.0,200,56
15,sse,is1,633.76,5533.59,0.0,200,56
16,crps,sse,87.33,983.29,0.1,200,56
17,crps,crps,62.0,555.56,0.1,200,56
18,crps,dss,-23.59,396.24,0.1,200,56
19,crps,is1,644.03,5521.89,0.1,200,56
20,dss,sse,73.76,831.34,0.1,200,56
21,dss,crps,56.46,522.76,0.1,200,56
22,dss,dss,-92.87,-564.23,0.1,200,56
23,dss,is1,635.34,5527.7,0.1,200,56
24,is1,sse,87.33,983.29,0.1,200,56
25,is1,crps,62.0,555.56,0.1,200,56
26,is1,dss,-23.59,396.24,0.1,200,56
27,is1,is1,644.03,5521.89,0.1,200,56
28,sse,sse,180.85,1777.96,0.1,200,56
29,sse,crps,98.68,866.56,0.1,200,56
30,sse,dss,90.62,995.64,0.1,200,56
31,sse,is1,746.44,6243.04,0.1,200,56
32,crps,sse,180.85,1777.96,0.3,200,56
33,crps,crps,98.68,866.56,0.3,200,56
34,crps,dss,90.62,995.64,0.3,200,56
35,crps,is1,746.44,6243.04,0.3,200,56
36,dss,sse,180.85,1777.96,0.3,200,56
37,dss,crps,98.68,866.56,0.3,200,56
38,dss,dss,90.62,995.64,0.3,200,56
39,dss,is1,746.44,6243.04,0.3,200,56
40,is1,sse,155.73,1630.54,0.3,200,56
41,is1,crps,86.7,785.8,0.3,200,56
42,is1,dss,54.32,1128.29,0.3,200,56
43,is1,is1,683.13,5936.17,0.3,200,56
44,sse,sse,180.85,1777.96,0.3,200,56
45,sse,crps,98.68,866.56,0.3,200,56
46,sse,dss,90.62,995.64,0.3,200,56
47,sse,is1,746.44,6243.04,0.3,200,56
48,crps,sse,180.85,1777.96,0.5,200,56
49,crps,crps,98.68,866.56,0.5,200,56
50,crps,dss,90.62,995.64,0.5,200,56
51,crps,is1,746.44,6243.04,0.5,200,56
52,dss,sse,180.85,1777.96,0.5,200,56
53,dss,crps,98.68,866.56,0.5,200,56
54,dss,dss,90.62,995.64,0.5,200,56
55,dss,is1,746.44,6243.04,0.5,200,56
56,is1,sse,180.85,1777.96,0.5,200,56
57,is1,crps,98.68,866.56,0.5,200,56
58,is1,dss,90.62,995.64,0.5,200,56
59,is1,is1,746.44,6243.04,0.5,200,56
60,sse,sse,180.85,1777.96,0.5,200,56
61,sse,crps,98.68,866.56,0.5,200,56
62,sse,dss,90.62,995.64,0.5,200,56
63,sse,is1,746.44,6243.04,0.5,200,56
64,crps,sse,180.85,1777.96,0.8,200,56
65,crps,crps,98.68,866.56,0.8,200,56
66,crps,dss,90.62,995.64,0.8,200,56
67,crps,is1,746.44,6243.04,0.8,200,56
68,dss,sse,180.85,1777.96,0.8,200,56
69,dss,crps,98.68,866.56,0.8,200,56
70,dss,dss,90.62,995.64,0.8,200,56
71,dss,is1,746.44,6243.04,0.8,200,56
72,is1,sse,180.85,1777.96,0.8,200,56
73,is1,crps,98.68,866.56,0.8,200,56
74,is1,dss,90.62,995.64,0.8,200,56
75,is1,is1,746.44,6243.04,0.8,200,56
76,sse,sse,180.85,1777.96,0.8,200,56
77,sse,crps,98.68,866.56,0.8,200,56
78,sse,dss,90.62,995.64,0.8,200,56
79,sse,is1,746.44,6243.04,0.8,200,56
