,Method,Metric,Train,Test,Threshold,n,r
0,crps,sse,118.01,495.38,0.0,800,42
1,crps,crps,146.12,601.61,0.0,800,42
2,crps,dss,-921.51,-3483.66,0.0,800,42
3,crps,is1,564.52,2371.54,0.0,800,42
4,dss,sse,117.3,495.17,0.0,800,42
5,dss,crps,145.75,606.22,0.0,800,42
6,dss,dss,-946.18,-3493.29,0.0,800,42
7,dss,is1,566.68,2403.36,0.0,800,42
8,is1,sse,117.44,494.7,0.0,800,42
9,is1,crps,146.13,603.38,0.0,800,42
10,is1,dss,-920.9,-3460.93,0.0,800,42
11,is1,is1,563.28,2361.82,0.0,800,42
12,sse,sse,116.29,495.24,0.0,800,42
13,sse,crps,147.82,616.95,0.0,800,42
14,sse,dss,-905.74,-3360.66,0.0,800,42
15,sse,is1,574.84,2404.81,0.0,800,42
16,crps,sse,118.01,495.38,0.1,800,42
17,crps,crps,146.12,601.61,0.1,800,42
18,crps,dss,-921.51,-3483.66,0.1,800,42
19,crps,is1,564.52,2371.54,0.1,800,42
20,dss,sse,117.59,495.5,0.1,800,42
21,dss,crps,146.69,608.94,0.1,800,42
22,dss,dss,-941.9,-3489.59,0.1,800,42
23,dss,is1,571.6,2422.34,0.1,800,42
24,is1,sse,117.44,494.7,0.1,800,42
25,is1,crps,146.13,603.38,0.1,800,42
26,is1,dss,-920.9,-3460.93,0.1,800,42
27,is1,is1,563.28,2361.82,0.1,800,42
28,sse,sse,116.33,496.05,0.1,800,42
29,sse,crps,148.38,620.55,0.1,800,42
30,sse,dss,-905.3,-3352.61,0.1,800,42
31,sse,is1,578.33,2431.14,0.1,800,42
32,crps,sse,118.16,494.73,0.3,800,42
33,crps,crps,146.35,600.43,0.3,800,42
34,crps,dss,-920.05,-3490.12,0.3,800,42
35,crps,is1,566.97,2362.67,0.3,800,42
36,dss,sse,122.74,466.01,0.3,800,42
37,dss,crps,151.46,588.02,0.3,800,42
38,dss,dss,-886.72,-3657.32,0.3,800,42
39,dss,is1,588.23,2314.38,0.3,800,42
40,is1,sse,118.86,487.38,0.3,800,42
41,is1,crps,147.84,593.93,0.3,800,42
42,is1,dss,-901.59,-3530.51,0.3,800,42
43,is1,is1,569.21,2339.77,0.3,800,42
44,sse,sse,116.99,502.49,0.3,800,42
45,sse,crps,152.21,634.81,0.3,800,42
46,sse,dss,-824.07,-2965.57,0.3,800,42
47,sse,is1,597.91,2539.67,0.3,800,42
48,crps,sse,118.48,494.3,0.5,800,42
49,crps,crps,146.66,599.95,0.5,800,42
50,crps,dss,-915.74,-3493.96,0.5,800,42
51,crps,is1,568.7,2362.06,0.5,800,42
52,dss,sse,124.77,467.86,0.5,800,42
53,dss,crps,156.61,601.28,0.5,800,42
54,dss,dss,-866.48,-3638.77,0.5,800,42
55,dss,is1,609.74,2374.98,0.5,800,42
56,is1,sse,118.86,487.38,0.5,800,42
57,is1,crps,147.84,593.93,0.5,800,42
58,is1,dss,-901.59,-3530.51,0.5,800,42
59,is1,is1,569.21,2339.77,0.5,800,42
60,sse,sse,118.77,495.36,0.5,800,42
61,sse,crps,153.82,629.47,0.5,800,42
62,sse,dss,-803.48,-2989.42,0.5,800,42
63,sse,is1,602.14,2535.49,0.5,800,42
64,crps,sse,120.02,485.21,0.8,800,42
65,crps,crps,149.16,592.93,0.8,800,42
66,crps,dss,-898.73,-3570.77,0.8,800,42
67,crps,is1,578.29,2348.17,0.8,800,42
68,dss,sse,124.77,467.86,0.8,800,42
69,dss,crps,156.61,601.28,0.8,800,42
70,dss,dss,-866.48,-3638.77,0.8,800,42
71,dss,is1,609.74,2374.98,0.8,800,42
72,is1,sse,119.23,487.44,0.8,800,42
73,is1,crps,149.46,599.2,0.8,800,42
74,is1,dss,-894.08,-3510.89,0.8,800,42
75,is1,is1,576.64,2365.61,0.8,800,42
76,sse,sse,119.6,491.68,0.8,800,42
77,sse,crps,154.79,625.47,0.8,800,42
78,sse,dss,-795.23,-3026.16,0.8,800,42
79,sse,is1,602.58,2533.82,0.8,800,42
