,Method,Metric,Train,Test,Threshold,n,r
0,crps,sse,406.17,473.02,0.0,1600,7
1,crps,crps,388.19,412.77,0.0,1600,7
2,crps,dss,-1088.29,-949.5,0.0,1600,7
3,crps,is1,5011.46,5098.53,0.0,1600,7
4,dss,sse,500.28,611.01,0.0,1600,7
5,dss,crps,420.54,454.19,0.0,1600,7
6,dss,dss,-985.85,-789.97,0.0,1600,7
7,dss,is1,5168.94,5287.96,0.0,1600,7
8,is1,sse,405.55,473.98,0.0,1600,7
9,is1,crps,387.55,413.9,0.0,1600,7
10,is1,dss,-1092.88,-938.22,0.0,1600,7
11,is1,is1,5001.47,5110.38,0.0,1600,7
12,sse,sse,406.11,473.08,0.0,1600,7
13,sse,crps,388.21,412.74,0.0,1600,7
14,sse,dss,-1088.9,-948.84,0.0,1600,7
15,sse,is1,5011.49,5098.38,0.0,1600,7
16,crps,sse,426.78,491.46,0.1,1600,7
17,crps,crps,397.13,419.59,0.1,1600,7
18,crps,dss,-957.0,-803.94,0.1,1600,7
19,crps,is1,5018.01,5095.79,0.1,1600,7
20,dss,sse,502.22,611.59,0.1,1600,7
21,dss,crps,422.39,453.98,0.1,1600,7
22,dss,dss,-971.11,-797.49,0.1,1600,7
23,dss,is1,5172.65,5289.19,0.1,1600,7
24,is1,sse,426.78,491.46,0.1,1600,7
25,is1,crps,397.13,419.59,0.1,1600,7
26,is1,dss,-957.0,-803.94,0.1,1600,7
27,is1,is1,5018.01,5095.79,0.1,1600,7
28,sse,sse,426.78,491.46,0.1,1600,7
29,sse,crps,397.13,419.59,0.1,1600,7
30,sse,dss,-957.0,-803.94,0.1,1600,7
31,sse,is1,5018.01,5095.79,0.1,1600,7
32,crps,sse,1583.85,1611.37,0.3,1600,7
33,crps,crps,816.59,824.96,0.3,1600,7
34,crps,dss,795.21,815.55,0.3,1600,7
35,crps,is1,6087.1,6120.24,0.3,1600,7
36,dss,sse,1583.85,1611.37,0.3,1600,7
37,dss,crps,816.59,824.96,0.3,1600,7
38,dss,dss,795.21,815.55,0.3,1600,7
39,dss,is1,6087.1,6120.24,0.3,1600,7
40,is1,sse,1583.85,1611.37,0.3,1600,7
41,is1,crps,816.59,824.96,0.3,1600,7
42,is1,dss,795.21,815.55,0.3,1600,7
43,is1,is1,6087.1,6120.24,0.3,1600,7
44,sse,sse,1583.85,1611.37,0.3,1600,7
45,sse,crps,816.59,824.96,0.3,1600,7
46,sse,dss,795.21,815.55,0.3,1600,7
47,sse,is1,6087.1,6120.24,0.3,1600,7
48,crps,sse,1583.85,1611.37,0.5,1600,7
49,crps,crps,816.59,824.96,0.5,1600,7
50,crps,dss,795.21,815.55,0.5,1600,7
51,crps,is1,6087.1,6120.24,0.5,1600,7
52,dss,sse,1583.85,1611.37,0.5,1600,7
53,dss,crps,816.59,824.96,0.5,1600,7
54,dss,dss,795.21,815.55,0.5,1600,7
55,dss,is1,6087.1,6120.24,0.5,1600,7
56,is1,sse,1583.85,1611.37,0.5,1600,7
57,is1,crps,816.59,824.96,0.5,1600,7
58,is1,dss,795.21,815.55,0.5,1600,7
59,is1,is1,6087.1,6120.24,0.5,1600,7
60,sse,sse,1583.85,1611.37,0.5,1600,7
61,sse,crps,816.59,824.96,0.5,1600,7
62,sse,dss,795.21,815.55,0.5,1600,7
63,sse,is1,6087.1,6120.24,0.5,1600,7
64,crps,sse,1583.85,1611.37,0.8,1600,7
65,crps,crps,816.59,824.96,0.8,1600,7
66,crps,dss,795.21,815.55,0.8,1600,7
67,crps,is1,6087.1,6120.24,0.8,1600,7
68,dss,sse,1583.85,1611.37,0.8,1600,7
69,dss,crps,816.59,824.96,0.8,1600,7
70,dss,dss,795.21,815.55,0.8,1600,7
71,dss,is1,6087.1,6120.24,0.8,1600,7
72,is1,sse,1583.85,1611.37,0.8,1600,7
73,is1,crps,816.59,824.96,0.8,1600,7
74,is1,dss,795.21,815.55,0.8,1600,7
75,is1,is1,6087.1,6120.24,0.8,1600,7
76,sse,sse,1583.85,1611.37,0.8,1600,7
77,sse,crps,816.59,824.96,0.8,1600,7
78,sse,dss,795.21,815.55,0.8,1600,7
79,sse,is1,6087.1,6120.24,0.8,1600,7
