,Method,Metric,Train,Test,Threshold,n,r
0,crps,sse,347.22,420.84,0.0,1600,38
1,crps,crps,365.22,401.02,0.0,1600,38
2,crps,dss,-1310.8,-1082.52,0.0,1600,38
3,crps,is1,5080.46,5107.69,0.0,1600,38
4,dss,sse,386.88,404.3,0.0,1600,38
5,dss,crps,378.39,396.56,0.0,1600,38
6,dss,dss,-1226.01,-1070.86,0.0,1600,38
7,dss,is1,5159.62,5141.22,0.0,1600,38
8,is1,sse,346.81,399.86,0.0,1600,38
9,is1,crps,366.11,395.34,0.0,1600,38
10,is1,dss,-1327.85,-1104.91,0.0,1600,38
11,is1,is1,5084.76,5109.85,0.0,1600,38
12,sse,sse,334.32,390.31,0.0,1600,38
13,sse,crps,361.41,388.34,0.0,1600,38
14,sse,dss,-1362.8,-1205.03,0.0,1600,38
15,sse,is1,5079.89,5064.73,0.0,1600,38
16,crps,sse,372.25,429.86,0.1,1600,38
17,crps,crps,376.4,402.01,0.1,1600,38
18,crps,dss,-1178.29,-1009.67,0.1,1600,38
19,crps,is1,5135.38,5128.04,0.1,1600,38
20,dss,sse,388.63,402.86,0.1,1600,38
21,dss,crps,380.59,394.5,0.1,1600,38
22,dss,dss,-1199.67,-1111.44,0.1,1600,38
23,dss,is1,5167.68,5133.28,0.1,1600,38
24,is1,sse,510.94,607.21,0.1,1600,38
25,is1,crps,407.8,439.8,0.1,1600,38
26,is1,dss,-379.78,-116.21,0.1,1600,38
27,is1,is1,5163.29,5164.22,0.1,1600,38
28,sse,sse,404.95,490.98,0.1,1600,38
29,sse,crps,389.65,423.15,0.1,1600,38
30,sse,dss,-1141.56,-923.18,0.1,1600,38
31,sse,is1,5197.51,5231.18,0.1,1600,38
32,crps,sse,1456.0,1471.77,0.3,1600,38
33,crps,crps,779.0,791.24,0.3,1600,38
34,crps,dss,609.57,681.94,0.3,1600,38
35,crps,is1,6038.25,5987.36,0.3,1600,38
36,dss,sse,1939.99,1905.75,0.3,1600,38
37,dss,crps,894.99,893.15,0.3,1600,38
38,dss,dss,1055.11,1085.72,0.3,1600,38
39,dss,is1,6420.53,6331.8,0.3,1600,38
40,is1,sse,827.03,818.0,0.3,1600,38
41,is1,crps,478.31,486.89,0.3,1600,38
42,is1,dss,92.87,146.12,0.3,1600,38
43,is1,is1,5237.88,5212.89,0.3,1600,38
44,sse,sse,1456.0,1471.77,0.3,1600,38
45,sse,crps,779.0,791.24,0.3,1600,38
46,sse,dss,609.57,681.94,0.3,1600,38
47,sse,is1,6038.25,5987.36,0.3,1600,38
48,crps,sse,1910.78,1859.91,0.5,1600,38
49,crps,crps,880.91,876.13,0.5,1600,38
50,crps,dss,1880.73,1837.73,0.5,1600,38
51,crps,is1,6140.75,6072.2,0.5,1600,38
52,dss,sse,1939.99,1905.75,0.5,1600,38
53,dss,crps,894.99,893.15,0.5,1600,38
54,dss,dss,1055.11,1085.72,0.5,1600,38
55,dss,is1,6420.53,6331.8,0.5,1600,38
56,is1,sse,1910.78,1859.91,0.5,1600,38
57,is1,crps,880.91,876.13,0.5,1600,38
58,is1,dss,1880.73,1837.73,0.5,1600,38
59,is1,is1,6140.75,6072.2,0.5,1600,38
60,sse,sse,1910.78,1859.91,0.5,1600,38
61,sse,crps,880.91,876.13,0.5,1600,38
62,sse,dss,1880.73,1837.73,0.5,1600,38
63,sse,is1,6140.75,6072.2,0.5,1600,38
64,crps,sse,1910.78,1859.91,0.8,1600,38
65,crps,crps,880.91,876.13,0.8,1600,38
66,crps,dss,1880.73,1837.73,0.8,1600,38
67,crps,is1,6140.75,6072.2,0.8,1600,38
68,dss,sse,1939.99,1905.75,0.8,1600,38
69,dss,crps,894.99,893.15,0.8,1600,38
70,dss,dss,1055.11,1085.72,0.8,1600,38
71,dss,is1,6420.53,6331.8,0.8,1600,38
72,is1,sse,1910.78,1859.91,0.8,1600,38
73,is1,crps,880.91,876.13,0.8,1600,38
74,is1,dss,1880.73,1837.73,0.8,1600,38
75,is1,is1,6140.75,6072.2,0.8,1600,38
76,sse,sse,1910.78,1859.91,0.8,1600,38
77,sse,crps,880.91,876.13,0.8,1600,38
78,sse,dss,1880.73,1837.73,0.8,1600,38
79,sse,is1,6140.75,6072.2,0.8,1600,38
