,Method,Metric,Train,Test,Threshold,n,r
0,crps,sse,530.5,598.76,0.0,1600,71
1,crps,crps,428.09,445.53,0.0,1600,71
2,crps,dss,-910.74,-826.72,0.0,1600,71
3,crps,is1,5291.37,5245.73,0.0,1600,71
4,dss,sse,529.6,597.11,0.0,1600,71
5,dss,crps,427.67,444.5,0.0,1600,71
6,dss,dss,-928.38,-816.67,0.0,1600,71
7,dss,is1,5288.12,5246.07,0.0,1600,71
8,is1,sse,427.93,425.22,0.0,1600,71
9,is1,crps,396.85,399.71,0.0,1600,71
10,is1,dss,-1202.03,-1156.83,0.0,1600,71
11,is1,is1,5217.4,5145.7,0.0,1600,71
12,sse,sse,528.5,598.74,0.0,1600,71
13,sse,crps,427.46,445.07,0.0,1600,71
14,sse,dss,-923.94,-816.8,0.0,1600,71
15,sse,is1,5286.74,5243.9,0.0,1600,71
16,crps,sse,532.32,595.01,0.1,1600,71
17,crps,crps,429.98,443.32,0.1,1600,71
18,crps,dss,-902.36,-835.14,0.1,1600,71
19,crps,is1,5296.46,5238.01,0.1,1600,71
20,dss,sse,532.32,595.01,0.1,1600,71
21,dss,crps,429.98,443.32,0.1,1600,71
22,dss,dss,-902.36,-835.14,0.1,1600,71
23,dss,is1,5296.46,5238.01,0.1,1600,71
24,is1,sse,787.61,738.99,0.1,1600,71
25,is1,crps,500.41,491.13,0.1,1600,71
26,is1,dss,373.56,297.95,0.1,1600,71
27,is1,is1,5294.97,5189.54,0.1,1600,71
28,sse,sse,532.32,595.01,0.1,1600,71
29,sse,crps,429.98,443.32,0.1,1600,71
30,sse,dss,-902.36,-835.14,0.1,1600,71
31,sse,is1,5296.46,5238.01,0.1,1600,71
32,crps,sse,1832.99,1767.73,0.3,1600,71
33,crps,crps,872.96,861.32,0.3,1600,71
34,crps,dss,982.53,964.16,0.3,1600,71
35,crps,is1,6331.58,6232.68,0.3,1600,71
36,dss,sse,1832.99,1767.73,0.3,1600,71
37,dss,crps,872.96,861.32,0.3,1600,71
38,dss,dss,982.53,964.16,0.3,1600,71
39,dss,is1,6331.58,6232.68,0.3,1600,71
40,is1,sse,1967.29,1862.56,0.3,1600,71
41,is1,crps,896.34,876.66,0.3,1600,71
42,is1,dss,1929.78,1849.15,0.3,1600,71
43,is1,is1,6114.53,6071.93,0.3,1600,71
44,sse,sse,1832.99,1767.73,0.3,1600,71
45,sse,crps,872.96,861.32,0.3,1600,71
46,sse,dss,982.53,964.16,0.3,1600,71
47,sse,is1,6331.58,6232.68,0.3,1600,71
48,crps,sse,1832.99,1767.73,0.5,1600,71
49,crps,crps,872.96,861.32,0.5,1600,71
50,crps,dss,982.53,964.16,0.5,1600,71
51,crps,is1,6331.58,6232.68,0.5,1600,71
52,dss,sse,1832.99,1767.73,0.5,1600,71
53,dss,crps,872.96,861.32,0.5,1600,71
54,dss,dss,982.53,964.16,0.5,1600,71
55,dss,is1,6331.58,6232.68,0.5,1600,71
56,is1,sse,1967.29,1862.56,0.5,1600,71
57,is1,crps,896.34,876.66,0.5,1600,71
58,is1,dss,1929.78,1849.15,0.5,1600,71
59,is1,is1,6114.53,6071.93,0.5,1600,71
60,sse,sse,1832.99,1767.73,0.5,1600,71
61,sse,crps,872.96,861.32,0.5,1600,71
62,sse,dss,982.53,964.16,0.5,1600,71
63,sse,is1,6331.58,6232.68,0.5,1600,71
64,crps,sse,1832.99,1767.73,0.8,1600,71
65,crps,crps,872.96,861.32,0.8,1600,71
66,crps,dss,982.53,964.16,0.8,1600,71
67,crps,is1,6331.58,6232.68,0.8,1600,71
68,dss,sse,1832.99,1767.73,0.8,1600,71
69,dss,crps,872.96,861.32,0.8,1600,71
70,dss,dss,982.53,964.16,0.8,1600,71
71,dss,is1,6331.58,6232.68,0.8,1600,71
72,is1,sse,1967.29,1862.56,0.8,1600,71
73,is1,crps,896.34,876.66,0.8,1600,71
74,is1,dss,1929.78,1849.15,0.8,1600,71
75,is1,is1,6114.53,6071.93,0.8,1600,71
76,sse,sse,1832.99,1767.73,0.8,1600,71
77,sse,crps,872.96,861.32,0.8,1600,71
78,sse,dss,982.53,964.16,0.8,1600,71
79,sse,is1,6331.58,6232.68,0.8,1600,71
