,Method,Metric,Train,Test,Threshold,n,r
0,crps,sse,110.0,480.99,0.0,800,24
1,crps,crps,134.43,597.64,0.0,800,24
2,crps,dss,-1046.34,-3578.8,0.0,800,24
3,crps,is1,526.21,2338.24,0.0,800,24
4,dss,sse,112.09,478.21,0.0,800,24
5,dss,crps,135.76,595.74,0.0,800,24
6,dss,dss,-1044.35,-3557.65,0.0,800,24
7,dss,is1,532.29,2327.18,0.0,800,24
8,is1,sse,113.8,468.07,0.0,800,24
9,is1,crps,137.27,587.87,0.0,800,24
10,is1,dss,-1030.78,-3603.77,0.0,800,24
11,is1,is1,528.85,2330.54,0.0,800,24
12,sse,sse,110.2,475.32,0.0,800,24
13,sse,crps,137.82,604.98,0.0,800,24
14,sse,dss,-957.87,-3444.24,0.0,800,24
15,sse,is1,542.99,2372.29,0.0,800,24
16,crps,sse,110.01,480.94,0.1,800,24
17,crps,crps,134.48,597.33,0.1,800,24
18,crps,dss,-1046.24,-3579.33,0.1,800,24
19,crps,is1,526.6,2334.31,0.1,800,24
20,dss,sse,112.61,474.87,0.1,800,24
21,dss,crps,136.99,588.76,0.1,800,24
22,dss,dss,-1034.77,-3603.91,0.1,800,24
23,dss,is1,533.89,2311.89,0.1,800,24
24,is1,sse,113.8,468.06,0.1,800,24
25,is1,crps,137.3,587.77,0.1,800,24
26,is1,dss,-1030.77,-3603.88,0.1,800,24
27,is1,is1,529.24,2329.2,0.1,800,24
28,sse,sse,110.23,475.22,0.1,800,24
29,sse,crps,137.87,604.82,0.1,800,24
30,sse,dss,-957.63,-3445.23,0.1,800,24
31,sse,is1,543.03,2372.33,0.1,800,24
32,crps,sse,110.28,480.19,0.3,800,24
33,crps,crps,134.91,594.89,0.3,800,24
34,crps,dss,-1043.59,-3586.81,0.3,800,24
35,crps,is1,529.28,2328.59,0.3,800,24
36,dss,sse,118.32,464.06,0.3,800,24
37,dss,crps,146.26,598.06,0.3,800,24
38,dss,dss,-976.92,-3606.18,0.3,800,24
39,dss,is1,578.97,2373.01,0.3,800,24
40,is1,sse,114.11,465.57,0.3,800,24
41,is1,crps,137.85,584.06,0.3,800,24
42,is1,dss,-1026.42,-3640.71,0.3,800,24
43,is1,is1,532.88,2303.16,0.3,800,24
44,sse,sse,111.45,473.97,0.3,800,24
45,sse,crps,140.15,608.24,0.3,800,24
46,sse,dss,-943.19,-3400.11,0.3,800,24
47,sse,is1,548.27,2390.49,0.3,800,24
48,crps,sse,111.34,475.78,0.5,800,24
49,crps,crps,136.66,587.39,0.5,800,24
50,crps,dss,-1032.94,-3631.37,0.5,800,24
51,crps,is1,532.3,2310.29,0.5,800,24
52,dss,sse,118.32,464.06,0.5,800,24
53,dss,crps,146.26,598.06,0.5,800,24
54,dss,dss,-976.92,-3606.18,0.5,800,24
55,dss,is1,578.97,2373.01,0.5,800,24
56,is1,sse,114.59,462.4,0.5,800,24
57,is1,crps,138.44,580.39,0.5,800,24
58,is1,dss,-1021.56,-3672.43,0.5,800,24
59,is1,is1,535.66,2288.32,0.5,800,24
60,sse,sse,111.45,473.97,0.5,800,24
61,sse,crps,140.15,608.24,0.5,800,24
62,sse,dss,-943.19,-3400.11,0.5,800,24
63,sse,is1,548.27,2390.49,0.5,800,24
64,crps,sse,115.11,458.99,0.8,800,24
65,crps,crps,139.36,576.39,0.8,800,24
66,crps,dss,-1014.95,-3691.1,0.8,800,24
67,crps,is1,541.95,2265.78,0.8,800,24
68,dss,sse,118.32,464.06,0.8,800,24
69,dss,crps,146.26,598.06,0.8,800,24
70,dss,dss,-976.92,-3606.18,0.8,800,24
71,dss,is1,578.97,2373.01,0.8,800,24
72,is1,sse,115.11,458.99,0.8,800,24
73,is1,crps,139.36,576.39,0.8,800,24
74,is1,dss,-1014.95,-3691.1,0.8,800,24
75,is1,is1,541.95,2265.78,0.8,800,24
76,sse,sse,112.52,469.55,0.8,800,24
77,sse,crps,141.9,600.74,0.8,800,24
78,sse,dss,-932.55,-3444.67,0.8,800,24
79,sse,is1,551.29,2372.19,0.8,800,24
