,Method,Metric,Train,Test,Threshold,n,r
0,crps,sse,251.44,462.09,0.0,1600,65
1,crps,crps,296.63,578.21,0.0,1600,65
2,crps,dss,-1806.03,-3693.12,0.0,1600,65
3,crps,is1,1145.09,2273.68,0.0,1600,65
4,dss,sse,250.73,464.18,0.0,1600,65
5,dss,crps,296.08,580.96,0.0,1600,65
6,dss,dss,-1823.61,-3649.73,0.0,1600,65
7,dss,is1,1144.79,2280.6,0.0,1600,65
8,is1,sse,251.74,459.77,0.0,1600,65
9,is1,crps,296.5,578.11,0.0,1600,65
10,is1,dss,-1799.95,-3700.57,0.0,1600,65
11,is1,is1,1137.57,2283.51,0.0,1600,65
12,sse,sse,249.12,468.56,0.0,1600,65
13,sse,crps,297.7,587.24,0.0,1600,65
14,sse,dss,-1747.86,-3556.35,0.0,1600,65
15,sse,is1,1160.31,2306.36,0.0,1600,65
16,crps,sse,252.28,460.74,0.1,1600,65
17,crps,crps,297.54,576.21,0.1,1600,65
18,crps,dss,-1788.8,-3700.91,0.1,1600,65
19,crps,is1,1150.86,2261.24,0.1,1600,65
20,dss,sse,253.64,458.14,0.1,1600,65
21,dss,crps,300.26,580.76,0.1,1600,65
22,dss,dss,-1780.19,-3698.57,0.1,1600,65
23,dss,is1,1161.12,2294.01,0.1,1600,65
24,is1,sse,252.79,457.95,0.1,1600,65
25,is1,crps,298.11,574.79,0.1,1600,65
26,is1,dss,-1783.72,-3711.52,0.1,1600,65
27,is1,is1,1148.44,2260.85,0.1,1600,65
28,sse,sse,249.18,468.72,0.1,1600,65
29,sse,crps,298.21,587.36,0.1,1600,65
30,sse,dss,-1737.12,-3538.7,0.1,1600,65
31,sse,is1,1161.68,2304.11,0.1,1600,65
32,crps,sse,253.5,456.69,0.3,1600,65
33,crps,crps,298.53,574.22,0.3,1600,65
34,crps,dss,-1781.55,-3713.72,0.3,1600,65
35,crps,is1,1151.88,2259.02,0.3,1600,65
36,dss,sse,257.24,464.06,0.3,1600,65
37,dss,crps,312.6,601.8,0.3,1600,65
38,dss,dss,-1726.73,-3606.26,0.3,1600,65
39,dss,is1,1214.57,2385.57,0.3,1600,65
40,is1,sse,253.73,456.9,0.3,1600,65
41,is1,crps,299.23,575.28,0.3,1600,65
42,is1,dss,-1779.17,-3711.56,0.3,1600,65
43,is1,is1,1153.88,2263.09,0.3,1600,65
44,sse,sse,250.32,466.69,0.3,1600,65
45,sse,crps,301.04,589.04,0.3,1600,65
46,sse,dss,-1725.0,-3559.52,0.3,1600,65
47,sse,is1,1172.41,2330.81,0.3,1600,65
48,crps,sse,253.73,456.9,0.5,1600,65
49,crps,crps,299.23,575.28,0.5,1600,65
50,crps,dss,-1779.17,-3711.56,0.5,1600,65
51,crps,is1,1153.88,2263.09,0.5,1600,65
52,dss,sse,257.24,464.06,0.5,1600,65
53,dss,crps,312.6,601.8,0.5,1600,65
54,dss,dss,-1726.73,-3606.26,0.5,1600,65
55,dss,is1,1214.57,2385.57,0.5,1600,65
56,is1,sse,253.73,456.9,0.5,1600,65
57,is1,crps,299.23,575.28,0.5,1600,65
58,is1,dss,-1779.17,-3711.56,0.5,1600,65
59,is1,is1,1153.88,2263.09,0.5,1600,65
60,sse,sse,250.97,463.35,0.5,1600,65
61,sse,crps,304.3,595.03,0.5,1600,65
62,sse,dss,-1678.58,-3487.8,0.5,1600,65
63,sse,is1,1175.38,2362.32,0.5,1600,65
64,crps,sse,253.73,456.9,0.8,1600,65
65,crps,crps,299.23,575.28,0.8,1600,65
66,crps,dss,-1779.17,-3711.56,0.8,1600,65
67,crps,is1,1153.88,2263.09,0.8,1600,65
68,dss,sse,257.67,466.52,0.8,1600,65
69,dss,crps,321.19,620.06,0.8,1600,65
70,dss,dss,-1600.89,-3375.29,0.8,1600,65
71,dss,is1,1249.59,2472.62,0.8,1600,65
72,is1,sse,254.74,459.53,0.8,1600,65
73,is1,crps,301.88,581.25,0.8,1600,65
74,is1,dss,-1751.73,-3651.6,0.8,1600,65
75,is1,is1,1165.49,2288.79,0.8,1600,65
76,sse,sse,255.08,463.22,0.8,1600,65
77,sse,crps,311.5,604.98,0.8,1600,65
78,sse,dss,-1626.91,-3407.64,0.8,1600,65
79,sse,is1,1207.75,2406.75,0.8,1600,65
