,Method,Metric,Train,Test,Threshold,n,r
0,crps,sse,236.14,585.67,0.0,800,99
1,crps,crps,202.77,442.36,0.0,800,99
2,crps,dss,-489.92,-829.37,0.0,800,99
3,crps,is1,2470.79,5143.77,0.0,800,99
4,dss,sse,207.47,505.13,0.0,800,99
5,dss,crps,198.86,435.05,0.0,800,99
6,dss,dss,-483.7,-653.62,0.0,800,99
7,dss,is1,2474.86,5129.43,0.0,800,99
8,is1,sse,241.88,610.79,0.0,800,99
9,is1,crps,205.42,453.23,0.0,800,99
10,is1,dss,-478.71,-571.28,0.0,800,99
11,is1,is1,2462.26,5152.69,0.0,800,99
12,sse,sse,230.79,579.33,0.0,800,99
13,sse,crps,201.52,441.36,0.0,800,99
14,sse,dss,-596.38,-962.91,0.0,800,99
15,sse,is1,2470.89,5145.74,0.0,800,99
16,crps,sse,266.95,653.45,0.1,800,99
17,crps,crps,213.54,458.85,0.1,800,99
18,crps,dss,-111.33,109.5,0.1,800,99
19,crps,is1,2477.25,5131.59,0.1,800,99
20,dss,sse,207.71,504.23,0.1,800,99
21,dss,crps,199.46,433.12,0.1,800,99
22,dss,dss,-481.26,-662.65,0.1,800,99
23,dss,is1,2475.87,5120.8,0.1,800,99
24,is1,sse,266.95,653.45,0.1,800,99
25,is1,crps,213.54,458.85,0.1,800,99
26,is1,dss,-111.33,109.5,0.1,800,99
27,is1,is1,2477.25,5131.59,0.1,800,99
28,sse,sse,280.43,715.99,0.1,800,99
29,sse,crps,218.84,481.13,0.1,800,99
30,sse,dss,-173.86,53.54,0.1,800,99
31,sse,is1,2536.67,5334.88,0.1,800,99
32,crps,sse,809.99,1656.93,0.3,800,99
33,crps,crps,416.97,832.84,0.3,800,99
34,crps,dss,740.86,1589.44,0.3,800,99
35,crps,is1,2984.64,6042.59,0.3,800,99
36,dss,sse,211.68,501.5,0.3,800,99
37,dss,crps,200.66,432.19,0.3,800,99
38,dss,dss,-436.0,-622.07,0.3,800,99
39,dss,is1,2479.09,5122.05,0.3,800,99
40,is1,sse,266.95,653.45,0.3,800,99
41,is1,crps,213.54,458.85,0.3,800,99
42,is1,dss,-111.33,109.5,0.3,800,99
43,is1,is1,2477.25,5131.59,0.3,800,99
44,sse,sse,809.99,1656.93,0.3,800,99
45,sse,crps,416.97,832.84,0.3,800,99
46,sse,dss,740.86,1589.44,0.3,800,99
47,sse,is1,2984.64,6042.59,0.3,800,99
48,crps,sse,809.99,1656.93,0.5,800,99
49,crps,crps,416.97,832.84,0.5,800,99
50,crps,dss,740.86,1589.44,0.5,800,99
51,crps,is1,2984.64,6042.59,0.5,800,99
52,dss,sse,1075.8,2164.01,0.5,800,99
53,dss,crps,479.41,956.05,0.5,800,99
54,dss,dss,677.96,1316.79,0.5,800,99
55,dss,is1,3217.44,6526.13,0.5,800,99
56,is1,sse,809.99,1656.93,0.5,800,99
57,is1,crps,416.97,832.84,0.5,800,99
58,is1,dss,740.86,1589.44,0.5,800,99
59,is1,is1,2984.64,6042.59,0.5,800,99
60,sse,sse,809.99,1656.93,0.5,800,99
61,sse,crps,416.97,832.84,0.5,800,99
62,sse,dss,740.86,1589.44,0.5,800,99
63,sse,is1,2984.64,6042.59,0.5,800,99
64,crps,sse,809.99,1656.93,0.8,800,99
65,crps,crps,416.97,832.84,0.8,800,99
66,crps,dss,740.86,1589.44,0.8,800,99
67,crps,is1,2984.64,6042.59,0.8,800,99
68,dss,sse,1075.8,2164.01,0.8,800,99
69,dss,crps,479.41,956.05,0.8,800,99
70,dss,dss,677.96,1316.79,0.8,800,99
71,dss,is1,3217.44,6526.13,0.8,800,99
72,is1,sse,809.99,1656.93,0.8,800,99
73,is1,crps,416.97,832.84,0.8,800,99
74,is1,dss,740.86,1589.44,0.8,800,99
75,is1,is1,2984.64,6042.59,0.8,800,99
76,sse,sse,809.99,1656.93,0.8,800,99
77,sse,crps,416.97,832.84,0.8,800,99
78,sse,dss,740.86,1589.44,0.8,800,99
79,sse,is1,2984.64,6042.59,0.8,800,99
