,Method,Metric,Train,Test,Threshold,n,r
0,crps,sse,99.08,1080.25,0.0,200,5
1,crps,crps,57.75,575.72,0.0,200,5
2,crps,dss,-126.52,-343.64,0.0,200,5
3,crps,is1,672.65,5509.45,0.0,200,5
4,dss,sse,95.92,1062.59,0.0,200,5
5,dss,crps,57.27,573.9,0.0,200,5
6,dss,dss,-129.0,-290.77,0.0,200,5
7,dss,is1,663.6,5502.46,0.0,200,5
8,is1,sse,125.8,1153.47,0.0,200,5
9,is1,crps,63.18,607.07,0.0,200,5
10,is1,dss,-63.27,164.32,0.0,200,5
11,is1,is1,654.9,5347.35,0.0,200,5
12,sse,sse,99.06,1080.42,0.0,200,5
13,sse,crps,57.77,575.48,0.0,200,5
14,sse,dss,-126.7,-341.85,0.0,200,5
15,sse,is1,672.58,5509.9,0.0,200,5
16,crps,sse,101.43,1062.85,0.1,200,5
17,crps,crps,59.6,561.4,0.1,200,5
18,crps,dss,-114.72,-456.19,0.1,200,5
19,crps,is1,680.38,5472.52,0.1,200,5
20,dss,sse,97.63,1049.14,0.1,200,5
21,dss,crps,58.61,562.99,0.1,200,5
22,dss,dss,-120.66,-393.3,0.1,200,5
23,dss,is1,670.43,5441.35,0.1,200,5
24,is1,sse,142.78,1206.02,0.1,200,5
25,is1,crps,68.89,603.05,0.1,200,5
26,is1,dss,66.94,824.04,0.1,200,5
27,is1,is1,665.48,5312.5,0.1,200,5
28,sse,sse,101.43,1062.85,0.1,200,5
29,sse,crps,59.6,561.4,0.1,200,5
30,sse,dss,-114.72,-456.19,0.1,200,5
31,sse,is1,680.38,5472.52,0.1,200,5
32,crps,sse,210.3,2135.36,0.3,200,5
33,crps,crps,106.07,954.8,0.3,200,5
34,crps,dss,111.44,1319.84,0.3,200,5
35,crps,is1,784.0,6506.82,0.3,200,5
36,dss,sse,210.3,2135.36,0.3,200,5
37,dss,crps,106.07,954.8,0.3,200,5
38,dss,dss,111.44,1319.84,0.3,200,5
39,dss,is1,784.0,6506.82,0.3,200,5
40,is1,sse,142.78,1206.02,0.3,200,5
41,is1,crps,68.89,603.05,0.3,200,5
42,is1,dss,66.94,824.04,0.3,200,5
43,is1,is1,665.48,5312.5,0.3,200,5
44,sse,sse,210.3,2135.36,0.3,200,5
45,sse,crps,106.07,954.8,0.3,200,5
46,sse,dss,111.44,1319.84,0.3,200,5
47,sse,is1,784.0,6506.82,0.3,200,5
48,crps,sse,210.3,2135.36,0.5,200,5
49,crps,crps,106.07,954.8,0.5,200,5
50,crps,dss,111.44,1319.84,0.5,200,5
51,crps,is1,784.0,6506.82,0.5,200,5
52,dss,sse,210.3,2135.36,0.5,200,5
53,dss,crps,106.07,954.8,0.5,200,5
54,dss,dss,111.44,1319.84,0.5,200,5
55,dss,is1,784.0,6506.82,0.5,200,5
56,is1,sse,248.53,2121.99,0.5,200,5
57,is1,crps,110.92,940.48,0.5,200,5
58,is1,dss,239.75,2050.44,0.5,200,5
59,is1,is1,760.02,6114.12,0.5,200,5
60,sse,sse,210.3,2135.36,0.5,200,5
61,sse,crps,106.07,954.8,0.5,200,5
62,sse,dss,111.44,1319.84,0.5,200,5
63,sse,is1,784.0,6506.82,0.5,200,5
64,crps,sse,210.3,2135.36,0.8,200,5
65,crps,crps,106.07,954.8,0.8,200,5
66,crps,dss,111.44,1319.84,0.8,200,5
67,crps,is1,784.0,6506.82,0.8,200,5
68,dss,sse,210.3,2135.36,0.8,200,5
69,dss,crps,106.07,954.8,0.8,200,5
70,dss,dss,111.44,1319.84,0.8,200,5
71,dss,is1,784.0,6506.82,0.8,200,5
72,is1,sse,248.53,2121.99,0.8,200,5
73,is1,crps,110.92,940.48,0.8,200,5
74,is1,dss,239.75,2050.44,0.8,200,5
75,is1,is1,760.02,6114.12,0.8,200,5
76,sse,sse,210.3,2135.36,0.8,200,5
77,sse,crps,106.07,954.8,0.8,200,5
78,sse,dss,111.44,1319.84,0.8,200,5
79,sse,is1,784.0,6506.82,0.8,200,5
