,Method,Metric,Train,Test,Threshold,n,r
0,crps,sse,286.53,594.67,0.0,800,28
1,crps,crps,215.38,434.79,0.0,800,28
2,crps,dss,-479.18,-983.28,0.0,800,28
3,crps,is1,2559.37,5153.94,0.0,800,28
4,dss,sse,300.59,559.42,0.0,800,28
5,dss,crps,229.16,459.2,0.0,800,28
6,dss,dss,-263.75,-487.9,0.0,800,28
7,dss,is1,2573.29,5164.57,0.0,800,28
8,is1,sse,307.41,618.48,0.0,800,28
9,is1,crps,219.31,441.45,0.0,800,28
10,is1,dss,-448.1,-927.95,0.0,800,28
11,is1,is1,2555.17,5148.11,0.0,800,28
12,sse,sse,296.81,680.9,0.0,800,28
13,sse,crps,218.87,466.29,0.0,800,28
14,sse,dss,-478.84,-840.98,0.0,800,28
15,sse,is1,2556.45,5244.06,0.0,800,28
16,crps,sse,290.18,587.13,0.1,800,28
17,crps,crps,218.32,429.75,0.1,800,28
18,crps,dss,-456.56,-1003.99,0.1,800,28
19,crps,is1,2567.32,5128.31,0.1,800,28
20,dss,sse,301.83,556.81,0.1,800,28
21,dss,crps,231.12,454.14,0.1,800,28
22,dss,dss,-248.6,-521.03,0.1,800,28
23,dss,is1,2578.23,5154.07,0.1,800,28
24,is1,sse,384.02,873.89,0.1,800,28
25,is1,crps,245.07,518.58,0.1,800,28
26,is1,dss,134.82,523.09,0.1,800,28
27,is1,is1,2579.71,5200.38,0.1,800,28
28,sse,sse,312.52,679.65,0.1,800,28
29,sse,crps,226.68,462.64,0.1,800,28
30,sse,dss,-380.99,-726.62,0.1,800,28
31,sse,is1,2603.29,5263.18,0.1,800,28
32,crps,sse,849.47,1801.46,0.3,800,28
33,crps,crps,424.07,862.8,0.3,800,28
34,crps,dss,834.43,1785.53,0.3,800,28
35,crps,is1,2977.3,6061.64,0.3,800,28
36,dss,sse,1028.63,2239.0,0.3,800,28
37,dss,crps,469.61,974.25,0.3,800,28
38,dss,dss,644.36,1382.46,0.3,800,28
39,dss,is1,3190.07,6586.2,0.3,800,28
40,is1,sse,849.47,1801.46,0.3,800,28
41,is1,crps,424.07,862.8,0.3,800,28
42,is1,dss,834.43,1785.53,0.3,800,28
43,is1,is1,2977.3,6061.64,0.3,800,28
44,sse,sse,849.47,1801.46,0.3,800,28
45,sse,crps,424.07,862.8,0.3,800,28
46,sse,dss,834.43,1785.53,0.3,800,28
47,sse,is1,2977.3,6061.64,0.3,800,28
48,crps,sse,849.47,1801.46,0.5,800,28
49,crps,crps,424.07,862.8,0.5,800,28
50,crps,dss,834.43,1785.53,0.5,800,28
51,crps,is1,2977.3,6061.64,0.5,800,28
52,dss,sse,1028.63,2239.0,0.5,800,28
53,dss,crps,469.61,974.25,0.5,800,28
54,dss,dss,644.36,1382.46,0.5,800,28
55,dss,is1,3190.07,6586.2,0.5,800,28
56,is1,sse,849.47,1801.46,0.5,800,28
57,is1,crps,424.07,862.8,0.5,800,28
58,is1,dss,834.43,1785.53,0.5,800,28
59,is1,is1,2977.3,6061.64,0.5,800,28
60,sse,sse,849.47,1801.46,0.5,800,28
61,sse,crps,424.07,862.8,0.5,800,28
62,sse,dss,834.43,1785.53,0.5,800,28
63,sse,is1,2977.3,6061.64,0.5,800,28
64,crps,sse,849.47,1801.46,0.8,800,28
65,crps,crps,424.07,862.8,0.8,800,28
66,crps,dss,834.43,1785.53,0.8,800,28
67,crps,is1,2977.3,6061.64,0.8,800,28
68,dss,sse,1028.63,2239.0,0.8,800,28
69,dss,crps,469.61,974.25,0.8,800,28
70,dss,dss,644.36,1382.46,0.8,800,28
71,dss,is1,3190.07,6586.2,0.8,800,28
72,is1,sse,849.47,1801.46,0.8,800,28
73,is1,crps,424.07,862.8,0.8,800,28
74,is1,dss,834.43,1785.53,0.8,800,28
75,is1,is1,2977.3,6061.64,0.8,800,28
76,sse,sse,849.47,1801.46,0.8,800,28
77,sse,crps,424.07,862.8,0.8,800,28
78,sse,dss,834.43,1785.53,0.8,800,28
79,sse,is1,2977.3,6061.64,0.8,800,28
