,Method,Metric,Train,Test,Threshold,n,r
0,crps,sse,243.08,554.3,0.0,800,85
1,crps,crps,205.04,431.26,0.0,800,85
2,crps,dss,-549.67,-975.61,0.0,800,85
3,crps,is1,2555.11,5136.21,0.0,800,85
4,dss,sse,224.96,574.54,0.0,800,85
5,dss,crps,201.18,440.31,0.0,800,85
6,dss,dss,-552.55,-645.43,0.0,800,85
7,dss,is1,2546.99,5159.27,0.0,800,85
8,is1,sse,239.91,604.71,0.0,800,85
9,is1,crps,207.93,457.31,0.0,800,85
10,is1,dss,-470.97,-506.69,0.0,800,85
11,is1,is1,2556.63,5265.53,0.0,800,85
12,sse,sse,220.44,589.0,0.0,800,85
13,sse,crps,199.04,444.59,0.0,800,85
14,sse,dss,-560.21,-560.22,0.0,800,85
15,sse,is1,2543.82,5172.81,0.0,800,85
16,crps,sse,263.0,587.55,0.1,800,85
17,crps,crps,213.86,439.34,0.1,800,85
18,crps,dss,-491.91,-939.95,0.1,800,85
19,crps,is1,2591.72,5205.9,0.1,800,85
20,dss,sse,229.0,569.31,0.1,800,85
21,dss,crps,203.74,435.9,0.1,800,85
22,dss,dss,-526.37,-718.9,0.1,800,85
23,dss,is1,2556.62,5157.74,0.1,800,85
24,is1,sse,244.34,597.8,0.1,800,85
25,is1,crps,211.58,449.39,0.1,800,85
26,is1,dss,-390.56,-647.08,0.1,800,85
27,is1,is1,2572.64,5230.71,0.1,800,85
28,sse,sse,865.56,1918.76,0.1,800,85
29,sse,crps,423.88,897.13,0.1,800,85
30,sse,dss,461.92,1099.83,0.1,800,85
31,sse,is1,3129.79,6354.66,0.1,800,85
32,crps,sse,865.56,1918.76,0.3,800,85
33,crps,crps,423.88,897.13,0.3,800,85
34,crps,dss,461.92,1099.83,0.3,800,85
35,crps,is1,3129.79,6354.66,0.3,800,85
36,dss,sse,865.56,1918.76,0.3,800,85
37,dss,crps,423.88,897.13,0.3,800,85
38,dss,dss,461.92,1099.83,0.3,800,85
39,dss,is1,3129.79,6354.66,0.3,800,85
40,is1,sse,914.84,1973.8,0.3,800,85
41,is1,crps,433.3,901.84,0.3,800,85
42,is1,dss,906.77,1940.6,0.3,800,85
43,is1,is1,3018.74,6096.32,0.3,800,85
44,sse,sse,865.56,1918.76,0.3,800,85
45,sse,crps,423.88,897.13,0.3,800,85
46,sse,dss,461.92,1099.83,0.3,800,85
47,sse,is1,3129.79,6354.66,0.3,800,85
48,crps,sse,865.56,1918.76,0.5,800,85
49,crps,crps,423.88,897.13,0.5,800,85
50,crps,dss,461.92,1099.83,0.5,800,85
51,crps,is1,3129.79,6354.66,0.5,800,85
52,dss,sse,865.56,1918.76,0.5,800,85
53,dss,crps,423.88,897.13,0.5,800,85
54,dss,dss,461.92,1099.83,0.5,800,85
55,dss,is1,3129.79,6354.66,0.5,800,85
56,is1,sse,914.84,1973.8,0.5,800,85
57,is1,crps,433.3,901.84,0.5,800,85
58,is1,dss,906.77,1940.6,0.5,800,85
59,is1,is1,3018.74,6096.32,0.5,800,85
60,sse,sse,865.56,1918.76,0.5,800,85
61,sse,crps,423.88,897.13,0.5,800,85
62,sse,dss,461.92,1099.83,0.5,800,85
63,sse,is1,3129.79,6354.66,0.5,800,85
64,crps,sse,865.56,1918.76,0.8,800,85
65,crps,crps,423.88,897.13,0.8,800,85
66,crps,dss,461.92,1099.83,0.8,800,85
67,crps,is1,3129.79,6354.66,0.8,800,85
68,dss,sse,865.56,1918.76,0.8,800,85
69,dss,crps,423.88,897.13,0.8,800,85
70,dss,dss,461.92,1099.83,0.8,800,85
71,dss,is1,3129.79,6354.66,0.8,800,85
72,is1,sse,914.84,1973.8,0.8,800,85
73,is1,crps,433.3,901.84,0.8,800,85
74,is1,dss,906.77,1940.6,0.8,800,85
75,is1,is1,3018.74,6096.32,0.8,800,85
76,sse,sse,865.56,1918.76,0.8,800,85
77,sse,crps,423.88,897.13,0.8,800,85
78,sse,dss,461.92,1099.83,0.8,800,85
79,sse,is1,3129.79,6354.66,0.8,800,85
