,Method,Metric,Train,Test,Threshold,n,r
0,crps,sse,56.86,492.93,0.0,400,38
1,crps,crps,68.9,604.91,0.0,400,38
2,crps,dss,-503.86,-3344.81,0.0,400,38
3,crps,is1,281.93,2423.52,0.0,400,38
4,dss,sse,57.79,491.85,0.0,400,38
5,dss,crps,69.57,606.3,0.0,400,38
6,dss,dss,-485.94,-3296.13,0.0,400,38
7,dss,is1,286.48,2404.92,0.0,400,38
8,is1,sse,57.6,493.32,0.0,400,38
9,is1,crps,69.56,601.56,0.0,400,38
10,is1,dss,-481.65,-3304.74,0.0,400,38
11,is1,is1,281.71,2404.32,0.0,400,38
12,sse,sse,57.85,487.61,0.0,400,38
13,sse,crps,69.84,604.53,0.0,400,38
14,sse,dss,-461.86,-3349.27,0.0,400,38
15,sse,is1,282.51,2391.57,0.0,400,38
16,crps,sse,57.0,493.49,0.1,400,38
17,crps,crps,69.12,605.38,0.1,400,38
18,crps,dss,-502.41,-3339.13,0.1,400,38
19,crps,is1,282.38,2423.86,0.1,400,38
20,dss,sse,58.81,488.8,0.1,400,38
21,dss,crps,72.56,613.32,0.1,400,38
22,dss,dss,-475.71,-3327.16,0.1,400,38
23,dss,is1,297.61,2450.84,0.1,400,38
24,is1,sse,57.67,494.04,0.1,400,38
25,is1,crps,69.7,602.27,0.1,400,38
26,is1,dss,-480.98,-3297.53,0.1,400,38
27,is1,is1,282.27,2405.44,0.1,400,38
28,sse,sse,58.38,484.17,0.1,400,38
29,sse,crps,70.78,600.28,0.1,400,38
30,sse,dss,-456.5,-3384.23,0.1,400,38
31,sse,is1,285.88,2386.3,0.1,400,38
32,crps,sse,57.54,489.31,0.3,400,38
33,crps,crps,69.81,600.01,0.3,400,38
34,crps,dss,-497.01,-3381.57,0.3,400,38
35,crps,is1,285.92,2410.24,0.3,400,38
36,dss,sse,61.79,468.29,0.3,400,38
37,dss,crps,76.35,621.67,0.3,400,38
38,dss,dss,-426.89,-3304.99,0.3,400,38
39,dss,is1,306.72,2494.98,0.3,400,38
40,is1,sse,58.61,487.43,0.3,400,38
41,is1,crps,70.92,593.66,0.3,400,38
42,is1,dss,-449.39,-3433.57,0.3,400,38
43,is1,is1,289.02,2375.71,0.3,400,38
44,sse,sse,58.73,485.06,0.3,400,38
45,sse,crps,72.65,612.22,0.3,400,38
46,sse,dss,-453.03,-3375.43,0.3,400,38
47,sse,is1,293.0,2445.49,0.3,400,38
48,crps,sse,58.92,482.95,0.5,400,38
49,crps,crps,70.76,594.76,0.5,400,38
50,crps,dss,-450.1,-3443.48,0.5,400,38
51,crps,is1,290.2,2379.36,0.5,400,38
52,dss,sse,61.79,468.29,0.5,400,38
53,dss,crps,76.35,621.67,0.5,400,38
54,dss,dss,-426.89,-3304.99,0.5,400,38
55,dss,is1,306.72,2494.98,0.5,400,38
56,is1,sse,60.3,471.78,0.5,400,38
57,is1,crps,71.67,586.67,0.5,400,38
58,is1,dss,-444.04,-3488.63,0.5,400,38
59,is1,is1,290.53,2347.09,0.5,400,38
60,sse,sse,58.73,485.06,0.5,400,38
61,sse,crps,72.65,612.22,0.5,400,38
62,sse,dss,-453.03,-3375.43,0.5,400,38
63,sse,is1,293.0,2445.49,0.5,400,38
64,crps,sse,58.92,482.95,0.8,400,38
65,crps,crps,70.76,594.76,0.8,400,38
66,crps,dss,-450.1,-3443.48,0.8,400,38
67,crps,is1,290.2,2379.36,0.8,400,38
68,dss,sse,61.79,468.29,0.8,400,38
69,dss,crps,76.35,621.67,0.8,400,38
70,dss,dss,-426.89,-3304.99,0.8,400,38
71,dss,is1,306.72,2494.98,0.8,400,38
72,is1,sse,61.79,468.29,0.8,400,38
73,is1,crps,76.35,621.67,0.8,400,38
74,is1,dss,-426.89,-3304.99,0.8,400,38
75,is1,is1,306.72,2494.98,0.8,400,38
76,sse,sse,61.79,468.29,0.8,400,38
77,sse,crps,76.35,621.67,0.8,400,38
78,sse,dss,-426.89,-3304.99,0.8,400,38
79,sse,is1,306.72,2494.98,0.8,400,38
