,Method,Metric,Train,Test,Threshold,n,r
0,crps,sse,117.99,628.49,0.0,400,17
1,crps,crps,98.24,462.69,0.0,400,17
2,crps,dss,-264.3,-672.53,0.0,400,17
3,crps,is1,1282.72,5199.54,0.0,400,17
4,dss,sse,118.82,621.84,0.0,400,17
5,dss,crps,98.35,460.68,0.0,400,17
6,dss,dss,-267.62,-670.02,0.0,400,17
7,dss,is1,1283.81,5189.76,0.0,400,17
8,is1,sse,125.61,780.95,0.0,400,17
9,is1,crps,100.66,518.84,0.0,400,17
10,is1,dss,-227.56,-122.28,0.0,400,17
11,is1,is1,1275.0,5222.82,0.0,400,17
12,sse,sse,117.89,628.08,0.0,400,17
13,sse,crps,98.26,462.13,0.0,400,17
14,sse,dss,-264.84,-676.01,0.0,400,17
15,sse,is1,1284.15,5190.64,0.0,400,17
16,crps,sse,131.18,773.13,0.1,400,17
17,crps,crps,104.36,507.91,0.1,400,17
18,crps,dss,-64.84,494.99,0.1,400,17
19,crps,is1,1286.63,5191.35,0.1,400,17
20,dss,sse,120.4,617.81,0.1,400,17
21,dss,crps,100.47,454.9,0.1,400,17
22,dss,dss,-237.2,-786.5,0.1,400,17
23,dss,is1,1286.16,5189.19,0.1,400,17
24,is1,sse,131.18,773.13,0.1,400,17
25,is1,crps,104.36,507.91,0.1,400,17
26,is1,dss,-64.84,494.99,0.1,400,17
27,is1,is1,1286.63,5191.35,0.1,400,17
28,sse,sse,367.1,1647.04,0.1,400,17
29,sse,crps,192.01,831.37,0.1,400,17
30,sse,dss,290.04,1673.29,0.1,400,17
31,sse,is1,1537.68,6041.86,0.1,400,17
32,crps,sse,367.1,1647.04,0.3,400,17
33,crps,crps,192.01,831.37,0.3,400,17
34,crps,dss,290.04,1673.29,0.3,400,17
35,crps,is1,1537.68,6041.86,0.3,400,17
36,dss,sse,129.16,744.06,0.3,400,17
37,dss,crps,103.93,502.17,0.3,400,17
38,dss,dss,-197.67,-342.95,0.3,400,17
39,dss,is1,1286.63,5191.32,0.3,400,17
40,is1,sse,131.18,773.13,0.3,400,17
41,is1,crps,104.36,507.91,0.3,400,17
42,is1,dss,-64.84,494.99,0.3,400,17
43,is1,is1,1286.63,5191.35,0.3,400,17
44,sse,sse,367.1,1647.04,0.3,400,17
45,sse,crps,192.01,831.37,0.3,400,17
46,sse,dss,290.04,1673.29,0.3,400,17
47,sse,is1,1537.68,6041.86,0.3,400,17
48,crps,sse,367.1,1647.04,0.5,400,17
49,crps,crps,192.01,831.37,0.5,400,17
50,crps,dss,290.04,1673.29,0.5,400,17
51,crps,is1,1537.68,6041.86,0.5,400,17
52,dss,sse,365.09,1617.97,0.5,400,17
53,dss,crps,191.58,825.63,0.5,400,17
54,dss,dss,157.21,835.35,0.5,400,17
55,dss,is1,1537.68,6041.82,0.5,400,17
56,is1,sse,367.1,1647.04,0.5,400,17
57,is1,crps,192.01,831.37,0.5,400,17
58,is1,dss,290.04,1673.29,0.5,400,17
59,is1,is1,1537.68,6041.86,0.5,400,17
60,sse,sse,367.1,1647.04,0.5,400,17
61,sse,crps,192.01,831.37,0.5,400,17
62,sse,dss,290.04,1673.29,0.5,400,17
63,sse,is1,1537.68,6041.86,0.5,400,17
64,crps,sse,367.1,1647.04,0.8,400,17
65,crps,crps,192.01,831.37,0.8,400,17
66,crps,dss,290.04,1673.29,0.8,400,17
67,crps,is1,1537.68,6041.86,0.8,400,17
68,dss,sse,367.1,1647.04,0.8,400,17
69,dss,crps,192.01,831.37,0.8,400,17
70,dss,dss,290.04,1673.29,0.8,400,17
71,dss,is1,1537.68,6041.86,0.8,400,17
72,is1,sse,367.1,1647.04,0.8,400,17
73,is1,crps,192.01,831.37,0.8,400,17
74,is1,dss,290.04,1673.29,0.8,400,17
75,is1,is1,1537.68,6041.86,0.8,400,17
76,sse,sse,367.1,1647.04,0.8,400,17
77,sse,crps,192.01,831.37,0.8,400,17
78,sse,dss,290.04,1673.29,0.8,400,17
79,sse,is1,1537.68,6041.86,0.8,400,17
