,Method,Metric,Train,Test,Threshold,n,r
0,crps,sse,53.09,511.09,0.0,400,21
1,crps,crps,67.09,610.01,0.0,400,21
2,crps,dss,-516.29,-3329.42,0.0,400,21
3,crps,is1,266.91,2372.17,0.0,400,21
4,dss,sse,54.43,484.61,0.0,400,21
5,dss,crps,67.81,596.89,0.0,400,21
6,dss,dss,-515.93,-3372.05,0.0,400,21
7,dss,is1,264.77,2357.07,0.0,400,21
8,is1,sse,54.18,480.79,0.0,400,21
9,is1,crps,67.58,598.06,0.0,400,21
10,is1,dss,-514.72,-3457.6,0.0,400,21
11,is1,is1,263.34,2397.42,0.0,400,21
12,sse,sse,54.03,482.98,0.0,400,21
13,sse,crps,68.09,598.97,0.0,400,21
14,sse,dss,-510.62,-3404.71,0.0,400,21
15,sse,is1,272.15,2347.24,0.0,400,21
16,crps,sse,53.09,511.09,0.1,400,21
17,crps,crps,67.09,610.01,0.1,400,21
18,crps,dss,-516.29,-3329.42,0.1,400,21
19,crps,is1,266.91,2372.17,0.1,400,21
20,dss,sse,54.74,481.22,0.1,400,21
21,dss,crps,68.46,591.2,0.1,400,21
22,dss,dss,-512.21,-3409.98,0.1,400,21
23,dss,is1,267.53,2332.74,0.1,400,21
24,is1,sse,54.18,480.79,0.1,400,21
25,is1,crps,67.58,598.06,0.1,400,21
26,is1,dss,-514.72,-3457.6,0.1,400,21
27,is1,is1,263.34,2397.42,0.1,400,21
28,sse,sse,54.08,482.4,0.1,400,21
29,sse,crps,68.35,597.0,0.1,400,21
30,sse,dss,-509.41,-3414.61,0.1,400,21
31,sse,is1,273.05,2338.63,0.1,400,21
32,crps,sse,53.09,511.09,0.3,400,21
33,crps,crps,67.09,610.01,0.3,400,21
34,crps,dss,-516.29,-3329.42,0.3,400,21
35,crps,is1,266.91,2372.17,0.3,400,21
36,dss,sse,55.47,482.52,0.3,400,21
37,dss,crps,70.73,608.37,0.3,400,21
38,dss,dss,-504.88,-3397.0,0.3,400,21
39,dss,is1,279.37,2416.03,0.3,400,21
40,is1,sse,55.66,462.62,0.3,400,21
41,is1,crps,68.81,582.73,0.3,400,21
42,is1,dss,-487.75,-3669.19,0.3,400,21
43,is1,is1,268.54,2329.42,0.3,400,21
44,sse,sse,55.02,485.05,0.3,400,21
45,sse,crps,71.26,614.92,0.3,400,21
46,sse,dss,-494.04,-3314.7,0.3,400,21
47,sse,is1,287.55,2427.42,0.3,400,21
48,crps,sse,53.41,507.3,0.5,400,21
49,crps,crps,67.68,604.5,0.5,400,21
50,crps,dss,-512.41,-3371.35,0.5,400,21
51,crps,is1,269.18,2345.12,0.5,400,21
52,dss,sse,56.41,475.74,0.5,400,21
53,dss,crps,71.25,605.01,0.5,400,21
54,dss,dss,-498.23,-3443.39,0.5,400,21
55,dss,is1,281.08,2415.03,0.5,400,21
56,is1,sse,55.78,462.62,0.5,400,21
57,is1,crps,69.02,582.15,0.5,400,21
58,is1,dss,-486.62,-3669.25,0.5,400,21
59,is1,is1,269.63,2322.47,0.5,400,21
60,sse,sse,55.21,483.39,0.5,400,21
61,sse,crps,72.18,616.09,0.5,400,21
62,sse,dss,-482.58,-3216.76,0.5,400,21
63,sse,is1,289.6,2439.88,0.5,400,21
64,crps,sse,54.2,497.45,0.8,400,21
65,crps,crps,68.26,597.94,0.8,400,21
66,crps,dss,-491.53,-3531.31,0.8,400,21
67,crps,is1,271.46,2327.26,0.8,400,21
68,dss,sse,57.23,472.67,0.8,400,21
69,dss,crps,72.5,608.49,0.8,400,21
70,dss,dss,-484.19,-3474.18,0.8,400,21
71,dss,is1,286.3,2418.62,0.8,400,21
72,is1,sse,56.51,459.28,0.8,400,21
73,is1,crps,69.54,578.91,0.8,400,21
74,is1,dss,-482.02,-3699.41,0.8,400,21
75,is1,is1,272.24,2305.63,0.8,400,21
76,sse,sse,55.82,478.16,0.8,400,21
77,sse,crps,72.63,611.82,0.8,400,21
78,sse,dss,-480.4,-3229.57,0.8,400,21
79,sse,is1,290.43,2437.09,0.8,400,21
