,Method,Metric,Train,Test,Threshold,n,r
0,crps,sse,66.57,777.34,0.0,200,89
1,crps,crps,48.38,494.99,0.0,200,89
2,crps,dss,-167.29,-103.63,0.0,200,89
3,crps,is1,650.32,5436.02,0.0,200,89
4,dss,sse,66.57,777.34,0.0,200,89
5,dss,crps,48.38,494.99,0.0,200,89
6,dss,dss,-167.29,-103.63,0.0,200,89
7,dss,is1,650.32,5436.02,0.0,200,89
8,is1,sse,67.31,781.75,0.0,200,89
9,is1,crps,48.63,497.36,0.0,200,89
10,is1,dss,-156.3,-27.42,0.0,200,89
11,is1,is1,649.19,5440.57,0.0,200,89
12,sse,sse,66.57,777.34,0.0,200,89
13,sse,crps,48.38,494.99,0.0,200,89
14,sse,dss,-167.29,-103.63,0.0,200,89
15,sse,is1,650.32,5436.02,0.0,200,89
16,crps,sse,74.3,816.96,0.1,200,89
17,crps,crps,51.24,496.77,0.1,200,89
18,crps,dss,-85.47,-57.92,0.1,200,89
19,crps,is1,660.62,5436.29,0.1,200,89
20,dss,sse,66.74,775.99,0.1,200,89
21,dss,crps,48.76,492.18,0.1,200,89
22,dss,dss,-165.57,-117.13,0.1,200,89
23,dss,is1,650.65,5424.62,0.1,200,89
24,is1,sse,69.48,760.59,0.1,200,89
25,is1,crps,49.94,485.44,0.1,200,89
26,is1,dss,-117.3,-457.27,0.1,200,89
27,is1,is1,653.13,5403.28,0.1,200,89
28,sse,sse,74.3,816.96,0.1,200,89
29,sse,crps,51.24,496.77,0.1,200,89
30,sse,dss,-85.47,-57.92,0.1,200,89
31,sse,is1,660.62,5436.29,0.1,200,89
32,crps,sse,195.87,1734.21,0.3,200,89
33,crps,crps,100.93,856.45,0.3,200,89
34,crps,dss,93.26,938.05,0.3,200,89
35,crps,is1,756.57,6209.12,0.3,200,89
36,dss,sse,195.87,1734.21,0.3,200,89
37,dss,crps,100.93,856.45,0.3,200,89
38,dss,dss,93.26,938.05,0.3,200,89
39,dss,is1,756.57,6209.12,0.3,200,89
40,is1,sse,195.87,1734.21,0.3,200,89
41,is1,crps,100.93,856.45,0.3,200,89
42,is1,dss,93.26,938.05,0.3,200,89
43,is1,is1,756.57,6209.12,0.3,200,89
44,sse,sse,195.87,1734.21,0.3,200,89
45,sse,crps,100.93,856.45,0.3,200,89
46,sse,dss,93.26,938.05,0.3,200,89
47,sse,is1,756.57,6209.12,0.3,200,89
48,crps,sse,195.87,1734.21,0.5,200,89
49,crps,crps,100.93,856.45,0.5,200,89
50,crps,dss,93.26,938.05,0.5,200,89
51,crps,is1,756.57,6209.12,0.5,200,89
52,dss,sse,195.87,1734.21,0.5,200,89
53,dss,crps,100.93,856.45,0.5,200,89
54,dss,dss,93.26,938.05,0.5,200,89
55,dss,is1,756.57,6209.12,0.5,200,89
56,is1,sse,195.87,1734.21,0.5,200,89
57,is1,crps,100.93,856.45,0.5,200,89
58,is1,dss,93.26,938.05,0.5,200,89
59,is1,is1,756.57,6209.12,0.5,200,89
60,sse,sse,195.87,1734.21,0.5,200,89
61,sse,crps,100.93,856.45,0.5,200,89
62,sse,dss,93.26,938.05,0.5,200,89
63,sse,is1,756.57,6209.12,0.5,200,89
64,crps,sse,195.87,1734.21,0.8,200,89
65,crps,crps,100.93,856.45,0.8,200,89
66,crps,dss,93.26,938.05,0.8,200,89
67,crps,is1,756.57,6209.12,0.8,200,89
68,dss,sse,195.87,1734.21,0.8,200,89
69,dss,crps,100.93,856.45,0.8,200,89
70,dss,dss,93.26,938.05,0.8,200,89
71,dss,is1,756.57,6209.12,0.8,200,89
72,is1,sse,195.87,1734.21,0.8,200,89
73,is1,crps,100.93,856.45,0.8,200,89
74,is1,dss,93.26,938.05,0.8,200,89
75,is1,is1,756.57,6209.12,0.8,200,89
76,sse,sse,195.87,1734.21,0.8,200,89
77,sse,crps,100.93,856.45,0.8,200,89
78,sse,dss,93.26,938.05,0.8,200,89
79,sse,is1,756.57,6209.12,0.8,200,89
