,Method,Metric,Train,Test,Threshold,n,r
0,crps,sse,160.37,640.22,0.0,400,35
1,crps,crps,107.69,455.08,0.0,400,35
2,crps,dss,-236.62,-783.54,0.0,400,35
3,crps,is1,1300.81,5174.46,0.0,400,35
4,dss,sse,162.82,769.59,0.0,400,35
5,dss,crps,111.1,500.33,0.0,400,35
6,dss,dss,-224.39,-451.36,0.0,400,35
7,dss,is1,1315.9,5349.88,0.0,400,35
8,is1,sse,131.81,767.64,0.0,400,35
9,is1,crps,105.13,528.95,0.0,400,35
10,is1,dss,-150.24,389.34,0.0,400,35
11,is1,is1,1279.73,5263.91,0.0,400,35
12,sse,sse,162.35,767.0,0.0,400,35
13,sse,crps,110.74,500.6,0.0,400,35
14,sse,dss,-223.99,-466.13,0.0,400,35
15,sse,is1,1315.07,5347.48,0.0,400,35
16,crps,sse,172.43,639.92,0.1,400,35
17,crps,crps,113.25,452.68,0.1,400,35
18,crps,dss,-159.85,-684.5,0.1,400,35
19,crps,is1,1307.93,5141.2,0.1,400,35
20,dss,sse,164.68,763.46,0.1,400,35
21,dss,crps,112.35,496.01,0.1,400,35
22,dss,dss,-211.53,-594.05,0.1,400,35
23,dss,is1,1319.01,5345.66,0.1,400,35
24,is1,sse,147.35,738.56,0.1,400,35
25,is1,crps,111.82,516.77,0.1,400,35
26,is1,dss,-26.99,8.04,0.1,400,35
27,is1,is1,1290.77,5207.98,0.1,400,35
28,sse,sse,438.01,1838.46,0.1,400,35
29,sse,crps,211.09,878.81,0.1,400,35
30,sse,dss,222.9,1028.48,0.1,400,35
31,sse,is1,1579.83,6285.25,0.1,400,35
32,crps,sse,438.01,1838.46,0.3,400,35
33,crps,crps,211.09,878.81,0.3,400,35
34,crps,dss,222.9,1028.48,0.3,400,35
35,crps,is1,1579.83,6285.25,0.3,400,35
36,dss,sse,438.01,1838.46,0.3,400,35
37,dss,crps,211.09,878.81,0.3,400,35
38,dss,dss,222.9,1028.48,0.3,400,35
39,dss,is1,1579.83,6285.25,0.3,400,35
40,is1,sse,280.84,1214.09,0.3,400,35
41,is1,crps,143.05,620.99,0.3,400,35
42,is1,dss,177.99,982.85,0.3,400,35
43,is1,is1,1324.13,5311.47,0.3,400,35
44,sse,sse,438.01,1838.46,0.3,400,35
45,sse,crps,211.09,878.81,0.3,400,35
46,sse,dss,222.9,1028.48,0.3,400,35
47,sse,is1,1579.83,6285.25,0.3,400,35
48,crps,sse,438.01,1838.46,0.5,400,35
49,crps,crps,211.09,878.81,0.5,400,35
50,crps,dss,222.9,1028.48,0.5,400,35
51,crps,is1,1579.83,6285.25,0.5,400,35
52,dss,sse,438.01,1838.46,0.5,400,35
53,dss,crps,211.09,878.81,0.5,400,35
54,dss,dss,222.9,1028.48,0.5,400,35
55,dss,is1,1579.83,6285.25,0.5,400,35
56,is1,sse,499.59,1933.42,0.5,400,35
57,is1,crps,223.76,892.55,0.5,400,35
58,is1,dss,487.86,1907.69,0.5,400,35
59,is1,is1,1538.66,6083.98,0.5,400,35
60,sse,sse,438.01,1838.46,0.5,400,35
61,sse,crps,211.09,878.81,0.5,400,35
62,sse,dss,222.9,1028.48,0.5,400,35
63,sse,is1,1579.83,6285.25,0.5,400,35
64,crps,sse,438.01,1838.46,0.8,400,35
65,crps,crps,211.09,878.81,0.8,400,35
66,crps,dss,222.9,1028.48,0.8,400,35
67,crps,is1,1579.83,6285.25,0.8,400,35
68,dss,sse,438.01,1838.46,0.8,400,35
69,dss,crps,211.09,878.81,0.8,400,35
70,dss,dss,222.9,1028.48,0.8,400,35
71,dss,is1,1579.83,6285.25,0.8,400,35
72,is1,sse,499.59,1933.42,0.8,400,35
73,is1,crps,223.76,892.55,0.8,400,35
74,is1,dss,487.86,1907.69,0.8,400,35
75,is1,is1,1538.66,6083.98,0.8,400,35
76,sse,sse,438.01,1838.46,0.8,400,35
77,sse,crps,211.09,878.81,0.8,400,35
78,sse,dss,222.9,1028.48,0.8,400,35
79,sse,is1,1579.83,6285.25,0.8,400,35
