,Method,Metric,Train,Test,Threshold,n,r
0,crps,sse,63.72,541.09,0.0,400,66
1,crps,crps,73.59,635.0,0.0,400,66
2,crps,dss,-438.82,-3310.77,0.0,400,66
3,crps,is1,289.42,2458.35,0.0,400,66
4,dss,sse,63.8,528.48,0.0,400,66
5,dss,crps,74.26,625.31,0.0,400,66
6,dss,dss,-454.8,-3364.42,0.0,400,66
7,dss,is1,290.43,2444.02,0.0,400,66
8,is1,sse,64.14,527.55,0.0,400,66
9,is1,crps,73.9,635.21,0.0,400,66
10,is1,dss,-441.24,-3378.2,0.0,400,66
11,is1,is1,282.1,2495.79,0.0,400,66
12,sse,sse,63.96,534.67,0.0,400,66
13,sse,crps,74.76,637.99,0.0,400,66
14,sse,dss,-429.05,-3214.21,0.0,400,66
15,sse,is1,296.37,2455.02,0.0,400,66
16,crps,sse,63.75,541.02,0.1,400,66
17,crps,crps,73.65,634.89,0.1,400,66
18,crps,dss,-438.61,-3311.51,0.1,400,66
19,crps,is1,289.71,2457.8,0.1,400,66
20,dss,sse,63.86,527.97,0.1,400,66
21,dss,crps,74.42,623.75,0.1,400,66
22,dss,dss,-454.13,-3369.58,0.1,400,66
23,dss,is1,291.66,2431.85,0.1,400,66
24,is1,sse,64.14,527.55,0.1,400,66
25,is1,crps,73.9,635.21,0.1,400,66
26,is1,dss,-441.24,-3378.2,0.1,400,66
27,is1,is1,282.1,2495.79,0.1,400,66
28,sse,sse,63.96,534.67,0.1,400,66
29,sse,crps,74.76,637.99,0.1,400,66
30,sse,dss,-429.05,-3214.21,0.1,400,66
31,sse,is1,296.37,2455.02,0.1,400,66
32,crps,sse,64.16,538.73,0.3,400,66
33,crps,crps,74.41,628.52,0.3,400,66
34,crps,dss,-427.61,-3327.46,0.3,400,66
35,crps,is1,295.42,2402.61,0.3,400,66
36,dss,sse,68.27,504.84,0.3,400,66
37,dss,crps,79.97,627.19,0.3,400,66
38,dss,dss,-406.47,-3462.2,0.3,400,66
39,dss,is1,313.84,2452.03,0.3,400,66
40,is1,sse,64.47,525.76,0.3,400,66
41,is1,crps,74.61,629.44,0.3,400,66
42,is1,dss,-435.5,-3418.89,0.3,400,66
43,is1,is1,286.65,2452.98,0.3,400,66
44,sse,sse,65.17,528.1,0.3,400,66
45,sse,crps,75.83,636.14,0.3,400,66
46,sse,dss,-405.24,-3153.66,0.3,400,66
47,sse,is1,301.0,2443.22,0.3,400,66
48,crps,sse,64.78,530.44,0.5,400,66
49,crps,crps,75.29,619.38,0.5,400,66
50,crps,dss,-421.42,-3410.35,0.5,400,66
51,crps,is1,298.89,2374.57,0.5,400,66
52,dss,sse,71.99,464.31,0.5,400,66
53,dss,crps,84.62,621.58,0.5,400,66
54,dss,dss,-376.35,-3380.0,0.5,400,66
55,dss,is1,325.29,2467.55,0.5,400,66
56,is1,sse,66.37,510.9,0.5,400,66
57,is1,crps,76.15,618.04,0.5,400,66
58,is1,dss,-417.22,-3440.2,0.5,400,66
59,is1,is1,294.06,2395.97,0.5,400,66
60,sse,sse,68.8,496.7,0.5,400,66
61,sse,crps,83.14,643.04,0.5,400,66
62,sse,dss,-325.89,-2890.52,0.5,400,66
63,sse,is1,324.18,2569.53,0.5,400,66
64,crps,sse,64.78,530.44,0.8,400,66
65,crps,crps,75.29,619.38,0.8,400,66
66,crps,dss,-421.42,-3410.35,0.8,400,66
67,crps,is1,298.89,2374.57,0.8,400,66
68,dss,sse,71.99,464.31,0.8,400,66
69,dss,crps,84.62,621.58,0.8,400,66
70,dss,dss,-376.35,-3380.0,0.8,400,66
71,dss,is1,325.29,2467.55,0.8,400,66
72,is1,sse,71.18,460.48,0.8,400,66
73,is1,crps,81.68,601.31,0.8,400,66
74,is1,dss,-384.4,-3418.33,0.8,400,66
75,is1,is1,312.15,2372.47,0.8,400,66
76,sse,sse,70.01,491.39,0.8,400,66
77,sse,crps,85.59,646.81,0.8,400,66
78,sse,dss,-313.03,-2798.84,0.8,400,66
79,sse,is1,333.45,2618.43,0.8,400,66
