,Method,Metric,Train,Test,Threshold,n,r
0,crps,sse,225.08,501.52,0.0,800,77
1,crps,crps,198.97,422.96,0.0,800,77
2,crps,dss,-588.53,-1029.6,0.0,800,77
3,crps,is1,2544.23,5174.01,0.0,800,77
4,dss,sse,221.29,497.58,0.0,800,77
5,dss,crps,196.48,423.19,0.0,800,77
6,dss,dss,-630.82,-1078.05,0.0,800,77
7,dss,is1,2531.56,5164.49,0.0,800,77
8,is1,sse,232.28,505.68,0.0,800,77
9,is1,crps,201.28,423.83,0.0,800,77
10,is1,dss,-506.34,-936.73,0.0,800,77
11,is1,is1,2520.25,5159.77,0.0,800,77
12,sse,sse,224.93,501.5,0.0,800,77
13,sse,crps,199.1,422.1,0.0,800,77
14,sse,dss,-587.99,-1028.83,0.0,800,77
15,sse,is1,2544.24,5174.49,0.0,800,77
16,crps,sse,275.71,562.16,0.1,800,77
17,crps,crps,214.24,434.42,0.1,800,77
18,crps,dss,-429.84,-785.0,0.1,800,77
19,crps,is1,2624.35,5274.02,0.1,800,77
20,dss,sse,223.49,491.05,0.1,800,77
21,dss,crps,199.13,417.17,0.1,800,77
22,dss,dss,-613.06,-1131.99,0.1,800,77
23,dss,is1,2538.81,5151.56,0.1,800,77
24,is1,sse,240.62,496.45,0.1,800,77
25,is1,crps,205.39,417.84,0.1,800,77
26,is1,dss,-422.9,-898.55,0.1,800,77
27,is1,is1,2528.04,5112.72,0.1,800,77
28,sse,sse,275.71,562.16,0.1,800,77
29,sse,crps,214.24,434.42,0.1,800,77
30,sse,dss,-429.84,-785.0,0.1,800,77
31,sse,is1,2624.35,5274.02,0.1,800,77
32,crps,sse,740.03,1556.91,0.3,800,77
33,crps,crps,397.09,812.81,0.3,800,77
34,crps,dss,356.38,764.53,0.3,800,77
35,crps,is1,2989.83,6082.06,0.3,800,77
36,dss,sse,740.03,1556.91,0.3,800,77
37,dss,crps,397.09,812.81,0.3,800,77
38,dss,dss,356.38,764.53,0.3,800,77
39,dss,is1,2989.83,6082.06,0.3,800,77
40,is1,sse,740.03,1556.91,0.3,800,77
41,is1,crps,397.09,812.81,0.3,800,77
42,is1,dss,356.38,764.53,0.3,800,77
43,is1,is1,2989.83,6082.06,0.3,800,77
44,sse,sse,740.03,1556.91,0.3,800,77
45,sse,crps,397.09,812.81,0.3,800,77
46,sse,dss,356.38,764.53,0.3,800,77
47,sse,is1,2989.83,6082.06,0.3,800,77
48,crps,sse,740.03,1556.91,0.5,800,77
49,crps,crps,397.09,812.81,0.5,800,77
50,crps,dss,356.38,764.53,0.5,800,77
51,crps,is1,2989.83,6082.06,0.5,800,77
52,dss,sse,740.03,1556.91,0.5,800,77
53,dss,crps,397.09,812.81,0.5,800,77
54,dss,dss,356.38,764.53,0.5,800,77
55,dss,is1,2989.83,6082.06,0.5,800,77
56,is1,sse,740.03,1556.91,0.5,800,77
57,is1,crps,397.09,812.81,0.5,800,77
58,is1,dss,356.38,764.53,0.5,800,77
59,is1,is1,2989.83,6082.06,0.5,800,77
60,sse,sse,740.03,1556.91,0.5,800,77
61,sse,crps,397.09,812.81,0.5,800,77
62,sse,dss,356.38,764.53,0.5,800,77
63,sse,is1,2989.83,6082.06,0.5,800,77
64,crps,sse,740.03,1556.91,0.8,800,77
65,crps,crps,397.09,812.81,0.8,800,77
66,crps,dss,356.38,764.53,0.8,800,77
67,crps,is1,2989.83,6082.06,0.8,800,77
68,dss,sse,740.03,1556.91,0.8,800,77
69,dss,crps,397.09,812.81,0.8,800,77
70,dss,dss,356.38,764.53,0.8,800,77
71,dss,is1,2989.83,6082.06,0.8,800,77
72,is1,sse,740.03,1556.91,0.8,800,77
73,is1,crps,397.09,812.81,0.8,800,77
74,is1,dss,356.38,764.53,0.8,800,77
75,is1,is1,2989.83,6082.06,0.8,800,77
76,sse,sse,740.03,1556.91,0.8,800,77
77,sse,crps,397.09,812.81,0.8,800,77
78,sse,dss,356.38,764.53,0.8,800,77
79,sse,is1,2989.83,6082.06,0.8,800,77
