,Method,Metric,Train,Test,Threshold,n,r
0,crps,sse,459.52,423.83,0.0,1600,11
1,crps,crps,397.05,395.65,0.0,1600,11
2,crps,dss,-1169.92,-1225.76,0.0,1600,11
3,crps,is1,5096.29,5106.4,0.0,1600,11
4,dss,sse,433.62,398.61,0.0,1600,11
5,dss,crps,391.32,391.49,0.0,1600,11
6,dss,dss,-1207.75,-1228.49,0.0,1600,11
7,dss,is1,5080.78,5090.92,0.0,1600,11
8,is1,sse,459.12,423.68,0.0,1600,11
9,is1,crps,396.79,396.44,0.0,1600,11
10,is1,dss,-1173.71,-1221.78,0.0,1600,11
11,is1,is1,5092.47,5112.63,0.0,1600,11
12,sse,sse,432.53,392.03,0.0,1600,11
13,sse,crps,390.92,388.62,0.0,1600,11
14,sse,dss,-1201.33,-1249.76,0.0,1600,11
15,sse,is1,5065.17,5072.79,0.0,1600,11
16,crps,sse,522.76,474.42,0.1,1600,11
17,crps,crps,419.12,410.19,0.1,1600,11
18,crps,dss,-645.18,-755.56,0.1,1600,11
19,crps,is1,5147.83,5125.51,0.1,1600,11
20,dss,sse,435.43,396.57,0.1,1600,11
21,dss,crps,392.97,389.25,0.1,1600,11
22,dss,dss,-1174.39,-1232.24,0.1,1600,11
23,dss,is1,5083.12,5085.27,0.1,1600,11
24,is1,sse,522.76,474.42,0.1,1600,11
25,is1,crps,419.12,410.19,0.1,1600,11
26,is1,dss,-645.18,-755.56,0.1,1600,11
27,is1,is1,5147.83,5125.51,0.1,1600,11
28,sse,sse,522.76,474.42,0.1,1600,11
29,sse,crps,419.12,410.19,0.1,1600,11
30,sse,dss,-645.18,-755.56,0.1,1600,11
31,sse,is1,5147.83,5125.51,0.1,1600,11
32,crps,sse,1566.2,1508.79,0.3,1600,11
33,crps,crps,815.05,801.31,0.3,1600,11
34,crps,dss,778.48,716.98,0.3,1600,11
35,crps,is1,6045.9,6046.36,0.3,1600,11
36,dss,sse,1566.2,1508.79,0.3,1600,11
37,dss,crps,815.05,801.31,0.3,1600,11
38,dss,dss,778.48,716.98,0.3,1600,11
39,dss,is1,6045.9,6046.36,0.3,1600,11
40,is1,sse,522.76,474.42,0.3,1600,11
41,is1,crps,419.12,410.19,0.3,1600,11
42,is1,dss,-645.18,-755.56,0.3,1600,11
43,is1,is1,5147.83,5125.51,0.3,1600,11
44,sse,sse,1566.2,1508.79,0.3,1600,11
45,sse,crps,815.05,801.31,0.3,1600,11
46,sse,dss,778.48,716.98,0.3,1600,11
47,sse,is1,6045.9,6046.36,0.3,1600,11
48,crps,sse,1566.2,1508.79,0.5,1600,11
49,crps,crps,815.05,801.31,0.5,1600,11
50,crps,dss,778.48,716.98,0.5,1600,11
51,crps,is1,6045.9,6046.36,0.5,1600,11
52,dss,sse,1566.2,1508.79,0.5,1600,11
53,dss,crps,815.05,801.31,0.5,1600,11
54,dss,dss,778.48,716.98,0.5,1600,11
55,dss,is1,6045.9,6046.36,0.5,1600,11
56,is1,sse,1566.2,1508.79,0.5,1600,11
57,is1,crps,815.05,801.31,0.5,1600,11
58,is1,dss,778.48,716.98,0.5,1600,11
59,is1,is1,6045.9,6046.36,0.5,1600,11
60,sse,sse,1566.2,1508.79,0.5,1600,11
61,sse,crps,815.05,801.31,0.5,1600,11
62,sse,dss,778.48,716.98,0.5,1600,11
63,sse,is1,6045.9,6046.36,0.5,1600,11
64,crps,sse,1566.2,1508.79,0.8,1600,11
65,crps,crps,815.05,801.31,0.8,1600,11
66,crps,dss,778.48,716.98,0.8,1600,11
67,crps,is1,6045.9,6046.36,0.8,1600,11
68,dss,sse,1566.2,1508.79,0.8,1600,11
69,dss,crps,815.05,801.31,0.8,1600,11
70,dss,dss,778.48,716.98,0.8,1600,11
71,dss,is1,6045.9,6046.36,0.8,1600,11
72,is1,sse,1566.2,1508.79,0.8,1600,11
73,is1,crps,815.05,801.31,0.8,1600,11
74,is1,dss,778.48,716.98,0.8,1600,11
75,is1,is1,6045.9,6046.36,0.8,1600,11
76,sse,sse,1566.2,1508.79,0.8,1600,11
77,sse,crps,815.05,801.31,0.8,1600,11
78,sse,dss,778.48,716.98,0.8,1600,11
79,sse,is1,6045.9,6046.36,0.8,1600,11
