,Method,Metric,Train,Test,Threshold,n,r
0,crps,sse,78.82,482.07,0.0,400,13
1,crps,crps,78.59,606.92,0.0,400,13
2,crps,dss,-368.29,-3108.52,0.0,400,13
3,crps,is1,315.95,2404.55,0.0,400,13
4,dss,sse,79.15,477.66,0.0,400,13
5,dss,crps,81.8,610.81,0.0,400,13
6,dss,dss,-372.61,-3199.35,0.0,400,13
7,dss,is1,328.31,2425.54,0.0,400,13
8,is1,sse,78.84,476.9,0.0,400,13
9,is1,crps,78.69,605.5,0.0,400,13
10,is1,dss,-371.17,-3221.11,0.0,400,13
11,is1,is1,313.49,2403.3,0.0,400,13
12,sse,sse,78.79,474.41,0.0,400,13
13,sse,crps,82.01,613.25,0.0,400,13
14,sse,dss,-373.94,-3248.19,0.0,400,13
15,sse,is1,328.75,2406.98,0.0,400,13
16,crps,sse,78.82,482.07,0.1,400,13
17,crps,crps,78.59,606.92,0.1,400,13
18,crps,dss,-368.29,-3108.52,0.1,400,13
19,crps,is1,315.95,2404.55,0.1,400,13
20,dss,sse,80.94,465.28,0.1,400,13
21,dss,crps,86.74,619.66,0.1,400,13
22,dss,dss,-337.52,-3323.79,0.1,400,13
23,dss,is1,346.31,2460.5,0.1,400,13
24,is1,sse,78.85,476.7,0.1,400,13
25,is1,crps,78.75,605.04,0.1,400,13
26,is1,dss,-370.98,-3223.09,0.1,400,13
27,is1,is1,313.92,2401.19,0.1,400,13
28,sse,sse,78.79,474.41,0.1,400,13
29,sse,crps,82.01,613.25,0.1,400,13
30,sse,dss,-373.94,-3248.19,0.1,400,13
31,sse,is1,328.75,2406.98,0.1,400,13
32,crps,sse,78.92,481.26,0.3,400,13
33,crps,crps,78.75,605.77,0.3,400,13
34,crps,dss,-367.25,-3116.54,0.3,400,13
35,crps,is1,316.32,2400.44,0.3,400,13
36,dss,sse,80.94,465.28,0.3,400,13
37,dss,crps,86.74,619.66,0.3,400,13
38,dss,dss,-337.52,-3323.79,0.3,400,13
39,dss,is1,346.31,2460.5,0.3,400,13
40,is1,sse,79.6,471.62,0.3,400,13
41,is1,crps,79.71,602.43,0.3,400,13
42,is1,dss,-352.26,-3307.1,0.3,400,13
43,is1,is1,315.77,2377.02,0.3,400,13
44,sse,sse,80.94,465.28,0.3,400,13
45,sse,crps,86.74,619.66,0.3,400,13
46,sse,dss,-337.52,-3323.79,0.3,400,13
47,sse,is1,346.31,2460.5,0.3,400,13
48,crps,sse,80.22,464.17,0.5,400,13
49,crps,crps,80.78,587.93,0.5,400,13
50,crps,dss,-348.89,-3334.06,0.5,400,13
51,crps,is1,323.2,2341.8,0.5,400,13
52,dss,sse,80.94,465.28,0.5,400,13
53,dss,crps,86.74,619.66,0.5,400,13
54,dss,dss,-337.52,-3323.79,0.5,400,13
55,dss,is1,346.31,2460.5,0.5,400,13
56,is1,sse,80.34,464.37,0.5,400,13
57,is1,crps,81.13,589.03,0.5,400,13
58,is1,dss,-344.67,-3382.24,0.5,400,13
59,is1,is1,321.5,2331.98,0.5,400,13
60,sse,sse,80.94,465.28,0.5,400,13
61,sse,crps,86.74,619.66,0.5,400,13
62,sse,dss,-337.52,-3323.79,0.5,400,13
63,sse,is1,346.31,2460.5,0.5,400,13
64,crps,sse,80.74,459.94,0.8,400,13
65,crps,crps,82.04,581.18,0.8,400,13
66,crps,dss,-340.11,-3409.53,0.8,400,13
67,crps,is1,329.81,2288.05,0.8,400,13
68,dss,sse,80.94,465.28,0.8,400,13
69,dss,crps,86.74,619.66,0.8,400,13
70,dss,dss,-337.52,-3323.79,0.8,400,13
71,dss,is1,346.31,2460.5,0.8,400,13
72,is1,sse,80.76,461.63,0.8,400,13
73,is1,crps,84.7,599.38,0.8,400,13
74,is1,dss,-339.26,-3360.3,0.8,400,13
75,is1,is1,336.94,2365.94,0.8,400,13
76,sse,sse,80.94,465.28,0.8,400,13
77,sse,crps,86.74,619.66,0.8,400,13
78,sse,dss,-337.52,-3323.79,0.8,400,13
79,sse,is1,346.31,2460.5,0.8,400,13
