,Method,Metric,Train,Test,Threshold,n,r
0,crps,sse,83.65,899.26,0.0,200,4
1,crps,crps,58.79,533.85,0.0,200,4
2,crps,dss,-106.55,-524.86,0.0,200,4
3,crps,is1,677.68,5445.33,0.0,200,4
4,dss,sse,87.11,793.31,0.0,200,4
5,dss,crps,58.46,502.17,0.0,200,4
6,dss,dss,-101.5,-755.83,0.0,200,4
7,dss,is1,679.07,5299.41,0.0,200,4
8,is1,sse,101.84,1000.91,0.0,200,4
9,is1,crps,66.07,563.18,0.0,200,4
10,is1,dss,-17.16,33.43,0.0,200,4
11,is1,is1,673.97,5395.97,0.0,200,4
12,sse,sse,82.74,885.05,0.0,200,4
13,sse,crps,58.51,527.62,0.0,200,4
14,sse,dss,-106.22,-595.56,0.0,200,4
15,sse,is1,676.23,5356.31,0.0,200,4
16,crps,sse,85.45,897.15,0.1,200,4
17,crps,crps,60.01,528.53,0.1,200,4
18,crps,dss,-83.49,-577.21,0.1,200,4
19,crps,is1,686.39,5394.77,0.1,200,4
20,dss,sse,88.76,780.92,0.1,200,4
21,dss,crps,59.57,494.24,0.1,200,4
22,dss,dss,-91.23,-813.34,0.1,200,4
23,dss,is1,680.29,5299.13,0.1,200,4
24,is1,sse,108.16,1078.48,0.1,200,4
25,is1,crps,68.42,574.31,0.1,200,4
26,is1,dss,66.42,812.01,0.1,200,4
27,is1,is1,680.15,5275.33,0.1,200,4
28,sse,sse,90.1,847.5,0.1,200,4
29,sse,crps,61.7,511.0,0.1,200,4
30,sse,dss,-76.89,-620.23,0.1,200,4
31,sse,is1,693.84,5379.07,0.1,200,4
32,crps,sse,215.4,2021.58,0.3,200,4
33,crps,crps,109.23,923.34,0.3,200,4
34,crps,dss,209.59,2074.63,0.3,200,4
35,crps,is1,754.69,6096.15,0.3,200,4
36,dss,sse,236.93,1927.49,0.3,200,4
37,dss,crps,114.2,909.1,0.3,200,4
38,dss,dss,147.44,1099.03,0.3,200,4
39,dss,is1,790.52,6292.85,0.3,200,4
40,is1,sse,215.4,2021.58,0.3,200,4
41,is1,crps,109.23,923.34,0.3,200,4
42,is1,dss,209.59,2074.63,0.3,200,4
43,is1,is1,754.69,6096.15,0.3,200,4
44,sse,sse,215.4,2021.58,0.3,200,4
45,sse,crps,109.23,923.34,0.3,200,4
46,sse,dss,209.59,2074.63,0.3,200,4
47,sse,is1,754.69,6096.15,0.3,200,4
48,crps,sse,215.4,2021.58,0.5,200,4
49,crps,crps,109.23,923.34,0.5,200,4
50,crps,dss,209.59,2074.63,0.5,200,4
51,crps,is1,754.69,6096.15,0.5,200,4
52,dss,sse,236.93,1927.49,0.5,200,4
53,dss,crps,114.2,909.1,0.5,200,4
54,dss,dss,147.44,1099.03,0.5,200,4
55,dss,is1,790.52,6292.85,0.5,200,4
56,is1,sse,215.4,2021.58,0.5,200,4
57,is1,crps,109.23,923.34,0.5,200,4
58,is1,dss,209.59,2074.63,0.5,200,4
59,is1,is1,754.69,6096.15,0.5,200,4
60,sse,sse,215.4,2021.58,0.5,200,4
61,sse,crps,109.23,923.34,0.5,200,4
62,sse,dss,209.59,2074.63,0.5,200,4
63,sse,is1,754.69,6096.15,0.5,200,4
64,crps,sse,215.4,2021.58,0.8,200,4
65,crps,crps,109.23,923.34,0.8,200,4
66,crps,dss,209.59,2074.63,0.8,200,4
67,crps,is1,754.69,6096.15,0.8,200,4
68,dss,sse,236.93,1927.49,0.8,200,4
69,dss,crps,114.2,909.1,0.8,200,4
70,dss,dss,147.44,1099.03,0.8,200,4
71,dss,is1,790.52,6292.85,0.8,200,4
72,is1,sse,215.4,2021.58,0.8,200,4
73,is1,crps,109.23,923.34,0.8,200,4
74,is1,dss,209.59,2074.63,0.8,200,4
75,is1,is1,754.69,6096.15,0.8,200,4
76,sse,sse,215.4,2021.58,0.8,200,4
77,sse,crps,109.23,923.34,0.8,200,4
78,sse,dss,209.59,2074.63,0.8,200,4
79,sse,is1,754.69,6096.15,0.8,200,4
