,Method,Metric,Train,Test,Threshold,n,r
0,crps,sse,110.19,468.03,0.0,800,41
1,crps,crps,135.73,588.03,0.0,800,41
2,crps,dss,-1033.3,-3624.77,0.0,800,41
3,crps,is1,554.42,2316.31,0.0,800,41
4,dss,sse,109.6,467.94,0.0,800,41
5,dss,crps,135.07,593.62,0.0,800,41
6,dss,dss,-1044.46,-3581.9,0.0,800,41
7,dss,is1,546.97,2320.62,0.0,800,41
8,is1,sse,109.29,462.17,0.0,800,41
9,is1,crps,136.21,584.85,0.0,800,41
10,is1,dss,-1028.11,-3670.02,0.0,800,41
11,is1,is1,549.09,2293.61,0.0,800,41
12,sse,sse,109.37,470.84,0.0,800,41
13,sse,crps,136.48,596.26,0.0,800,41
14,sse,dss,-1028.91,-3578.4,0.0,800,41
15,sse,is1,553.1,2347.76,0.0,800,41
16,crps,sse,110.19,468.02,0.1,800,41
17,crps,crps,135.79,587.65,0.1,800,41
18,crps,dss,-1033.3,-3624.88,0.1,800,41
19,crps,is1,554.61,2315.24,0.1,800,41
20,dss,sse,110.26,463.93,0.1,800,41
21,dss,crps,136.43,587.1,0.1,800,41
22,dss,dss,-1037.69,-3620.13,0.1,800,41
23,dss,is1,552.48,2318.27,0.1,800,41
24,is1,sse,109.29,462.17,0.1,800,41
25,is1,crps,136.21,584.85,0.1,800,41
26,is1,dss,-1028.11,-3670.02,0.1,800,41
27,is1,is1,549.09,2293.61,0.1,800,41
28,sse,sse,109.67,469.99,0.1,800,41
29,sse,crps,137.22,594.49,0.1,800,41
30,sse,dss,-1025.18,-3588.57,0.1,800,41
31,sse,is1,558.74,2343.63,0.1,800,41
32,crps,sse,110.38,467.74,0.3,800,41
33,crps,crps,136.33,586.94,0.3,800,41
34,crps,dss,-1031.37,-3627.68,0.3,800,41
35,crps,is1,558.59,2314.53,0.3,800,41
36,dss,sse,113.38,468.89,0.3,800,41
37,dss,crps,145.44,604.07,0.3,800,41
38,dss,dss,-979.85,-3556.81,0.3,800,41
39,dss,is1,592.75,2417.03,0.3,800,41
40,is1,sse,109.7,460.52,0.3,800,41
41,is1,crps,136.93,581.68,0.3,800,41
42,is1,dss,-1024.04,-3686.52,0.3,800,41
43,is1,is1,551.27,2295.35,0.3,800,41
44,sse,sse,109.89,469.07,0.3,800,41
45,sse,crps,137.65,592.27,0.3,800,41
46,sse,dss,-1022.83,-3596.05,0.3,800,41
47,sse,is1,560.72,2338.68,0.3,800,41
48,crps,sse,110.76,464.19,0.5,800,41
49,crps,crps,137.61,585.19,0.5,800,41
50,crps,dss,-1020.65,-3675.94,0.5,800,41
51,crps,is1,560.17,2289.76,0.5,800,41
52,dss,sse,113.38,468.89,0.5,800,41
53,dss,crps,145.44,604.07,0.5,800,41
54,dss,dss,-979.85,-3556.81,0.5,800,41
55,dss,is1,592.75,2417.03,0.5,800,41
56,is1,sse,111.15,460.93,0.5,800,41
57,is1,crps,138.06,579.87,0.5,800,41
58,is1,dss,-1016.68,-3706.7,0.5,800,41
59,is1,is1,558.38,2284.61,0.5,800,41
60,sse,sse,111.3,470.56,0.5,800,41
61,sse,crps,139.71,593.01,0.5,800,41
62,sse,dss,-997.9,-3502.78,0.5,800,41
63,sse,is1,568.41,2360.74,0.5,800,41
64,crps,sse,111.19,461.01,0.8,800,41
65,crps,crps,138.37,579.79,0.8,800,41
66,crps,dss,-1016.26,-3705.9,0.8,800,41
67,crps,is1,561.1,2285.79,0.8,800,41
68,dss,sse,113.38,468.89,0.8,800,41
69,dss,crps,145.44,604.07,0.8,800,41
70,dss,dss,-979.85,-3556.81,0.8,800,41
71,dss,is1,592.75,2417.03,0.8,800,41
72,is1,sse,111.19,461.01,0.8,800,41
73,is1,crps,138.37,579.79,0.8,800,41
74,is1,dss,-1016.26,-3705.9,0.8,800,41
75,is1,is1,561.1,2285.79,0.8,800,41
76,sse,sse,111.3,470.56,0.8,800,41
77,sse,crps,139.71,593.01,0.8,800,41
78,sse,dss,-997.9,-3502.78,0.8,800,41
79,sse,is1,568.41,2360.74,0.8,800,41
