,Method,Metric,Train,Test,Threshold,n,r
0,crps,sse,254.59,462.13,0.0,800,70
1,crps,crps,209.3,409.88,0.0,800,70
2,crps,dss,-527.98,-1104.43,0.0,800,70
3,crps,is1,2527.78,5134.55,0.0,800,70
4,dss,sse,280.06,561.84,0.0,800,70
5,dss,crps,220.73,446.67,0.0,800,70
6,dss,dss,-318.37,-708.01,0.0,800,70
7,dss,is1,2605.85,5333.31,0.0,800,70
8,is1,sse,257.55,458.67,0.0,800,70
9,is1,crps,211.74,412.91,0.0,800,70
10,is1,dss,-431.08,-947.77,0.0,800,70
11,is1,is1,2526.03,5137.31,0.0,800,70
12,sse,sse,254.55,462.64,0.0,800,70
13,sse,crps,209.48,409.93,0.0,800,70
14,sse,dss,-527.61,-1100.26,0.0,800,70
15,sse,is1,2530.27,5133.02,0.0,800,70
16,crps,sse,283.48,452.81,0.1,800,70
17,crps,crps,218.8,405.68,0.1,800,70
18,crps,dss,-143.88,-590.48,0.1,800,70
19,crps,is1,2565.47,5130.92,0.1,800,70
20,dss,sse,282.64,554.19,0.1,800,70
21,dss,crps,222.84,441.66,0.1,800,70
22,dss,dss,-305.36,-750.5,0.1,800,70
23,dss,is1,2613.22,5312.59,0.1,800,70
24,is1,sse,319.5,543.63,0.1,800,70
25,is1,crps,232.66,440.03,0.1,800,70
26,is1,dss,56.09,-136.58,0.1,800,70
27,is1,is1,2561.21,5151.57,0.1,800,70
28,sse,sse,283.48,452.81,0.1,800,70
29,sse,crps,218.8,405.68,0.1,800,70
30,sse,dss,-143.88,-590.48,0.1,800,70
31,sse,is1,2565.47,5130.92,0.1,800,70
32,crps,sse,807.31,1513.01,0.3,800,70
33,crps,crps,414.02,801.85,0.3,800,70
34,crps,dss,734.38,1224.25,0.3,800,70
35,crps,is1,3006.15,6020.8,0.3,800,70
36,dss,sse,776.32,1509.45,0.3,800,70
37,dss,crps,407.96,802.09,0.3,800,70
38,dss,dss,399.54,718.64,0.3,800,70
39,dss,is1,3021.12,6046.17,0.3,800,70
40,is1,sse,807.31,1513.01,0.3,800,70
41,is1,crps,414.02,801.85,0.3,800,70
42,is1,dss,734.38,1224.25,0.3,800,70
43,is1,is1,3006.15,6020.8,0.3,800,70
44,sse,sse,807.31,1513.01,0.3,800,70
45,sse,crps,414.02,801.85,0.3,800,70
46,sse,dss,734.38,1224.25,0.3,800,70
47,sse,is1,3006.15,6020.8,0.3,800,70
48,crps,sse,807.31,1513.01,0.5,800,70
49,crps,crps,414.02,801.85,0.5,800,70
50,crps,dss,734.38,1224.25,0.5,800,70
51,crps,is1,3006.15,6020.8,0.5,800,70
52,dss,sse,1079.03,2163.14,0.5,800,70
53,dss,crps,480.83,955.24,0.5,800,70
54,dss,dss,681.69,1311.24,0.5,800,70
55,dss,is1,3249.24,6524.93,0.5,800,70
56,is1,sse,807.31,1513.01,0.5,800,70
57,is1,crps,414.02,801.85,0.5,800,70
58,is1,dss,734.38,1224.25,0.5,800,70
59,is1,is1,3006.15,6020.8,0.5,800,70
60,sse,sse,807.31,1513.01,0.5,800,70
61,sse,crps,414.02,801.85,0.5,800,70
62,sse,dss,734.38,1224.25,0.5,800,70
63,sse,is1,3006.15,6020.8,0.5,800,70
64,crps,sse,807.31,1513.01,0.8,800,70
65,crps,crps,414.02,801.85,0.8,800,70
66,crps,dss,734.38,1224.25,0.8,800,70
67,crps,is1,3006.15,6020.8,0.8,800,70
68,dss,sse,1079.03,2163.14,0.8,800,70
69,dss,crps,480.83,955.24,0.8,800,70
70,dss,dss,681.69,1311.24,0.8,800,70
71,dss,is1,3249.24,6524.93,0.8,800,70
72,is1,sse,807.31,1513.01,0.8,800,70
73,is1,crps,414.02,801.85,0.8,800,70
74,is1,dss,734.38,1224.25,0.8,800,70
75,is1,is1,3006.15,6020.8,0.8,800,70
76,sse,sse,807.31,1513.01,0.8,800,70
77,sse,crps,414.02,801.85,0.8,800,70
78,sse,dss,734.38,1224.25,0.8,800,70
79,sse,is1,3006.15,6020.8,0.8,800,70
