,Method,Metric,Train,Test,Threshold,n,r
0,crps,sse,208.95,436.63,0.0,800,78
1,crps,crps,190.31,402.51,0.0,800,78
2,crps,dss,-614.09,-985.85,0.0,800,78
3,crps,is1,2479.42,5074.54,0.0,800,78
4,dss,sse,207.82,434.29,0.0,800,78
5,dss,crps,190.01,401.04,0.0,800,78
6,dss,dss,-621.58,-1013.37,0.0,800,78
7,dss,is1,2480.17,5073.31,0.0,800,78
8,is1,sse,180.01,412.98,0.0,800,78
9,is1,crps,187.42,404.82,0.0,800,78
10,is1,dss,-603.27,-883.17,0.0,800,78
11,is1,is1,2470.11,5092.02,0.0,800,78
12,sse,sse,208.05,436.18,0.0,800,78
13,sse,crps,190.48,401.52,0.0,800,78
14,sse,dss,-611.99,-1009.39,0.0,800,78
15,sse,is1,2481.72,5074.43,0.0,800,78
16,crps,sse,212.5,432.89,0.1,800,78
17,crps,crps,193.56,397.72,0.1,800,78
18,crps,dss,-575.86,-1079.39,0.1,800,78
19,crps,is1,2492.14,5063.25,0.1,800,78
20,dss,sse,212.5,432.89,0.1,800,78
21,dss,crps,193.56,397.72,0.1,800,78
22,dss,dss,-575.86,-1079.39,0.1,800,78
23,dss,is1,2492.14,5063.25,0.1,800,78
24,is1,sse,212.97,502.53,0.1,800,78
25,is1,crps,202.76,435.5,0.1,800,78
26,is1,dss,-472.42,-697.9,0.1,800,78
27,is1,is1,2500.7,5108.29,0.1,800,78
28,sse,sse,212.5,432.89,0.1,800,78
29,sse,crps,193.56,397.72,0.1,800,78
30,sse,dss,-575.86,-1079.39,0.1,800,78
31,sse,is1,2492.14,5063.25,0.1,800,78
32,crps,sse,811.28,1847.81,0.3,800,78
33,crps,crps,405.56,883.79,0.3,800,78
34,crps,dss,407.18,1042.74,0.3,800,78
35,crps,is1,3106.23,6304.44,0.3,800,78
36,dss,sse,811.28,1847.81,0.3,800,78
37,dss,crps,405.56,883.79,0.3,800,78
38,dss,dss,407.18,1042.74,0.3,800,78
39,dss,is1,3106.23,6304.44,0.3,800,78
40,is1,sse,919.28,1980.83,0.3,800,78
41,is1,crps,428.2,906.04,0.3,800,78
42,is1,dss,906.64,1952.64,0.3,800,78
43,is1,is1,3020.92,6108.55,0.3,800,78
44,sse,sse,811.28,1847.81,0.3,800,78
45,sse,crps,405.56,883.79,0.3,800,78
46,sse,dss,407.18,1042.74,0.3,800,78
47,sse,is1,3106.23,6304.44,0.3,800,78
48,crps,sse,811.28,1847.81,0.5,800,78
49,crps,crps,405.56,883.79,0.5,800,78
50,crps,dss,407.18,1042.74,0.5,800,78
51,crps,is1,3106.23,6304.44,0.5,800,78
52,dss,sse,811.28,1847.81,0.5,800,78
53,dss,crps,405.56,883.79,0.5,800,78
54,dss,dss,407.18,1042.74,0.5,800,78
55,dss,is1,3106.23,6304.44,0.5,800,78
56,is1,sse,919.28,1980.83,0.5,800,78
57,is1,crps,428.2,906.04,0.5,800,78
58,is1,dss,906.64,1952.64,0.5,800,78
59,is1,is1,3020.92,6108.55,0.5,800,78
60,sse,sse,811.28,1847.81,0.5,800,78
61,sse,crps,405.56,883.79,0.5,800,78
62,sse,dss,407.18,1042.74,0.5,800,78
63,sse,is1,3106.23,6304.44,0.5,800,78
64,crps,sse,811.28,1847.81,0.8,800,78
65,crps,crps,405.56,883.79,0.8,800,78
66,crps,dss,407.18,1042.74,0.8,800,78
67,crps,is1,3106.23,6304.44,0.8,800,78
68,dss,sse,811.28,1847.81,0.8,800,78
69,dss,crps,405.56,883.79,0.8,800,78
70,dss,dss,407.18,1042.74,0.8,800,78
71,dss,is1,3106.23,6304.44,0.8,800,78
72,is1,sse,919.28,1980.83,0.8,800,78
73,is1,crps,428.2,906.04,0.8,800,78
74,is1,dss,906.64,1952.64,0.8,800,78
75,is1,is1,3020.92,6108.55,0.8,800,78
76,sse,sse,811.28,1847.81,0.8,800,78
77,sse,crps,405.56,883.79,0.8,800,78
78,sse,dss,407.18,1042.74,0.8,800,78
79,sse,is1,3106.23,6304.44,0.8,800,78
