,Method,Metric,Train,Test,Threshold,n,r
0,crps,sse,123.91,475.53,0.0,800,92
1,crps,crps,147.77,593.33,0.0,800,92
2,crps,dss,-937.18,-3533.68,0.0,800,92
3,crps,is1,582.8,2329.87,0.0,800,92
4,dss,sse,124.75,475.69,0.0,800,92
5,dss,crps,147.41,593.59,0.0,800,92
6,dss,dss,-959.18,-3532.49,0.0,800,92
7,dss,is1,575.58,2339.34,0.0,800,92
8,is1,sse,124.25,477.65,0.0,800,92
9,is1,crps,147.9,595.34,0.0,800,92
10,is1,dss,-920.3,-3541.83,0.0,800,92
11,is1,is1,578.21,2332.64,0.0,800,92
12,sse,sse,121.75,488.91,0.0,800,92
13,sse,crps,147.52,605.27,0.0,800,92
14,sse,dss,-944.53,-3359.7,0.0,800,92
15,sse,is1,584.26,2407.11,0.0,800,92
16,crps,sse,123.91,475.53,0.1,800,92
17,crps,crps,147.77,593.33,0.1,800,92
18,crps,dss,-937.18,-3533.68,0.1,800,92
19,crps,is1,582.8,2329.87,0.1,800,92
20,dss,sse,125.11,474.79,0.1,800,92
21,dss,crps,149.25,599.75,0.1,800,92
22,dss,dss,-955.57,-3541.55,0.1,800,92
23,dss,is1,585.5,2363.58,0.1,800,92
24,is1,sse,124.25,477.65,0.1,800,92
25,is1,crps,147.9,595.34,0.1,800,92
26,is1,dss,-920.3,-3541.83,0.1,800,92
27,is1,is1,578.21,2332.64,0.1,800,92
28,sse,sse,121.81,489.92,0.1,800,92
29,sse,crps,149.01,613.45,0.1,800,92
30,sse,dss,-944.01,-3349.58,0.1,800,92
31,sse,is1,592.43,2446.07,0.1,800,92
32,crps,sse,124.89,470.8,0.3,800,92
33,crps,crps,149.18,585.96,0.3,800,92
34,crps,dss,-927.22,-3582.88,0.3,800,92
35,crps,is1,589.55,2290.76,0.3,800,92
36,dss,sse,128.96,470.65,0.3,800,92
37,dss,crps,157.14,611.74,0.3,800,92
38,dss,dss,-894.5,-3496.61,0.3,800,92
39,dss,is1,617.06,2428.48,0.3,800,92
40,is1,sse,127.01,462.89,0.3,800,92
41,is1,crps,150.05,582.92,0.3,800,92
42,is1,dss,-905.07,-3620.18,0.3,800,92
43,is1,is1,586.3,2299.75,0.3,800,92
44,sse,sse,122.11,488.0,0.3,800,92
45,sse,crps,149.36,611.43,0.3,800,92
46,sse,dss,-940.92,-3368.76,0.3,800,92
47,sse,is1,594.17,2431.34,0.3,800,92
48,crps,sse,126.21,461.19,0.5,800,92
49,crps,crps,150.43,578.09,0.5,800,92
50,crps,dss,-889.24,-3697.79,0.5,800,92
51,crps,is1,594.04,2265.11,0.5,800,92
52,dss,sse,128.96,470.65,0.5,800,92
53,dss,crps,157.14,611.74,0.5,800,92
54,dss,dss,-894.5,-3496.61,0.5,800,92
55,dss,is1,617.06,2428.48,0.5,800,92
56,is1,sse,128.37,454.33,0.5,800,92
57,is1,crps,151.4,574.75,0.5,800,92
58,is1,dss,-883.2,-3715.31,0.5,800,92
59,is1,is1,594.81,2266.89,0.5,800,92
60,sse,sse,123.88,478.67,0.5,800,92
61,sse,crps,153.27,607.41,0.5,800,92
62,sse,dss,-857.3,-3396.83,0.5,800,92
63,sse,is1,608.57,2428.12,0.5,800,92
64,crps,sse,128.37,454.33,0.8,800,92
65,crps,crps,151.4,574.75,0.8,800,92
66,crps,dss,-883.2,-3715.31,0.8,800,92
67,crps,is1,594.81,2266.89,0.8,800,92
68,dss,sse,129.89,464.71,0.8,800,92
69,dss,crps,157.8,607.37,0.8,800,92
70,dss,dss,-875.66,-3565.52,0.8,800,92
71,dss,is1,619.45,2418.23,0.8,800,92
72,is1,sse,128.99,457.55,0.8,800,92
73,is1,crps,152.84,581.44,0.8,800,92
74,is1,dss,-872.07,-3651.14,0.8,800,92
75,is1,is1,599.54,2295.64,0.8,800,92
76,sse,sse,125.03,481.15,0.8,800,92
77,sse,crps,156.09,617.1,0.8,800,92
78,sse,dss,-845.76,-3372.09,0.8,800,92
79,sse,is1,617.97,2465.98,0.8,800,92
