,Method,Metric,Train,Test,Threshold,n,r
0,crps,sse,147.12,564.03,0.0,400,22
1,crps,crps,111.18,455.7,0.0,400,22
2,crps,dss,-235.07,-544.85,0.0,400,22
3,crps,is1,1281.18,5292.34,0.0,400,22
4,dss,sse,146.43,566.05,0.0,400,22
5,dss,crps,112.24,451.41,0.0,400,22
6,dss,dss,-231.26,-750.76,0.0,400,22
7,dss,is1,1278.25,5301.78,0.0,400,22
8,is1,sse,155.26,551.04,0.0,400,22
9,is1,crps,114.8,447.36,0.0,400,22
10,is1,dss,-172.59,-627.32,0.0,400,22
11,is1,is1,1264.23,5197.13,0.0,400,22
12,sse,sse,146.33,582.33,0.0,400,22
13,sse,crps,112.64,455.34,0.0,400,22
14,sse,dss,-225.31,-711.1,0.0,400,22
15,sse,is1,1288.3,5331.18,0.0,400,22
16,crps,sse,165.99,625.42,0.1,400,22
17,crps,crps,120.23,465.28,0.1,400,22
18,crps,dss,-90.99,-392.65,0.1,400,22
19,crps,is1,1303.17,5302.93,0.1,400,22
20,dss,sse,147.99,560.15,0.1,400,22
21,dss,crps,113.74,445.14,0.1,400,22
22,dss,dss,-217.42,-852.13,0.1,400,22
23,dss,is1,1285.81,5274.21,0.1,400,22
24,is1,sse,168.9,594.65,0.1,400,22
25,is1,crps,120.97,458.09,0.1,400,22
26,is1,dss,-132.0,-585.46,0.1,400,22
27,is1,is1,1276.09,5170.2,0.1,400,22
28,sse,sse,165.99,625.42,0.1,400,22
29,sse,crps,120.23,465.28,0.1,400,22
30,sse,dss,-90.99,-392.65,0.1,400,22
31,sse,is1,1303.17,5302.93,0.1,400,22
32,crps,sse,378.48,1525.07,0.3,400,22
33,crps,crps,199.94,806.27,0.3,400,22
34,crps,dss,178.39,730.59,0.3,400,22
35,crps,is1,1500.02,6070.89,0.3,400,22
36,dss,sse,378.48,1525.07,0.3,400,22
37,dss,crps,199.94,806.27,0.3,400,22
38,dss,dss,178.39,730.59,0.3,400,22
39,dss,is1,1500.02,6070.89,0.3,400,22
40,is1,sse,378.48,1525.07,0.3,400,22
41,is1,crps,199.94,806.27,0.3,400,22
42,is1,dss,178.39,730.59,0.3,400,22
43,is1,is1,1500.02,6070.89,0.3,400,22
44,sse,sse,378.48,1525.07,0.3,400,22
45,sse,crps,199.94,806.27,0.3,400,22
46,sse,dss,178.39,730.59,0.3,400,22
47,sse,is1,1500.02,6070.89,0.3,400,22
48,crps,sse,378.48,1525.07,0.5,400,22
49,crps,crps,199.94,806.27,0.5,400,22
50,crps,dss,178.39,730.59,0.5,400,22
51,crps,is1,1500.02,6070.89,0.5,400,22
52,dss,sse,378.48,1525.07,0.5,400,22
53,dss,crps,199.94,806.27,0.5,400,22
54,dss,dss,178.39,730.59,0.5,400,22
55,dss,is1,1500.02,6070.89,0.5,400,22
56,is1,sse,378.48,1525.07,0.5,400,22
57,is1,crps,199.94,806.27,0.5,400,22
58,is1,dss,178.39,730.59,0.5,400,22
59,is1,is1,1500.02,6070.89,0.5,400,22
60,sse,sse,378.48,1525.07,0.5,400,22
61,sse,crps,199.94,806.27,0.5,400,22
62,sse,dss,178.39,730.59,0.5,400,22
63,sse,is1,1500.02,6070.89,0.5,400,22
64,crps,sse,378.48,1525.07,0.8,400,22
65,crps,crps,199.94,806.27,0.8,400,22
66,crps,dss,178.39,730.59,0.8,400,22
67,crps,is1,1500.02,6070.89,0.8,400,22
68,dss,sse,378.48,1525.07,0.8,400,22
69,dss,crps,199.94,806.27,0.8,400,22
70,dss,dss,178.39,730.59,0.8,400,22
71,dss,is1,1500.02,6070.89,0.8,400,22
72,is1,sse,378.48,1525.07,0.8,400,22
73,is1,crps,199.94,806.27,0.8,400,22
74,is1,dss,178.39,730.59,0.8,400,22
75,is1,is1,1500.02,6070.89,0.8,400,22
76,sse,sse,378.48,1525.07,0.8,400,22
77,sse,crps,199.94,806.27,0.8,400,22
78,sse,dss,178.39,730.59,0.8,400,22
79,sse,is1,1500.02,6070.89,0.8,400,22
