,Method,Metric,Train,Test,Threshold,n,r
0,crps,sse,112.78,463.42,0.0,800,18
1,crps,crps,138.76,578.59,0.0,800,18
2,crps,dss,-1027.82,-3693.96,0.0,800,18
3,crps,is1,561.51,2262.79,0.0,800,18
4,dss,sse,113.24,458.96,0.0,800,18
5,dss,crps,138.96,576.2,0.0,800,18
6,dss,dss,-1029.42,-3712.16,0.0,800,18
7,dss,is1,560.38,2255.32,0.0,800,18
8,is1,sse,113.76,459.08,0.0,800,18
9,is1,crps,139.12,577.48,0.0,800,18
10,is1,dss,-1023.48,-3693.96,0.0,800,18
11,is1,is1,556.86,2257.13,0.0,800,18
12,sse,sse,109.46,485.76,0.0,800,18
13,sse,crps,137.83,593.52,0.0,800,18
14,sse,dss,-1024.58,-3545.51,0.0,800,18
15,sse,is1,561.75,2308.35,0.0,800,18
16,crps,sse,112.78,463.42,0.1,800,18
17,crps,crps,138.76,578.59,0.1,800,18
18,crps,dss,-1027.82,-3693.96,0.1,800,18
19,crps,is1,561.51,2262.79,0.1,800,18
20,dss,sse,113.8,457.94,0.1,800,18
21,dss,crps,139.83,574.44,0.1,800,18
22,dss,dss,-1023.85,-3722.4,0.1,800,18
23,dss,is1,563.67,2246.03,0.1,800,18
24,is1,sse,113.97,457.49,0.1,800,18
25,is1,crps,139.58,574.63,0.1,800,18
26,is1,dss,-1021.38,-3709.93,0.1,800,18
27,is1,is1,559.44,2247.43,0.1,800,18
28,sse,sse,109.65,485.51,0.1,800,18
29,sse,crps,138.24,592.42,0.1,800,18
30,sse,dss,-1022.64,-3547.95,0.1,800,18
31,sse,is1,562.46,2306.13,0.1,800,18
32,crps,sse,113.29,461.4,0.3,800,18
33,crps,crps,139.71,575.54,0.3,800,18
34,crps,dss,-1022.7,-3714.09,0.3,800,18
35,crps,is1,564.74,2252.39,0.3,800,18
36,dss,sse,116.71,459.39,0.3,800,18
37,dss,crps,146.12,593.04,0.3,800,18
38,dss,dss,-992.61,-3684.32,0.3,800,18
39,dss,is1,588.18,2346.51,0.3,800,18
40,is1,sse,114.11,457.08,0.3,800,18
41,is1,crps,139.93,573.86,0.3,800,18
42,is1,dss,-1019.95,-3714.07,0.3,800,18
43,is1,is1,561.68,2249.16,0.3,800,18
44,sse,sse,109.65,485.51,0.3,800,18
45,sse,crps,138.24,592.42,0.3,800,18
46,sse,dss,-1022.64,-3547.95,0.3,800,18
47,sse,is1,562.46,2306.13,0.3,800,18
48,crps,sse,113.29,461.4,0.5,800,18
49,crps,crps,139.71,575.54,0.5,800,18
50,crps,dss,-1022.7,-3714.09,0.5,800,18
51,crps,is1,564.74,2252.39,0.5,800,18
52,dss,sse,117.25,463.38,0.5,800,18
53,dss,crps,147.29,600.92,0.5,800,18
54,dss,dss,-980.94,-3598.41,0.5,800,18
55,dss,is1,592.61,2381.76,0.5,800,18
56,is1,sse,114.93,454.78,0.5,800,18
57,is1,crps,140.85,571.28,0.5,800,18
58,is1,dss,-1010.4,-3730.46,0.5,800,18
59,is1,is1,565.31,2243.48,0.5,800,18
60,sse,sse,109.93,484.31,0.5,800,18
61,sse,crps,138.44,591.59,0.5,800,18
62,sse,dss,-1019.82,-3559.94,0.5,800,18
63,sse,is1,562.65,2302.48,0.5,800,18
64,crps,sse,114.93,454.78,0.8,800,18
65,crps,crps,140.85,571.28,0.8,800,18
66,crps,dss,-1010.4,-3730.46,0.8,800,18
67,crps,is1,565.31,2243.48,0.8,800,18
68,dss,sse,117.25,463.38,0.8,800,18
69,dss,crps,147.29,600.92,0.8,800,18
70,dss,dss,-980.94,-3598.41,0.8,800,18
71,dss,is1,592.61,2381.76,0.8,800,18
72,is1,sse,114.93,454.78,0.8,800,18
73,is1,crps,140.85,571.28,0.8,800,18
74,is1,dss,-1010.4,-3730.46,0.8,800,18
75,is1,is1,565.31,2243.48,0.8,800,18
76,sse,sse,112.84,484.8,0.8,800,18
77,sse,crps,144.16,608.59,0.8,800,18
78,sse,dss,-881.65,-3243.89,0.8,800,18
79,sse,is1,585.07,2424.1,0.8,800,18
