,Method,Metric,Train,Test,Threshold,n,r
0,crps,sse,47.05,483.87,0.0,400,87
1,crps,crps,62.99,597.73,0.0,400,87
2,crps,dss,-532.22,-3495.15,0.0,400,87
3,crps,is1,251.13,2329.38,0.0,400,87
4,dss,sse,47.99,479.65,0.0,400,87
5,dss,crps,63.76,601.16,0.0,400,87
6,dss,dss,-534.82,-3287.71,0.0,400,87
7,dss,is1,249.66,2380.95,0.0,400,87
8,is1,sse,46.8,490.69,0.0,400,87
9,is1,crps,63.04,608.89,0.0,400,87
10,is1,dss,-519.43,-3339.18,0.0,400,87
11,is1,is1,248.12,2441.24,0.0,400,87
12,sse,sse,46.7,489.33,0.0,400,87
13,sse,crps,64.36,610.26,0.0,400,87
14,sse,dss,-513.36,-3211.52,0.0,400,87
15,sse,is1,256.15,2423.92,0.0,400,87
16,crps,sse,47.05,483.87,0.1,400,87
17,crps,crps,62.99,597.73,0.1,400,87
18,crps,dss,-532.22,-3495.15,0.1,400,87
19,crps,is1,251.13,2329.38,0.1,400,87
20,dss,sse,48.0,479.59,0.1,400,87
21,dss,crps,63.81,600.74,0.1,400,87
22,dss,dss,-534.74,-3288.37,0.1,400,87
23,dss,is1,250.08,2372.71,0.1,400,87
24,is1,sse,46.8,490.69,0.1,400,87
25,is1,crps,63.04,608.89,0.1,400,87
26,is1,dss,-519.43,-3339.18,0.1,400,87
27,is1,is1,248.12,2441.24,0.1,400,87
28,sse,sse,46.7,489.33,0.1,400,87
29,sse,crps,64.36,610.26,0.1,400,87
30,sse,dss,-513.36,-3211.52,0.1,400,87
31,sse,is1,256.15,2423.92,0.1,400,87
32,crps,sse,47.05,483.87,0.3,400,87
33,crps,crps,62.99,597.73,0.3,400,87
34,crps,dss,-532.22,-3495.15,0.3,400,87
35,crps,is1,251.13,2329.38,0.3,400,87
36,dss,sse,48.28,478.26,0.3,400,87
37,dss,crps,64.3,598.45,0.3,400,87
38,dss,dss,-531.99,-3301.67,0.3,400,87
39,dss,is1,253.15,2359.72,0.3,400,87
40,is1,sse,47.3,488.3,0.3,400,87
41,is1,crps,63.63,606.81,0.3,400,87
42,is1,dss,-513.95,-3361.34,0.3,400,87
43,is1,is1,249.52,2435.58,0.3,400,87
44,sse,sse,46.7,489.33,0.3,400,87
45,sse,crps,64.36,610.26,0.3,400,87
46,sse,dss,-513.36,-3211.52,0.3,400,87
47,sse,is1,256.15,2423.92,0.3,400,87
48,crps,sse,47.56,482.9,0.5,400,87
49,crps,crps,63.73,595.4,0.5,400,87
50,crps,dss,-527.12,-3504.79,0.5,400,87
51,crps,is1,253.71,2321.91,0.5,400,87
52,dss,sse,48.62,473.77,0.5,400,87
53,dss,crps,64.79,593.61,0.5,400,87
54,dss,dss,-528.58,-3340.59,0.5,400,87
55,dss,is1,256.44,2344.32,0.5,400,87
56,is1,sse,47.37,487.96,0.5,400,87
57,is1,crps,63.84,605.72,0.5,400,87
58,is1,dss,-513.28,-3364.69,0.5,400,87
59,is1,is1,250.48,2431.1,0.5,400,87
60,sse,sse,46.79,490.14,0.5,400,87
61,sse,crps,64.57,610.88,0.5,400,87
62,sse,dss,-512.51,-3203.43,0.5,400,87
63,sse,is1,256.85,2426.89,0.5,400,87
64,crps,sse,47.82,478.82,0.8,400,87
65,crps,crps,63.98,592.0,0.8,400,87
66,crps,dss,-521.95,-3563.01,0.8,400,87
67,crps,is1,255.14,2294.82,0.8,400,87
68,dss,sse,50.65,469.76,0.8,400,87
69,dss,crps,69.62,605.77,0.8,400,87
70,dss,dss,-496.15,-3432.87,0.8,400,87
71,dss,is1,274.81,2406.59,0.8,400,87
72,is1,sse,49.36,465.98,0.8,400,87
73,is1,crps,65.79,585.42,0.8,400,87
74,is1,dss,-498.81,-3603.46,0.8,400,87
75,is1,is1,255.0,2323.27,0.8,400,87
76,sse,sse,46.9,488.67,0.8,400,87
77,sse,crps,64.95,608.72,0.8,400,87
78,sse,dss,-495.07,-3281.45,0.8,400,87
79,sse,is1,260.02,2414.96,0.8,400,87
