,Method,Metric,Train,Test,Threshold,n,r
0,crps,sse,444.56,428.36,0.0,1600,61
1,crps,crps,402.12,396.85,0.0,1600,61
2,crps,dss,-1098.63,-1158.79,0.0,1600,61
3,crps,is1,5026.56,5077.82,0.0,1600,61
4,dss,sse,440.79,426.29,0.0,1600,61
5,dss,crps,401.3,395.04,0.0,1600,61
6,dss,dss,-1124.33,-1218.31,0.0,1600,61
7,dss,is1,5023.09,5080.28,0.0,1600,61
8,is1,sse,444.78,426.88,0.0,1600,61
9,is1,crps,401.9,396.46,0.0,1600,61
10,is1,dss,-1103.6,-1162.87,0.0,1600,61
11,is1,is1,5017.6,5079.39,0.0,1600,61
12,sse,sse,444.43,428.3,0.0,1600,61
13,sse,crps,402.03,396.45,0.0,1600,61
14,sse,dss,-1101.02,-1158.54,0.0,1600,61
15,sse,is1,5026.23,5075.03,0.0,1600,61
16,crps,sse,502.56,457.93,0.1,1600,61
17,crps,crps,423.13,403.51,0.1,1600,61
18,crps,dss,-350.46,-515.51,0.1,1600,61
19,crps,is1,5038.36,5068.42,0.1,1600,61
20,dss,sse,444.34,425.03,0.1,1600,61
21,dss,crps,403.97,393.94,0.1,1600,61
22,dss,dss,-1087.78,-1160.07,0.1,1600,61
23,dss,is1,5033.42,5077.85,0.1,1600,61
24,is1,sse,502.56,457.93,0.1,1600,61
25,is1,crps,423.13,403.51,0.1,1600,61
26,is1,dss,-350.46,-515.51,0.1,1600,61
27,is1,is1,5038.36,5068.42,0.1,1600,61
28,sse,sse,502.56,457.93,0.1,1600,61
29,sse,crps,423.13,403.51,0.1,1600,61
30,sse,dss,-350.46,-515.51,0.1,1600,61
31,sse,is1,5038.36,5068.42,0.1,1600,61
32,crps,sse,1559.83,1529.64,0.3,1600,61
33,crps,crps,817.67,804.55,0.3,1600,61
34,crps,dss,1270.84,1209.1,0.3,1600,61
35,crps,is1,6000.4,6022.61,0.3,1600,61
36,dss,sse,525.42,475.53,0.3,1600,61
37,dss,crps,433.86,413.13,0.3,1600,61
38,dss,dss,-933.25,-1055.07,0.3,1600,61
39,dss,is1,5140.43,5150.98,0.3,1600,61
40,is1,sse,502.56,457.93,0.3,1600,61
41,is1,crps,423.13,403.51,0.3,1600,61
42,is1,dss,-350.46,-515.51,0.3,1600,61
43,is1,is1,5038.36,5068.42,0.3,1600,61
44,sse,sse,1559.83,1529.64,0.3,1600,61
45,sse,crps,817.67,804.55,0.3,1600,61
46,sse,dss,1270.84,1209.1,0.3,1600,61
47,sse,is1,6000.4,6022.61,0.3,1600,61
48,crps,sse,1559.83,1529.64,0.5,1600,61
49,crps,crps,817.67,804.55,0.5,1600,61
50,crps,dss,1270.84,1209.1,0.5,1600,61
51,crps,is1,6000.4,6022.61,0.5,1600,61
52,dss,sse,1545.59,1512.21,0.5,1600,61
53,dss,crps,814.5,800.54,0.5,1600,61
54,dss,dss,804.48,713.2,0.5,1600,61
55,dss,is1,6000.31,6022.67,0.5,1600,61
56,is1,sse,1559.83,1529.64,0.5,1600,61
57,is1,crps,817.67,804.55,0.5,1600,61
58,is1,dss,1270.84,1209.1,0.5,1600,61
59,is1,is1,6000.4,6022.61,0.5,1600,61
60,sse,sse,1559.83,1529.64,0.5,1600,61
61,sse,crps,817.67,804.55,0.5,1600,61
62,sse,dss,1270.84,1209.1,0.5,1600,61
63,sse,is1,6000.4,6022.61,0.5,1600,61
64,crps,sse,1559.83,1529.64,0.8,1600,61
65,crps,crps,817.67,804.55,0.8,1600,61
66,crps,dss,1270.84,1209.1,0.8,1600,61
67,crps,is1,6000.4,6022.61,0.8,1600,61
68,dss,sse,1545.59,1512.21,0.8,1600,61
69,dss,crps,814.5,800.54,0.8,1600,61
70,dss,dss,804.48,713.2,0.8,1600,61
71,dss,is1,6000.31,6022.67,0.8,1600,61
72,is1,sse,1559.83,1529.64,0.8,1600,61
73,is1,crps,817.67,804.55,0.8,1600,61
74,is1,dss,1270.84,1209.1,0.8,1600,61
75,is1,is1,6000.4,6022.61,0.8,1600,61
76,sse,sse,1559.83,1529.64,0.8,1600,61
77,sse,crps,817.67,804.55,0.8,1600,61
78,sse,dss,1270.84,1209.1,0.8,1600,61
79,sse,is1,6000.4,6022.61,0.8,1600,61
