,Method,Metric,Train,Test,Threshold,n,r
0,crps,sse,107.91,463.41,0.0,800,83
1,crps,crps,137.55,583.12,0.0,800,83
2,crps,dss,-1021.95,-3621.36,0.0,800,83
3,crps,is1,541.0,2290.74,0.0,800,83
4,dss,sse,108.22,461.37,0.0,800,83
5,dss,crps,137.89,580.04,0.0,800,83
6,dss,dss,-1025.63,-3629.58,0.0,800,83
7,dss,is1,543.18,2267.82,0.0,800,83
8,is1,sse,109.14,458.14,0.0,800,83
9,is1,crps,138.68,576.56,0.0,800,83
10,is1,dss,-1007.32,-3740.4,0.0,800,83
11,is1,is1,537.18,2284.59,0.0,800,83
12,sse,sse,104.84,471.32,0.0,800,83
13,sse,crps,136.77,592.17,0.0,800,83
14,sse,dss,-1014.61,-3583.9,0.0,800,83
15,sse,is1,536.73,2305.14,0.0,800,83
16,crps,sse,107.96,463.23,0.1,800,83
17,crps,crps,137.73,582.42,0.1,800,83
18,crps,dss,-1021.48,-3623.16,0.1,800,83
19,crps,is1,541.64,2286.53,0.1,800,83
20,dss,sse,110.47,455.49,0.1,800,83
21,dss,crps,140.35,572.71,0.1,800,83
22,dss,dss,-1006.85,-3722.45,0.1,800,83
23,dss,is1,549.53,2252.51,0.1,800,83
24,is1,sse,109.23,457.7,0.1,800,83
25,is1,crps,139.24,576.2,0.1,800,83
26,is1,dss,-1005.98,-3739.92,0.1,800,83
27,is1,is1,540.42,2273.13,0.1,800,83
28,sse,sse,104.92,470.99,0.1,800,83
29,sse,crps,136.83,591.96,0.1,800,83
30,sse,dss,-1013.72,-3587.22,0.1,800,83
31,sse,is1,536.75,2304.83,0.1,800,83
32,crps,sse,110.78,453.88,0.3,800,83
33,crps,crps,140.69,571.17,0.3,800,83
34,crps,dss,-993.5,-3750.34,0.3,800,83
35,crps,is1,550.18,2252.2,0.3,800,83
36,dss,sse,112.1,458.41,0.3,800,83
37,dss,crps,146.59,592.08,0.3,800,83
38,dss,dss,-980.3,-3705.02,0.3,800,83
39,dss,is1,577.08,2352.47,0.3,800,83
40,is1,sse,110.78,453.88,0.3,800,83
41,is1,crps,140.69,571.17,0.3,800,83
42,is1,dss,-993.5,-3750.34,0.3,800,83
43,is1,is1,550.18,2252.2,0.3,800,83
44,sse,sse,106.2,463.68,0.3,800,83
45,sse,crps,138.41,584.73,0.3,800,83
46,sse,dss,-995.44,-3648.84,0.3,800,83
47,sse,is1,542.44,2277.55,0.3,800,83
48,crps,sse,110.78,453.88,0.5,800,83
49,crps,crps,140.69,571.17,0.5,800,83
50,crps,dss,-993.5,-3750.34,0.5,800,83
51,crps,is1,550.18,2252.2,0.5,800,83
52,dss,sse,112.1,458.41,0.5,800,83
53,dss,crps,146.59,592.08,0.5,800,83
54,dss,dss,-980.3,-3705.02,0.5,800,83
55,dss,is1,577.08,2352.47,0.5,800,83
56,is1,sse,110.78,453.88,0.5,800,83
57,is1,crps,140.69,571.17,0.5,800,83
58,is1,dss,-993.5,-3750.34,0.5,800,83
59,is1,is1,550.18,2252.2,0.5,800,83
60,sse,sse,109.1,472.76,0.5,800,83
61,sse,crps,147.26,614.21,0.5,800,83
62,sse,dss,-937.97,-3331.96,0.5,800,83
63,sse,is1,582.48,2431.14,0.5,800,83
64,crps,sse,110.78,453.88,0.8,800,83
65,crps,crps,140.69,571.17,0.8,800,83
66,crps,dss,-993.5,-3750.34,0.8,800,83
67,crps,is1,550.18,2252.2,0.8,800,83
68,dss,sse,112.1,458.41,0.8,800,83
69,dss,crps,146.59,592.08,0.8,800,83
70,dss,dss,-980.3,-3705.02,0.8,800,83
71,dss,is1,577.08,2352.47,0.8,800,83
72,is1,sse,110.78,453.88,0.8,800,83
73,is1,crps,140.69,571.17,0.8,800,83
74,is1,dss,-993.5,-3750.34,0.8,800,83
75,is1,is1,550.18,2252.2,0.8,800,83
76,sse,sse,112.46,469.73,0.8,800,83
77,sse,crps,153.81,624.38,0.8,800,83
78,sse,dss,-859.48,-3202.68,0.8,800,83
79,sse,is1,602.21,2501.65,0.8,800,83
