,Method,Metric,Train,Test,Threshold,n,r
0,crps,sse,88.77,920.74,0.0,200,48
1,crps,crps,59.45,545.9,0.0,200,48
2,crps,dss,-81.55,-263.67,0.0,200,48
3,crps,is1,635.67,5357.58,0.0,200,48
4,dss,sse,89.26,863.58,0.0,200,48
5,dss,crps,57.86,516.87,0.0,200,48
6,dss,dss,-103.91,-210.42,0.0,200,48
7,dss,is1,631.5,5260.58,0.0,200,48
8,is1,sse,79.23,777.33,0.0,200,48
9,is1,crps,55.34,493.83,0.0,200,48
10,is1,dss,-65.01,97.56,0.0,200,48
11,is1,is1,622.08,5208.66,0.0,200,48
12,sse,sse,88.65,921.84,0.0,200,48
13,sse,crps,59.58,545.68,0.0,200,48
14,sse,dss,-83.07,-253.85,0.0,200,48
15,sse,is1,637.08,5336.49,0.0,200,48
16,crps,sse,96.63,950.26,0.1,200,48
17,crps,crps,62.15,547.5,0.1,200,48
18,crps,dss,7.52,457.88,0.1,200,48
19,crps,is1,643.5,5323.55,0.1,200,48
20,dss,sse,89.65,862.38,0.1,200,48
21,dss,crps,58.28,513.82,0.1,200,48
22,dss,dss,-100.25,-229.51,0.1,200,48
23,dss,is1,633.32,5244.56,0.1,200,48
24,is1,sse,85.75,752.95,0.1,200,48
25,is1,crps,57.83,479.09,0.1,200,48
26,is1,dss,-0.99,183.46,0.1,200,48
27,is1,is1,631.87,5153.57,0.1,200,48
28,sse,sse,193.22,1807.58,0.1,200,48
29,sse,crps,101.1,870.26,0.1,200,48
30,sse,dss,188.53,1818.87,0.1,200,48
31,sse,is1,733.4,6080.42,0.1,200,48
32,crps,sse,193.22,1807.58,0.3,200,48
33,crps,crps,101.1,870.26,0.3,200,48
34,crps,dss,188.53,1818.87,0.3,200,48
35,crps,is1,733.4,6080.42,0.3,200,48
36,dss,sse,240.06,2369.01,0.3,200,48
37,dss,crps,112.33,1009.18,0.3,200,48
38,dss,dss,154.36,1520.54,0.3,200,48
39,dss,is1,785.17,6719.29,0.3,200,48
40,is1,sse,193.22,1807.58,0.3,200,48
41,is1,crps,101.1,870.26,0.3,200,48
42,is1,dss,188.53,1818.87,0.3,200,48
43,is1,is1,733.4,6080.42,0.3,200,48
44,sse,sse,193.22,1807.58,0.3,200,48
45,sse,crps,101.1,870.26,0.3,200,48
46,sse,dss,188.53,1818.87,0.3,200,48
47,sse,is1,733.4,6080.42,0.3,200,48
48,crps,sse,193.22,1807.58,0.5,200,48
49,crps,crps,101.1,870.26,0.5,200,48
50,crps,dss,188.53,1818.87,0.5,200,48
51,crps,is1,733.4,6080.42,0.5,200,48
52,dss,sse,240.06,2369.01,0.5,200,48
53,dss,crps,112.33,1009.18,0.5,200,48
54,dss,dss,154.36,1520.54,0.5,200,48
55,dss,is1,785.17,6719.29,0.5,200,48
56,is1,sse,193.22,1807.58,0.5,200,48
57,is1,crps,101.1,870.26,0.5,200,48
58,is1,dss,188.53,1818.87,0.5,200,48
59,is1,is1,733.4,6080.42,0.5,200,48
60,sse,sse,193.22,1807.58,0.5,200,48
61,sse,crps,101.1,870.26,0.5,200,48
62,sse,dss,188.53,1818.87,0.5,200,48
63,sse,is1,733.4,6080.42,0.5,200,48
64,crps,sse,193.22,1807.58,0.8,200,48
65,crps,crps,101.1,870.26,0.8,200,48
66,crps,dss,188.53,1818.87,0.8,200,48
67,crps,is1,733.4,6080.42,0.8,200,48
68,dss,sse,240.06,2369.01,0.8,200,48
69,dss,crps,112.33,1009.18,0.8,200,48
70,dss,dss,154.36,1520.54,0.8,200,48
71,dss,is1,785.17,6719.29,0.8,200,48
72,is1,sse,193.22,1807.58,0.8,200,48
73,is1,crps,101.1,870.26,0.8,200,48
74,is1,dss,188.53,1818.87,0.8,200,48
75,is1,is1,733.4,6080.42,0.8,200,48
76,sse,sse,193.22,1807.58,0.8,200,48
77,sse,crps,101.1,870.26,0.8,200,48
78,sse,dss,188.53,1818.87,0.8,200,48
79,sse,is1,733.4,6080.42,0.8,200,48
