,Method,Metric,Train,Test,Threshold,n,r
0,crps,sse,129.47,557.59,0.0,400,69
1,crps,crps,104.67,438.71,0.0,400,69
2,crps,dss,-217.13,-847.71,0.0,400,69
3,crps,is1,1296.12,5174.99,0.0,400,69
4,dss,sse,137.91,561.15,0.0,400,69
5,dss,crps,107.36,441.75,0.0,400,69
6,dss,dss,-221.72,-867.75,0.0,400,69
7,dss,is1,1300.45,5144.51,0.0,400,69
8,is1,sse,151.35,622.89,0.0,400,69
9,is1,crps,112.01,462.78,0.0,400,69
10,is1,dss,-148.85,-314.98,0.0,400,69
11,is1,is1,1291.68,5184.13,0.0,400,69
12,sse,sse,128.64,554.4,0.0,400,69
13,sse,crps,104.88,436.66,0.0,400,69
14,sse,dss,-227.8,-889.48,0.0,400,69
15,sse,is1,1294.27,5168.19,0.0,400,69
16,crps,sse,133.45,557.81,0.1,400,69
17,crps,crps,108.45,429.76,0.1,400,69
18,crps,dss,-100.06,-149.36,0.1,400,69
19,crps,is1,1309.0,5124.58,0.1,400,69
20,dss,sse,141.33,573.38,0.1,400,69
21,dss,crps,110.82,439.22,0.1,400,69
22,dss,dss,-199.25,-864.23,0.1,400,69
23,dss,is1,1320.62,5159.3,0.1,400,69
24,is1,sse,163.84,641.62,0.1,400,69
25,is1,crps,117.41,460.37,0.1,400,69
26,is1,dss,16.41,197.08,0.1,400,69
27,is1,is1,1308.75,5134.96,0.1,400,69
28,sse,sse,133.45,557.81,0.1,400,69
29,sse,crps,108.45,429.76,0.1,400,69
30,sse,dss,-100.06,-149.36,0.1,400,69
31,sse,is1,1309.0,5124.58,0.1,400,69
32,crps,sse,426.23,1629.63,0.3,400,69
33,crps,crps,214.65,829.59,0.3,400,69
34,crps,dss,347.72,1633.27,0.3,400,69
35,crps,is1,1517.01,6041.89,0.3,400,69
36,dss,sse,142.02,574.02,0.3,400,69
37,dss,crps,111.42,439.26,0.3,400,69
38,dss,dss,-173.47,-761.13,0.3,400,69
39,dss,is1,1321.45,5161.53,0.3,400,69
40,is1,sse,426.23,1629.63,0.3,400,69
41,is1,crps,214.65,829.59,0.3,400,69
42,is1,dss,347.72,1633.27,0.3,400,69
43,is1,is1,1517.01,6041.89,0.3,400,69
44,sse,sse,426.23,1629.63,0.3,400,69
45,sse,crps,214.65,829.59,0.3,400,69
46,sse,dss,347.72,1633.27,0.3,400,69
47,sse,is1,1517.01,6041.89,0.3,400,69
48,crps,sse,426.23,1629.63,0.5,400,69
49,crps,crps,214.65,829.59,0.5,400,69
50,crps,dss,347.72,1633.27,0.5,400,69
51,crps,is1,1517.01,6041.89,0.5,400,69
52,dss,sse,425.38,1615.36,0.5,400,69
53,dss,crps,214.32,827.53,0.5,400,69
54,dss,dss,258.38,960.51,0.5,400,69
55,dss,is1,1517.0,6042.08,0.5,400,69
56,is1,sse,426.23,1629.63,0.5,400,69
57,is1,crps,214.65,829.59,0.5,400,69
58,is1,dss,347.72,1633.27,0.5,400,69
59,is1,is1,1517.01,6041.89,0.5,400,69
60,sse,sse,426.23,1629.63,0.5,400,69
61,sse,crps,214.65,829.59,0.5,400,69
62,sse,dss,347.72,1633.27,0.5,400,69
63,sse,is1,1517.01,6041.89,0.5,400,69
64,crps,sse,426.23,1629.63,0.8,400,69
65,crps,crps,214.65,829.59,0.8,400,69
66,crps,dss,347.72,1633.27,0.8,400,69
67,crps,is1,1517.01,6041.89,0.8,400,69
68,dss,sse,426.23,1629.63,0.8,400,69
69,dss,crps,214.65,829.59,0.8,400,69
70,dss,dss,347.72,1633.27,0.8,400,69
71,dss,is1,1517.01,6041.89,0.8,400,69
72,is1,sse,426.23,1629.63,0.8,400,69
73,is1,crps,214.65,829.59,0.8,400,69
74,is1,dss,347.72,1633.27,0.8,400,69
75,is1,is1,1517.01,6041.89,0.8,400,69
76,sse,sse,426.23,1629.63,0.8,400,69
77,sse,crps,214.65,829.59,0.8,400,69
78,sse,dss,347.72,1633.27,0.8,400,69
79,sse,is1,1517.01,6041.89,0.8,400,69
