,Method,Metric,Train,Test,Threshold,n,r
0,crps,sse,22.44,473.07,0.0,200,48
1,crps,crps,30.61,606.97,0.0,200,48
2,crps,dss,-270.39,-3244.68,0.0,200,48
3,crps,is1,138.21,2403.88,0.0,200,48
4,dss,sse,22.47,474.86,0.0,200,48
5,dss,crps,31.43,620.94,0.0,200,48
6,dss,dss,-272.93,-3102.92,0.0,200,48
7,dss,is1,138.05,2510.21,0.0,200,48
8,is1,sse,21.7,478.29,0.0,200,48
9,is1,crps,30.36,614.5,0.0,200,48
10,is1,dss,-279.02,-3255.17,0.0,200,48
11,is1,is1,132.86,2489.45,0.0,200,48
12,sse,sse,22.1,473.01,0.0,200,48
13,sse,crps,30.95,610.82,0.0,200,48
14,sse,dss,-275.06,-3293.26,0.0,200,48
15,sse,is1,135.8,2457.45,0.0,200,48
16,crps,sse,22.44,473.07,0.1,200,48
17,crps,crps,30.61,606.97,0.1,200,48
18,crps,dss,-270.39,-3244.68,0.1,200,48
19,crps,is1,138.21,2403.88,0.1,200,48
20,dss,sse,22.47,474.86,0.1,200,48
21,dss,crps,31.43,620.94,0.1,200,48
22,dss,dss,-272.93,-3102.92,0.1,200,48
23,dss,is1,138.05,2510.21,0.1,200,48
24,is1,sse,21.7,478.29,0.1,200,48
25,is1,crps,30.36,614.5,0.1,200,48
26,is1,dss,-279.02,-3255.17,0.1,200,48
27,is1,is1,132.86,2489.45,0.1,200,48
28,sse,sse,22.1,473.01,0.1,200,48
29,sse,crps,30.95,610.82,0.1,200,48
30,sse,dss,-275.06,-3293.26,0.1,200,48
31,sse,is1,135.8,2457.45,0.1,200,48
32,crps,sse,22.44,472.76,0.3,200,48
33,crps,crps,30.66,606.02,0.3,200,48
34,crps,dss,-270.35,-3247.87,0.3,200,48
35,crps,is1,138.38,2400.83,0.3,200,48
36,dss,sse,22.53,474.48,0.3,200,48
37,dss,crps,31.59,621.52,0.3,200,48
38,dss,dss,-272.29,-3106.7,0.3,200,48
39,dss,is1,139.01,2522.04,0.3,200,48
40,is1,sse,21.7,478.29,0.3,200,48
41,is1,crps,30.36,614.5,0.3,200,48
42,is1,dss,-279.02,-3255.17,0.3,200,48
43,is1,is1,132.86,2489.45,0.3,200,48
44,sse,sse,22.12,474.04,0.3,200,48
45,sse,crps,31.03,611.98,0.3,200,48
46,sse,dss,-274.8,-3282.99,0.3,200,48
47,sse,is1,136.03,2460.5,0.3,200,48
48,crps,sse,22.44,472.76,0.5,200,48
49,crps,crps,30.66,606.02,0.5,200,48
50,crps,dss,-270.35,-3247.87,0.5,200,48
51,crps,is1,138.38,2400.83,0.5,200,48
52,dss,sse,22.53,474.48,0.5,200,48
53,dss,crps,31.59,621.52,0.5,200,48
54,dss,dss,-272.29,-3106.7,0.5,200,48
55,dss,is1,139.01,2522.04,0.5,200,48
56,is1,sse,21.7,478.29,0.5,200,48
57,is1,crps,30.36,614.5,0.5,200,48
58,is1,dss,-279.02,-3255.17,0.5,200,48
59,is1,is1,132.86,2489.45,0.5,200,48
60,sse,sse,22.22,474.9,0.5,200,48
61,sse,crps,31.76,618.09,0.5,200,48
62,sse,dss,-270.78,-3316.09,0.5,200,48
63,sse,is1,139.61,2497.01,0.5,200,48
64,crps,sse,22.6,471.06,0.8,200,48
65,crps,crps,30.89,603.01,0.8,200,48
66,crps,dss,-261.2,-3286.45,0.8,200,48
67,crps,is1,138.9,2397.07,0.8,200,48
68,dss,sse,22.81,470.48,0.8,200,48
69,dss,crps,31.84,619.78,0.8,200,48
70,dss,dss,-269.13,-3181.42,0.8,200,48
71,dss,is1,141.16,2470.38,0.8,200,48
72,is1,sse,21.75,479.61,0.8,200,48
73,is1,crps,30.53,615.4,0.8,200,48
74,is1,dss,-278.58,-3241.96,0.8,200,48
75,is1,is1,133.71,2491.18,0.8,200,48
76,sse,sse,22.22,474.9,0.8,200,48
77,sse,crps,31.76,618.09,0.8,200,48
78,sse,dss,-270.78,-3316.09,0.8,200,48
79,sse,is1,139.61,2497.01,0.8,200,48
