,Method,Metric,Train,Test,Threshold,n,r
0,crps,sse,78.22,570.8,0.0,200,66
1,crps,crps,52.86,446.87,0.0,200,66
2,crps,dss,-138.29,-785.99,0.0,200,66
3,crps,is1,632.54,5194.03,0.0,200,66
4,dss,sse,85.8,590.98,0.0,200,66
5,dss,crps,53.97,454.26,0.0,200,66
6,dss,dss,-140.63,-644.29,0.0,200,66
7,dss,is1,625.04,5128.93,0.0,200,66
8,is1,sse,99.91,708.92,0.0,200,66
9,is1,crps,60.67,499.45,0.0,200,66
10,is1,dss,-37.5,-31.32,0.0,200,66
11,is1,is1,627.98,5201.48,0.0,200,66
12,sse,sse,77.81,577.44,0.0,200,66
13,sse,crps,52.68,450.89,0.0,200,66
14,sse,dss,-134.01,-787.46,0.0,200,66
15,sse,is1,632.7,5196.83,0.0,200,66
16,crps,sse,84.93,598.83,0.1,200,66
17,crps,crps,55.87,442.16,0.1,200,66
18,crps,dss,-31.45,-154.09,0.1,200,66
19,crps,is1,637.35,5170.9,0.1,200,66
20,dss,sse,85.86,590.37,0.1,200,66
21,dss,crps,54.21,451.89,0.1,200,66
22,dss,dss,-140.04,-650.37,0.1,200,66
23,dss,is1,625.07,5128.67,0.1,200,66
24,is1,sse,103.81,719.68,0.1,200,66
25,is1,crps,63.13,487.56,0.1,200,66
26,is1,dss,49.62,301.7,0.1,200,66
27,is1,is1,635.64,5156.6,0.1,200,66
28,sse,sse,84.93,598.83,0.1,200,66
29,sse,crps,55.87,442.16,0.1,200,66
30,sse,dss,-31.45,-154.09,0.1,200,66
31,sse,is1,637.35,5170.9,0.1,200,66
32,crps,sse,219.92,1647.04,0.3,200,66
33,crps,crps,107.65,831.67,0.3,200,66
34,crps,dss,217.4,1598.07,0.3,200,66
35,crps,is1,747.46,6039.11,0.3,200,66
36,dss,sse,259.57,1775.83,0.3,200,66
37,dss,crps,118.09,864.01,0.3,200,66
38,dss,dss,165.48,974.33,0.3,200,66
39,dss,is1,798.11,6227.33,0.3,200,66
40,is1,sse,103.81,719.68,0.3,200,66
41,is1,crps,63.13,487.56,0.3,200,66
42,is1,dss,49.62,301.7,0.3,200,66
43,is1,is1,635.64,5156.6,0.3,200,66
44,sse,sse,219.92,1647.04,0.3,200,66
45,sse,crps,107.65,831.67,0.3,200,66
46,sse,dss,217.4,1598.07,0.3,200,66
47,sse,is1,747.46,6039.11,0.3,200,66
48,crps,sse,219.92,1647.04,0.5,200,66
49,crps,crps,107.65,831.67,0.5,200,66
50,crps,dss,217.4,1598.07,0.5,200,66
51,crps,is1,747.46,6039.11,0.5,200,66
52,dss,sse,259.57,1775.83,0.5,200,66
53,dss,crps,118.09,864.01,0.5,200,66
54,dss,dss,165.48,974.33,0.5,200,66
55,dss,is1,798.11,6227.33,0.5,200,66
56,is1,sse,219.92,1647.04,0.5,200,66
57,is1,crps,107.65,831.67,0.5,200,66
58,is1,dss,217.4,1598.07,0.5,200,66
59,is1,is1,747.46,6039.11,0.5,200,66
60,sse,sse,219.92,1647.04,0.5,200,66
61,sse,crps,107.65,831.67,0.5,200,66
62,sse,dss,217.4,1598.07,0.5,200,66
63,sse,is1,747.46,6039.11,0.5,200,66
64,crps,sse,219.92,1647.04,0.8,200,66
65,crps,crps,107.65,831.67,0.8,200,66
66,crps,dss,217.4,1598.07,0.8,200,66
67,crps,is1,747.46,6039.11,0.8,200,66
68,dss,sse,259.57,1775.83,0.8,200,66
69,dss,crps,118.09,864.01,0.8,200,66
70,dss,dss,165.48,974.33,0.8,200,66
71,dss,is1,798.11,6227.33,0.8,200,66
72,is1,sse,219.92,1647.04,0.8,200,66
73,is1,crps,107.65,831.67,0.8,200,66
74,is1,dss,217.4,1598.07,0.8,200,66
75,is1,is1,747.46,6039.11,0.8,200,66
76,sse,sse,219.92,1647.04,0.8,200,66
77,sse,crps,107.65,831.67,0.8,200,66
78,sse,dss,217.4,1598.07,0.8,200,66
79,sse,is1,747.46,6039.11,0.8,200,66
