,Method,Metric,Train,Test,Threshold,n,r
0,crps,sse,228.28,508.76,0.0,800,95
1,crps,crps,201.41,432.9,0.0,800,95
2,crps,dss,-555.75,-876.09,0.0,800,95
3,crps,is1,2567.71,5241.81,0.0,800,95
4,dss,sse,229.76,507.48,0.0,800,95
5,dss,crps,202.31,431.12,0.0,800,95
6,dss,dss,-560.61,-835.08,0.0,800,95
7,dss,is1,2569.39,5243.93,0.0,800,95
8,is1,sse,304.49,570.23,0.0,800,95
9,is1,crps,221.32,448.05,0.0,800,95
10,is1,dss,-370.18,-510.6,0.0,800,95
11,is1,is1,2544.26,5166.69,0.0,800,95
12,sse,sse,228.22,508.37,0.0,800,95
13,sse,crps,201.2,432.47,0.0,800,95
14,sse,dss,-556.31,-880.01,0.0,800,95
15,sse,is1,2568.09,5235.66,0.0,800,95
16,crps,sse,231.68,501.29,0.1,800,95
17,crps,crps,204.51,426.2,0.1,800,95
18,crps,dss,-541.96,-916.87,0.1,800,95
19,crps,is1,2573.44,5228.87,0.1,800,95
20,dss,sse,231.68,501.29,0.1,800,95
21,dss,crps,204.51,426.2,0.1,800,95
22,dss,dss,-541.96,-916.87,0.1,800,95
23,dss,is1,2573.44,5228.87,0.1,800,95
24,is1,sse,356.45,636.62,0.1,800,95
25,is1,crps,240.72,468.01,0.1,800,95
26,is1,dss,-254.95,-543.02,0.1,800,95
27,is1,is1,2573.06,5175.33,0.1,800,95
28,sse,sse,231.68,501.29,0.1,800,95
29,sse,crps,204.51,426.2,0.1,800,95
30,sse,dss,-541.96,-916.87,0.1,800,95
31,sse,is1,2573.44,5228.87,0.1,800,95
32,crps,sse,796.97,1589.89,0.3,800,95
33,crps,crps,409.46,821.57,0.3,800,95
34,crps,dss,396.64,803.67,0.3,800,95
35,crps,is1,3046.21,6112.33,0.3,800,95
36,dss,sse,796.97,1589.89,0.3,800,95
37,dss,crps,409.46,821.57,0.3,800,95
38,dss,dss,396.64,803.67,0.3,800,95
39,dss,is1,3046.21,6112.33,0.3,800,95
40,is1,sse,796.97,1589.89,0.3,800,95
41,is1,crps,409.46,821.57,0.3,800,95
42,is1,dss,396.64,803.67,0.3,800,95
43,is1,is1,3046.21,6112.33,0.3,800,95
44,sse,sse,796.97,1589.89,0.3,800,95
45,sse,crps,409.46,821.57,0.3,800,95
46,sse,dss,396.64,803.67,0.3,800,95
47,sse,is1,3046.21,6112.33,0.3,800,95
48,crps,sse,796.97,1589.89,0.5,800,95
49,crps,crps,409.46,821.57,0.5,800,95
50,crps,dss,396.64,803.67,0.5,800,95
51,crps,is1,3046.21,6112.33,0.5,800,95
52,dss,sse,796.97,1589.89,0.5,800,95
53,dss,crps,409.46,821.57,0.5,800,95
54,dss,dss,396.64,803.67,0.5,800,95
55,dss,is1,3046.21,6112.33,0.5,800,95
56,is1,sse,796.97,1589.89,0.5,800,95
57,is1,crps,409.46,821.57,0.5,800,95
58,is1,dss,396.64,803.67,0.5,800,95
59,is1,is1,3046.21,6112.33,0.5,800,95
60,sse,sse,796.97,1589.89,0.5,800,95
61,sse,crps,409.46,821.57,0.5,800,95
62,sse,dss,396.64,803.67,0.5,800,95
63,sse,is1,3046.21,6112.33,0.5,800,95
64,crps,sse,796.97,1589.89,0.8,800,95
65,crps,crps,409.46,821.57,0.8,800,95
66,crps,dss,396.64,803.67,0.8,800,95
67,crps,is1,3046.21,6112.33,0.8,800,95
68,dss,sse,796.97,1589.89,0.8,800,95
69,dss,crps,409.46,821.57,0.8,800,95
70,dss,dss,396.64,803.67,0.8,800,95
71,dss,is1,3046.21,6112.33,0.8,800,95
72,is1,sse,796.97,1589.89,0.8,800,95
73,is1,crps,409.46,821.57,0.8,800,95
74,is1,dss,396.64,803.67,0.8,800,95
75,is1,is1,3046.21,6112.33,0.8,800,95
76,sse,sse,796.97,1589.89,0.8,800,95
77,sse,crps,409.46,821.57,0.8,800,95
78,sse,dss,396.64,803.67,0.8,800,95
79,sse,is1,3046.21,6112.33,0.8,800,95
