,Method,Metric,Train,Test,Threshold,n,r
0,crps,sse,23.23,484.27,0.0,200,11
1,crps,crps,30.38,615.68,0.0,200,11
2,crps,dss,-284.77,-3347.31,0.0,200,11
3,crps,is1,130.08,2390.94,0.0,200,11
4,dss,sse,23.34,496.39,0.0,200,11
5,dss,crps,30.71,630.96,0.0,200,11
6,dss,dss,-285.81,-3130.58,0.0,200,11
7,dss,is1,128.72,2497.54,0.0,200,11
8,is1,sse,23.51,491.01,0.0,200,11
9,is1,crps,30.57,622.73,0.0,200,11
10,is1,dss,-282.73,-3250.77,0.0,200,11
11,is1,is1,126.67,2474.77,0.0,200,11
12,sse,sse,23.08,497.07,0.0,200,11
13,sse,crps,30.48,629.16,0.0,200,11
14,sse,dss,-284.64,-3220.52,0.0,200,11
15,sse,is1,128.31,2498.39,0.0,200,11
16,crps,sse,23.23,484.27,0.1,200,11
17,crps,crps,30.38,615.68,0.1,200,11
18,crps,dss,-284.77,-3347.31,0.1,200,11
19,crps,is1,130.08,2390.94,0.1,200,11
20,dss,sse,23.58,491.76,0.1,200,11
21,dss,crps,31.05,625.46,0.1,200,11
22,dss,dss,-283.4,-3176.87,0.1,200,11
23,dss,is1,130.3,2477.28,0.1,200,11
24,is1,sse,23.51,491.01,0.1,200,11
25,is1,crps,30.57,622.73,0.1,200,11
26,is1,dss,-282.73,-3250.77,0.1,200,11
27,is1,is1,126.67,2474.77,0.1,200,11
28,sse,sse,23.08,497.07,0.1,200,11
29,sse,crps,30.48,629.16,0.1,200,11
30,sse,dss,-284.64,-3220.52,0.1,200,11
31,sse,is1,128.31,2498.39,0.1,200,11
32,crps,sse,23.23,484.27,0.3,200,11
33,crps,crps,30.38,615.68,0.3,200,11
34,crps,dss,-284.77,-3347.31,0.3,200,11
35,crps,is1,130.08,2390.94,0.3,200,11
36,dss,sse,24.06,482.1,0.3,200,11
37,dss,crps,31.69,612.01,0.3,200,11
38,dss,dss,-278.61,-3275.0,0.3,200,11
39,dss,is1,133.33,2382.6,0.3,200,11
40,is1,sse,23.51,491.01,0.3,200,11
41,is1,crps,30.57,622.73,0.3,200,11
42,is1,dss,-282.73,-3250.77,0.3,200,11
43,is1,is1,126.67,2474.77,0.3,200,11
44,sse,sse,23.08,497.07,0.3,200,11
45,sse,crps,30.48,629.16,0.3,200,11
46,sse,dss,-284.64,-3220.52,0.3,200,11
47,sse,is1,128.31,2498.39,0.3,200,11
48,crps,sse,23.45,479.76,0.5,200,11
49,crps,crps,30.68,610.21,0.5,200,11
50,crps,dss,-282.56,-3392.44,0.5,200,11
51,crps,is1,131.19,2364.36,0.5,200,11
52,dss,sse,24.06,482.1,0.5,200,11
53,dss,crps,31.69,612.01,0.5,200,11
54,dss,dss,-278.61,-3275.0,0.5,200,11
55,dss,is1,133.33,2382.6,0.5,200,11
56,is1,sse,23.51,491.01,0.5,200,11
57,is1,crps,30.57,622.73,0.5,200,11
58,is1,dss,-282.73,-3250.77,0.5,200,11
59,is1,is1,126.67,2474.77,0.5,200,11
60,sse,sse,23.32,492.44,0.5,200,11
61,sse,crps,30.82,623.65,0.5,200,11
62,sse,dss,-282.23,-3266.81,0.5,200,11
63,sse,is1,129.89,2478.13,0.5,200,11
64,crps,sse,23.6,476.86,0.8,200,11
65,crps,crps,30.84,605.54,0.8,200,11
66,crps,dss,-281.13,-3421.44,0.8,200,11
67,crps,is1,131.98,2341.5,0.8,200,11
68,dss,sse,25.31,476.87,0.8,200,11
69,dss,crps,33.86,618.93,0.8,200,11
70,dss,dss,-266.1,-3327.31,0.8,200,11
71,dss,is1,142.97,2440.77,0.8,200,11
72,is1,sse,23.67,488.24,0.8,200,11
73,is1,crps,30.84,618.35,0.8,200,11
74,is1,dss,-281.1,-3278.45,0.8,200,11
75,is1,is1,127.73,2452.54,0.8,200,11
76,sse,sse,23.32,492.44,0.8,200,11
77,sse,crps,30.82,623.65,0.8,200,11
78,sse,dss,-282.23,-3266.81,0.8,200,11
79,sse,is1,129.89,2478.13,0.8,200,11
