,Method,Metric,Train,Test,Threshold,n,r
0,crps,sse,57.45,511.34,0.0,400,46
1,crps,crps,67.58,613.98,0.0,400,46
2,crps,dss,-503.34,-3288.93,0.0,400,46
3,crps,is1,270.89,2495.36,0.0,400,46
4,dss,sse,58.05,505.83,0.0,400,46
5,dss,crps,68.25,613.11,0.0,400,46
6,dss,dss,-499.39,-3281.8,0.0,400,46
7,dss,is1,275.19,2465.85,0.0,400,46
8,is1,sse,59.12,511.54,0.0,400,46
9,is1,crps,68.3,618.59,0.0,400,46
10,is1,dss,-498.67,-3230.4,0.0,400,46
11,is1,is1,268.52,2562.13,0.0,400,46
12,sse,sse,56.76,534.5,0.0,400,46
13,sse,crps,66.76,635.41,0.0,400,46
14,sse,dss,-508.66,-3072.86,0.0,400,46
15,sse,is1,268.59,2558.02,0.0,400,46
16,crps,sse,57.45,511.34,0.1,400,46
17,crps,crps,67.58,613.98,0.1,400,46
18,crps,dss,-503.34,-3288.93,0.1,400,46
19,crps,is1,270.89,2495.36,0.1,400,46
20,dss,sse,58.39,501.2,0.1,400,46
21,dss,crps,69.06,605.22,0.1,400,46
22,dss,dss,-495.08,-3329.52,0.1,400,46
23,dss,is1,279.31,2424.99,0.1,400,46
24,is1,sse,59.12,511.54,0.1,400,46
25,is1,crps,68.3,618.59,0.1,400,46
26,is1,dss,-498.67,-3230.4,0.1,400,46
27,is1,is1,268.52,2562.13,0.1,400,46
28,sse,sse,56.76,534.5,0.1,400,46
29,sse,crps,66.76,635.41,0.1,400,46
30,sse,dss,-508.66,-3072.86,0.1,400,46
31,sse,is1,268.59,2558.02,0.1,400,46
32,crps,sse,57.47,511.1,0.3,400,46
33,crps,crps,67.74,613.2,0.3,400,46
34,crps,dss,-503.2,-3291.32,0.3,400,46
35,crps,is1,271.7,2485.66,0.3,400,46
36,dss,sse,63.21,465.66,0.3,400,46
37,dss,crps,74.3,614.37,0.3,400,46
38,dss,dss,-468.65,-3480.91,0.3,400,46
39,dss,is1,293.16,2441.65,0.3,400,46
40,is1,sse,59.14,511.24,0.3,400,46
41,is1,crps,68.45,617.68,0.3,400,46
42,is1,dss,-498.5,-3233.4,0.3,400,46
43,is1,is1,269.63,2548.41,0.3,400,46
44,sse,sse,58.39,524.7,0.3,400,46
45,sse,crps,71.65,643.94,0.3,400,46
46,sse,dss,-438.85,-2759.48,0.3,400,46
47,sse,is1,288.14,2659.43,0.3,400,46
48,crps,sse,57.64,510.82,0.5,400,46
49,crps,crps,68.24,611.11,0.5,400,46
50,crps,dss,-500.51,-3295.52,0.5,400,46
51,crps,is1,274.47,2475.31,0.5,400,46
52,dss,sse,63.21,465.66,0.5,400,46
53,dss,crps,74.3,614.37,0.5,400,46
54,dss,dss,-468.65,-3480.91,0.5,400,46
55,dss,is1,293.16,2441.65,0.5,400,46
56,is1,sse,59.7,503.22,0.5,400,46
57,is1,crps,69.24,609.25,0.5,400,46
58,is1,dss,-472.86,-3408.71,0.5,400,46
59,is1,is1,272.62,2483.23,0.5,400,46
60,sse,sse,58.48,522.04,0.5,400,46
61,sse,crps,71.85,640.23,0.5,400,46
62,sse,dss,-437.96,-2786.12,0.5,400,46
63,sse,is1,289.26,2644.52,0.5,400,46
64,crps,sse,58.05,504.03,0.8,400,46
65,crps,crps,68.62,605.13,0.8,400,46
66,crps,dss,-475.76,-3430.71,0.8,400,46
67,crps,is1,275.98,2444.03,0.8,400,46
68,dss,sse,63.59,465.61,0.8,400,46
69,dss,crps,75.41,619.51,0.8,400,46
70,dss,dss,-437.63,-3376.14,0.8,400,46
71,dss,is1,299.29,2471.87,0.8,400,46
72,is1,sse,59.78,503.25,0.8,400,46
73,is1,crps,69.66,606.1,0.8,400,46
74,is1,dss,-469.23,-3401.24,0.8,400,46
75,is1,is1,275.21,2462.07,0.8,400,46
76,sse,sse,59.64,516.07,0.8,400,46
77,sse,crps,73.78,645.5,0.8,400,46
78,sse,dss,-401.68,-2924.53,0.8,400,46
79,sse,is1,290.84,2663.56,0.8,400,46
