,Method,Metric,Train,Test,Threshold,n,r
0,crps,sse,443.2,509.59,0.0,1600,15
1,crps,crps,401.44,423.85,0.0,1600,15
2,crps,dss,-1129.38,-823.85,0.0,1600,15
3,crps,is1,5041.91,5138.92,0.0,1600,15
4,dss,sse,440.28,512.71,0.0,1600,15
5,dss,crps,400.71,424.88,0.0,1600,15
6,dss,dss,-1140.79,-810.7,0.0,1600,15
7,dss,is1,5036.83,5146.08,0.0,1600,15
8,is1,sse,442.25,511.04,0.0,1600,15
9,is1,crps,401.56,423.04,0.0,1600,15
10,is1,dss,-1129.34,-823.59,0.0,1600,15
11,is1,is1,5036.28,5140.13,0.0,1600,15
12,sse,sse,440.51,510.93,0.0,1600,15
13,sse,crps,400.8,423.67,0.0,1600,15
14,sse,dss,-1141.16,-819.9,0.0,1600,15
15,sse,is1,5037.57,5138.91,0.0,1600,15
16,crps,sse,444.65,507.58,0.1,1600,15
17,crps,crps,403.94,420.24,0.1,1600,15
18,crps,dss,-1117.61,-842.82,0.1,1600,15
19,crps,is1,5045.59,5127.24,0.1,1600,15
20,dss,sse,444.65,507.58,0.1,1600,15
21,dss,crps,403.94,420.24,0.1,1600,15
22,dss,dss,-1117.61,-842.82,0.1,1600,15
23,dss,is1,5045.59,5127.24,0.1,1600,15
24,is1,sse,517.56,550.64,0.1,1600,15
25,is1,crps,430.84,434.73,0.1,1600,15
26,is1,dss,-777.16,-742.1,0.1,1600,15
27,is1,is1,5070.22,5119.58,0.1,1600,15
28,sse,sse,517.56,550.64,0.1,1600,15
29,sse,crps,430.84,434.73,0.1,1600,15
30,sse,dss,-777.16,-742.1,0.1,1600,15
31,sse,is1,5070.22,5119.58,0.1,1600,15
32,crps,sse,1587.41,1569.34,0.3,1600,15
33,crps,crps,821.84,815.16,0.3,1600,15
34,crps,dss,798.9,775.9,0.3,1600,15
35,crps,is1,6063.94,6088.97,0.3,1600,15
36,dss,sse,1587.41,1569.34,0.3,1600,15
37,dss,crps,821.84,815.16,0.3,1600,15
38,dss,dss,798.9,775.9,0.3,1600,15
39,dss,is1,6063.94,6088.97,0.3,1600,15
40,is1,sse,1587.41,1569.34,0.3,1600,15
41,is1,crps,821.84,815.16,0.3,1600,15
42,is1,dss,798.9,775.9,0.3,1600,15
43,is1,is1,6063.94,6088.97,0.3,1600,15
44,sse,sse,1587.41,1569.34,0.3,1600,15
45,sse,crps,821.84,815.16,0.3,1600,15
46,sse,dss,798.9,775.9,0.3,1600,15
47,sse,is1,6063.94,6088.97,0.3,1600,15
48,crps,sse,1587.41,1569.34,0.5,1600,15
49,crps,crps,821.84,815.16,0.5,1600,15
50,crps,dss,798.9,775.9,0.5,1600,15
51,crps,is1,6063.94,6088.97,0.5,1600,15
52,dss,sse,1587.41,1569.34,0.5,1600,15
53,dss,crps,821.84,815.16,0.5,1600,15
54,dss,dss,798.9,775.9,0.5,1600,15
55,dss,is1,6063.94,6088.97,0.5,1600,15
56,is1,sse,1587.41,1569.34,0.5,1600,15
57,is1,crps,821.84,815.16,0.5,1600,15
58,is1,dss,798.9,775.9,0.5,1600,15
59,is1,is1,6063.94,6088.97,0.5,1600,15
60,sse,sse,1587.41,1569.34,0.5,1600,15
61,sse,crps,821.84,815.16,0.5,1600,15
62,sse,dss,798.9,775.9,0.5,1600,15
63,sse,is1,6063.94,6088.97,0.5,1600,15
64,crps,sse,1587.41,1569.34,0.8,1600,15
65,crps,crps,821.84,815.16,0.8,1600,15
66,crps,dss,798.9,775.9,0.8,1600,15
67,crps,is1,6063.94,6088.97,0.8,1600,15
68,dss,sse,1587.41,1569.34,0.8,1600,15
69,dss,crps,821.84,815.16,0.8,1600,15
70,dss,dss,798.9,775.9,0.8,1600,15
71,dss,is1,6063.94,6088.97,0.8,1600,15
72,is1,sse,1587.41,1569.34,0.8,1600,15
73,is1,crps,821.84,815.16,0.8,1600,15
74,is1,dss,798.9,775.9,0.8,1600,15
75,is1,is1,6063.94,6088.97,0.8,1600,15
76,sse,sse,1587.41,1569.34,0.8,1600,15
77,sse,crps,821.84,815.16,0.8,1600,15
78,sse,dss,798.9,775.9,0.8,1600,15
79,sse,is1,6063.94,6088.97,0.8,1600,15
