,Method,Metric,Train,Test,Threshold,n,r
0,crps,sse,239.94,475.53,0.0,1600,68
1,crps,crps,288.28,585.77,0.0,1600,68
2,crps,dss,-1857.26,-3544.98,0.0,1600,68
3,crps,is1,1179.8,2303.55,0.0,1600,68
4,dss,sse,241.89,471.13,0.0,1600,68
5,dss,crps,290.01,583.78,0.0,1600,68
6,dss,dss,-1896.89,-3536.11,0.0,1600,68
7,dss,is1,1184.03,2310.65,0.0,1600,68
8,is1,sse,242.71,471.32,0.0,1600,68
9,is1,crps,290.61,583.03,0.0,1600,68
10,is1,dss,-1847.09,-3583.8,0.0,1600,68
11,is1,is1,1175.09,2314.44,0.0,1600,68
12,sse,sse,239.59,479.88,0.0,1600,68
13,sse,crps,289.48,590.81,0.0,1600,68
14,sse,dss,-1840.62,-3531.22,0.0,1600,68
15,sse,is1,1186.55,2314.05,0.0,1600,68
16,crps,sse,240.1,474.29,0.1,1600,68
17,crps,crps,288.41,584.83,0.1,1600,68
18,crps,dss,-1850.73,-3578.91,0.1,1600,68
19,crps,is1,1180.12,2301.37,0.1,1600,68
20,dss,sse,245.0,469.92,0.1,1600,68
21,dss,crps,294.05,584.01,0.1,1600,68
22,dss,dss,-1875.79,-3496.03,0.1,1600,68
23,dss,is1,1198.55,2335.8,0.1,1600,68
24,is1,sse,242.71,471.32,0.1,1600,68
25,is1,crps,290.61,583.03,0.1,1600,68
26,is1,dss,-1847.09,-3583.8,0.1,1600,68
27,is1,is1,1175.09,2314.44,0.1,1600,68
28,sse,sse,239.66,480.2,0.1,1600,68
29,sse,crps,290.24,591.74,0.1,1600,68
30,sse,dss,-1839.96,-3527.99,0.1,1600,68
31,sse,is1,1191.0,2321.41,0.1,1600,68
32,crps,sse,240.2,474.81,0.3,1600,68
33,crps,crps,289.02,584.98,0.3,1600,68
34,crps,dss,-1849.62,-3578.48,0.3,1600,68
35,crps,is1,1182.14,2301.66,0.3,1600,68
36,dss,sse,250.54,466.08,0.3,1600,68
37,dss,crps,309.47,607.54,0.3,1600,68
38,dss,dss,-1763.51,-3510.18,0.3,1600,68
39,dss,is1,1255.39,2420.93,0.3,1600,68
40,is1,sse,245.34,464.01,0.3,1600,68
41,is1,crps,292.98,578.33,0.3,1600,68
42,is1,dss,-1828.08,-3603.67,0.3,1600,68
43,is1,is1,1184.9,2286.99,0.3,1600,68
44,sse,sse,240.15,483.73,0.3,1600,68
45,sse,crps,291.52,594.96,0.3,1600,68
46,sse,dss,-1833.67,-3467.62,0.3,1600,68
47,sse,is1,1199.01,2343.42,0.3,1600,68
48,crps,sse,242.62,472.97,0.5,1600,68
49,crps,crps,293.03,584.06,0.5,1600,68
50,crps,dss,-1813.86,-3563.96,0.5,1600,68
51,crps,is1,1202.31,2315.35,0.5,1600,68
52,dss,sse,250.54,466.08,0.5,1600,68
53,dss,crps,309.47,607.54,0.5,1600,68
54,dss,dss,-1763.51,-3510.18,0.5,1600,68
55,dss,is1,1255.39,2420.93,0.5,1600,68
56,is1,sse,246.6,460.15,0.5,1600,68
57,is1,crps,294.8,575.91,0.5,1600,68
58,is1,dss,-1804.95,-3637.85,0.5,1600,68
59,is1,is1,1197.5,2277.65,0.5,1600,68
60,sse,sse,247.25,466.21,0.5,1600,68
61,sse,crps,304.36,601.41,0.5,1600,68
62,sse,dss,-1705.33,-3357.05,0.5,1600,68
63,sse,is1,1230.17,2391.09,0.5,1600,68
64,crps,sse,246.84,463.28,0.8,1600,68
65,crps,crps,295.73,579.03,0.8,1600,68
66,crps,dss,-1801.53,-3579.22,0.8,1600,68
67,crps,is1,1204.26,2300.13,0.8,1600,68
68,dss,sse,251.39,467.69,0.8,1600,68
69,dss,crps,315.69,619.58,0.8,1600,68
70,dss,dss,-1663.96,-3342.24,0.8,1600,68
71,dss,is1,1278.13,2473.68,0.8,1600,68
72,is1,sse,246.84,463.28,0.8,1600,68
73,is1,crps,295.73,579.03,0.8,1600,68
74,is1,dss,-1801.53,-3579.22,0.8,1600,68
75,is1,is1,1204.26,2300.13,0.8,1600,68
76,sse,sse,247.25,466.21,0.8,1600,68
77,sse,crps,304.36,601.41,0.8,1600,68
78,sse,dss,-1705.33,-3357.05,0.8,1600,68
79,sse,is1,1230.17,2391.09,0.8,1600,68
