,Method,Metric,Train,Test,Threshold,n,r
0,crps,sse,20.88,495.61,0.0,200,80
1,crps,crps,29.23,623.44,0.0,200,80
2,crps,dss,-290.76,-3468.76,0.0,200,80
3,crps,is1,127.66,2517.65,0.0,200,80
4,dss,sse,21.88,475.96,0.0,200,80
5,dss,crps,29.88,613.26,0.0,200,80
6,dss,dss,-294.83,-3457.84,0.0,200,80
7,dss,is1,127.45,2371.4,0.0,200,80
8,is1,sse,22.24,468.15,0.0,200,80
9,is1,crps,30.14,605.52,0.0,200,80
10,is1,dss,-288.97,-3495.51,0.0,200,80
11,is1,is1,125.42,2391.78,0.0,200,80
12,sse,sse,20.67,495.89,0.0,200,80
13,sse,crps,29.2,627.16,0.0,200,80
14,sse,dss,-292.92,-3473.12,0.0,200,80
15,sse,is1,125.54,2525.63,0.0,200,80
16,crps,sse,20.88,495.61,0.1,200,80
17,crps,crps,29.23,623.44,0.1,200,80
18,crps,dss,-290.76,-3468.76,0.1,200,80
19,crps,is1,127.66,2517.65,0.1,200,80
20,dss,sse,22.36,471.09,0.1,200,80
21,dss,crps,30.53,608.87,0.1,200,80
22,dss,dss,-288.39,-3505.64,0.1,200,80
23,dss,is1,130.38,2362.64,0.1,200,80
24,is1,sse,22.24,468.15,0.1,200,80
25,is1,crps,30.14,605.52,0.1,200,80
26,is1,dss,-288.97,-3495.51,0.1,200,80
27,is1,is1,125.42,2391.78,0.1,200,80
28,sse,sse,20.67,495.89,0.1,200,80
29,sse,crps,29.2,627.16,0.1,200,80
30,sse,dss,-292.92,-3473.12,0.1,200,80
31,sse,is1,125.54,2525.63,0.1,200,80
32,crps,sse,20.88,495.61,0.3,200,80
33,crps,crps,29.23,623.44,0.3,200,80
34,crps,dss,-290.76,-3468.76,0.3,200,80
35,crps,is1,127.66,2517.65,0.3,200,80
36,dss,sse,22.36,471.09,0.3,200,80
37,dss,crps,30.53,608.87,0.3,200,80
38,dss,dss,-288.39,-3505.64,0.3,200,80
39,dss,is1,130.38,2362.64,0.3,200,80
40,is1,sse,22.25,467.96,0.3,200,80
41,is1,crps,30.21,604.16,0.3,200,80
42,is1,dss,-288.94,-3497.36,0.3,200,80
43,is1,is1,125.7,2391.59,0.3,200,80
44,sse,sse,20.83,491.86,0.3,200,80
45,sse,crps,29.56,623.78,0.3,200,80
46,sse,dss,-291.29,-3513.41,0.3,200,80
47,sse,is1,127.69,2512.29,0.3,200,80
48,crps,sse,21.07,494.69,0.5,200,80
49,crps,crps,29.55,620.59,0.5,200,80
50,crps,dss,-288.83,-3477.98,0.5,200,80
51,crps,is1,128.97,2496.01,0.5,200,80
52,dss,sse,22.36,471.09,0.5,200,80
53,dss,crps,30.53,608.87,0.5,200,80
54,dss,dss,-288.39,-3505.64,0.5,200,80
55,dss,is1,130.38,2362.64,0.5,200,80
56,is1,sse,23.02,461.82,0.5,200,80
57,is1,crps,31.35,593.84,0.5,200,80
58,is1,dss,-280.72,-3615.26,0.5,200,80
59,is1,is1,129.67,2358.26,0.5,200,80
60,sse,sse,21.19,491.28,0.5,200,80
61,sse,crps,29.97,621.74,0.5,200,80
62,sse,dss,-287.69,-3512.09,0.5,200,80
63,sse,is1,130.3,2502.67,0.5,200,80
64,crps,sse,21.19,491.28,0.8,200,80
65,crps,crps,29.97,621.74,0.8,200,80
66,crps,dss,-287.69,-3512.09,0.8,200,80
67,crps,is1,130.3,2502.67,0.8,200,80
68,dss,sse,23.53,463.27,0.8,200,80
69,dss,crps,32.83,604.7,0.8,200,80
70,dss,dss,-275.64,-3600.78,0.8,200,80
71,dss,is1,135.86,2391.02,0.8,200,80
72,is1,sse,23.02,461.82,0.8,200,80
73,is1,crps,31.35,593.84,0.8,200,80
74,is1,dss,-280.72,-3615.26,0.8,200,80
75,is1,is1,129.67,2358.26,0.8,200,80
76,sse,sse,21.19,491.28,0.8,200,80
77,sse,crps,29.97,621.74,0.8,200,80
78,sse,dss,-287.69,-3512.09,0.8,200,80
79,sse,is1,130.3,2502.67,0.8,200,80
