,Method,Metric,Train,Test,Threshold,n,r
0,crps,sse,22.55,499.52,0.0,200,90
1,crps,crps,30.02,622.8,0.0,200,90
2,crps,dss,-268.19,-3192.98,0.0,200,90
3,crps,is1,127.67,2418.78,0.0,200,90
4,dss,sse,22.11,505.47,0.0,200,90
5,dss,crps,29.59,634.56,0.0,200,90
6,dss,dss,-276.56,-3019.67,0.0,200,90
7,dss,is1,127.79,2452.02,0.0,200,90
8,is1,sse,22.44,501.61,0.0,200,90
9,is1,crps,29.87,630.58,0.0,200,90
10,is1,dss,-275.22,-3041.4,0.0,200,90
11,is1,is1,126.67,2460.59,0.0,200,90
12,sse,sse,22.54,482.34,0.0,200,90
13,sse,crps,30.16,613.58,0.0,200,90
14,sse,dss,-268.66,-3265.83,0.0,200,90
15,sse,is1,127.97,2400.6,0.0,200,90
16,crps,sse,22.55,499.52,0.1,200,90
17,crps,crps,30.02,622.8,0.1,200,90
18,crps,dss,-268.19,-3192.98,0.1,200,90
19,crps,is1,127.67,2418.78,0.1,200,90
20,dss,sse,22.15,503.9,0.1,200,90
21,dss,crps,29.71,632.45,0.1,200,90
22,dss,dss,-276.11,-3035.38,0.1,200,90
23,dss,is1,128.94,2421.36,0.1,200,90
24,is1,sse,22.44,501.61,0.1,200,90
25,is1,crps,29.87,630.58,0.1,200,90
26,is1,dss,-275.22,-3041.4,0.1,200,90
27,is1,is1,126.67,2460.59,0.1,200,90
28,sse,sse,22.63,483.45,0.1,200,90
29,sse,crps,30.3,613.29,0.1,200,90
30,sse,dss,-267.79,-3254.7,0.1,200,90
31,sse,is1,128.97,2396.23,0.1,200,90
32,crps,sse,22.55,499.52,0.3,200,90
33,crps,crps,30.02,622.8,0.3,200,90
34,crps,dss,-268.19,-3192.98,0.3,200,90
35,crps,is1,127.67,2418.78,0.3,200,90
36,dss,sse,22.15,503.9,0.3,200,90
37,dss,crps,29.71,632.45,0.3,200,90
38,dss,dss,-276.11,-3035.38,0.3,200,90
39,dss,is1,128.94,2421.36,0.3,200,90
40,is1,sse,22.44,501.61,0.3,200,90
41,is1,crps,29.87,630.58,0.3,200,90
42,is1,dss,-275.22,-3041.4,0.3,200,90
43,is1,is1,126.67,2460.59,0.3,200,90
44,sse,sse,22.69,483.11,0.3,200,90
45,sse,crps,30.46,611.69,0.3,200,90
46,sse,dss,-267.18,-3258.08,0.3,200,90
47,sse,is1,130.2,2382.31,0.3,200,90
48,crps,sse,22.78,497.84,0.5,200,90
49,crps,crps,30.44,620.8,0.5,200,90
50,crps,dss,-261.21,-3327.7,0.5,200,90
51,crps,is1,131.03,2387.55,0.5,200,90
52,dss,sse,23.32,488.88,0.5,200,90
53,dss,crps,30.85,618.6,0.5,200,90
54,dss,dss,-270.36,-3130.69,0.5,200,90
55,dss,is1,134.34,2400.77,0.5,200,90
56,is1,sse,22.44,501.61,0.5,200,90
57,is1,crps,29.87,630.58,0.5,200,90
58,is1,dss,-275.22,-3041.4,0.5,200,90
59,is1,is1,126.67,2460.59,0.5,200,90
60,sse,sse,22.82,483.34,0.5,200,90
61,sse,crps,30.61,613.4,0.5,200,90
62,sse,dss,-261.26,-3373.71,0.5,200,90
63,sse,is1,131.18,2395.67,0.5,200,90
64,crps,sse,22.78,497.84,0.8,200,90
65,crps,crps,30.44,620.8,0.8,200,90
66,crps,dss,-261.21,-3327.7,0.8,200,90
67,crps,is1,131.03,2387.55,0.8,200,90
68,dss,sse,24.45,472.15,0.8,200,90
69,dss,crps,33.11,609.32,0.8,200,90
70,dss,dss,-252.17,-3444.56,0.8,200,90
71,dss,is1,140.77,2419.53,0.8,200,90
72,is1,sse,23.45,486.6,0.8,200,90
73,is1,crps,31.1,615.65,0.8,200,90
74,is1,dss,-262.15,-3300.02,0.8,200,90
75,is1,is1,133.99,2410.22,0.8,200,90
76,sse,sse,22.82,483.34,0.8,200,90
77,sse,crps,30.61,613.4,0.8,200,90
78,sse,dss,-261.26,-3373.71,0.8,200,90
79,sse,is1,131.18,2395.67,0.8,200,90
