,Method,Metric,Train,Test,Threshold,n,r
0,crps,sse,473.87,549.47,0.0,1600,23
1,crps,crps,415.33,431.91,0.0,1600,23
2,crps,dss,-1064.75,-899.39,0.0,1600,23
3,crps,is1,5069.03,5221.95,0.0,1600,23
4,dss,sse,474.87,546.33,0.0,1600,23
5,dss,crps,414.88,431.09,0.0,1600,23
6,dss,dss,-1062.26,-910.55,0.0,1600,23
7,dss,is1,5074.27,5208.12,0.0,1600,23
8,is1,sse,425.51,483.41,0.0,1600,23
9,is1,crps,396.8,409.37,0.0,1600,23
10,is1,dss,-1163.65,-1090.12,0.0,1600,23
11,is1,is1,4986.94,5099.51,0.0,1600,23
12,sse,sse,473.27,549.76,0.0,1600,23
13,sse,crps,414.15,432.69,0.0,1600,23
14,sse,dss,-1070.78,-896.48,0.0,1600,23
15,sse,is1,5065.77,5221.16,0.0,1600,23
16,crps,sse,478.16,544.78,0.1,1600,23
17,crps,crps,417.86,429.31,0.1,1600,23
18,crps,dss,-1032.54,-933.59,0.1,1600,23
19,crps,is1,5083.37,5203.74,0.1,1600,23
20,dss,sse,478.16,544.78,0.1,1600,23
21,dss,crps,417.86,429.31,0.1,1600,23
22,dss,dss,-1032.54,-933.59,0.1,1600,23
23,dss,is1,5083.37,5203.74,0.1,1600,23
24,is1,sse,428.87,480.33,0.1,1600,23
25,is1,crps,400.0,406.28,0.1,1600,23
26,is1,dss,-1132.23,-1071.4,0.1,1600,23
27,is1,is1,5002.07,5087.85,0.1,1600,23
28,sse,sse,478.16,544.78,0.1,1600,23
29,sse,crps,417.86,429.31,0.1,1600,23
30,sse,dss,-1032.54,-933.59,0.1,1600,23
31,sse,is1,5083.37,5203.74,0.1,1600,23
32,crps,sse,1552.67,1649.32,0.3,1600,23
33,crps,crps,810.68,834.12,0.3,1600,23
34,crps,dss,776.02,853.53,0.3,1600,23
35,crps,is1,6064.03,6149.04,0.3,1600,23
36,dss,sse,1552.67,1649.32,0.3,1600,23
37,dss,crps,810.68,834.12,0.3,1600,23
38,dss,dss,776.02,853.53,0.3,1600,23
39,dss,is1,6064.03,6149.04,0.3,1600,23
40,is1,sse,1552.67,1649.32,0.3,1600,23
41,is1,crps,810.68,834.12,0.3,1600,23
42,is1,dss,776.02,853.53,0.3,1600,23
43,is1,is1,6064.03,6149.04,0.3,1600,23
44,sse,sse,1552.67,1649.32,0.3,1600,23
45,sse,crps,810.68,834.12,0.3,1600,23
46,sse,dss,776.02,853.53,0.3,1600,23
47,sse,is1,6064.03,6149.04,0.3,1600,23
48,crps,sse,1552.67,1649.32,0.5,1600,23
49,crps,crps,810.68,834.12,0.5,1600,23
50,crps,dss,776.02,853.53,0.5,1600,23
51,crps,is1,6064.03,6149.04,0.5,1600,23
52,dss,sse,1552.67,1649.32,0.5,1600,23
53,dss,crps,810.68,834.12,0.5,1600,23
54,dss,dss,776.02,853.53,0.5,1600,23
55,dss,is1,6064.03,6149.04,0.5,1600,23
56,is1,sse,1552.67,1649.32,0.5,1600,23
57,is1,crps,810.68,834.12,0.5,1600,23
58,is1,dss,776.02,853.53,0.5,1600,23
59,is1,is1,6064.03,6149.04,0.5,1600,23
60,sse,sse,1552.67,1649.32,0.5,1600,23
61,sse,crps,810.68,834.12,0.5,1600,23
62,sse,dss,776.02,853.53,0.5,1600,23
63,sse,is1,6064.03,6149.04,0.5,1600,23
64,crps,sse,1552.67,1649.32,0.8,1600,23
65,crps,crps,810.68,834.12,0.8,1600,23
66,crps,dss,776.02,853.53,0.8,1600,23
67,crps,is1,6064.03,6149.04,0.8,1600,23
68,dss,sse,1552.67,1649.32,0.8,1600,23
69,dss,crps,810.68,834.12,0.8,1600,23
70,dss,dss,776.02,853.53,0.8,1600,23
71,dss,is1,6064.03,6149.04,0.8,1600,23
72,is1,sse,1552.67,1649.32,0.8,1600,23
73,is1,crps,810.68,834.12,0.8,1600,23
74,is1,dss,776.02,853.53,0.8,1600,23
75,is1,is1,6064.03,6149.04,0.8,1600,23
76,sse,sse,1552.67,1649.32,0.8,1600,23
77,sse,crps,810.68,834.12,0.8,1600,23
78,sse,dss,776.02,853.53,0.8,1600,23
79,sse,is1,6064.03,6149.04,0.8,1600,23
