,Method,Metric,Train,Test,Threshold,n,r
0,crps,sse,121.42,479.1,0.0,800,86
1,crps,crps,141.19,590.02,0.0,800,86
2,crps,dss,-919.33,-3540.27,0.0,800,86
3,crps,is1,587.4,2321.99,0.0,800,86
4,dss,sse,124.89,475.44,0.0,800,86
5,dss,crps,144.77,596.17,0.0,800,86
6,dss,dss,-911.84,-3417.58,0.0,800,86
7,dss,is1,601.68,2357.84,0.0,800,86
8,is1,sse,121.65,481.89,0.0,800,86
9,is1,crps,141.14,590.55,0.0,800,86
10,is1,dss,-921.68,-3537.36,0.0,800,86
11,is1,is1,582.54,2343.01,0.0,800,86
12,sse,sse,119.62,502.29,0.0,800,86
13,sse,crps,143.21,615.41,0.0,800,86
14,sse,dss,-922.81,-3277.22,0.0,800,86
15,sse,is1,594.73,2406.01,0.0,800,86
16,crps,sse,121.42,479.1,0.1,800,86
17,crps,crps,141.19,590.02,0.1,800,86
18,crps,dss,-919.33,-3540.27,0.1,800,86
19,crps,is1,587.4,2321.99,0.1,800,86
20,dss,sse,125.8,471.92,0.1,800,86
21,dss,crps,146.06,591.68,0.1,800,86
22,dss,dss,-902.66,-3452.75,0.1,800,86
23,dss,is1,608.11,2343.19,0.1,800,86
24,is1,sse,121.91,480.83,0.1,800,86
25,is1,crps,141.77,590.28,0.1,800,86
26,is1,dss,-919.05,-3548.0,0.1,800,86
27,is1,is1,585.19,2336.09,0.1,800,86
28,sse,sse,119.68,500.26,0.1,800,86
29,sse,crps,143.81,617.57,0.1,800,86
30,sse,dss,-914.82,-3200.22,0.1,800,86
31,sse,is1,595.75,2428.86,0.1,800,86
32,crps,sse,122.2,474.94,0.3,800,86
33,crps,crps,142.38,584.17,0.3,800,86
34,crps,dss,-911.54,-3581.88,0.3,800,86
35,crps,is1,591.2,2317.52,0.3,800,86
36,dss,sse,129.62,470.14,0.3,800,86
37,dss,crps,154.93,616.4,0.3,800,86
38,dss,dss,-851.93,-3409.09,0.3,800,86
39,dss,is1,645.12,2452.53,0.3,800,86
40,is1,sse,124.22,469.26,0.3,800,86
41,is1,crps,143.5,581.84,0.3,800,86
42,is1,dss,-905.59,-3616.71,0.3,800,86
43,is1,is1,593.03,2303.81,0.3,800,86
44,sse,sse,120.51,497.41,0.3,800,86
45,sse,crps,145.24,616.21,0.3,800,86
46,sse,dss,-906.45,-3228.66,0.3,800,86
47,sse,is1,600.38,2423.56,0.3,800,86
48,crps,sse,124.95,467.36,0.5,800,86
49,crps,crps,144.33,578.39,0.5,800,86
50,crps,dss,-861.78,-3626.94,0.5,800,86
51,crps,is1,604.11,2287.6,0.5,800,86
52,dss,sse,129.62,470.14,0.5,800,86
53,dss,crps,154.93,616.4,0.5,800,86
54,dss,dss,-851.93,-3409.09,0.5,800,86
55,dss,is1,645.12,2452.53,0.5,800,86
56,is1,sse,126.16,465.82,0.5,800,86
57,is1,crps,146.14,584.98,0.5,800,86
58,is1,dss,-846.62,-3508.29,0.5,800,86
59,is1,is1,606.28,2319.03,0.5,800,86
60,sse,sse,126.99,475.6,0.5,800,86
61,sse,crps,153.18,618.76,0.5,800,86
62,sse,dss,-861.87,-3322.92,0.5,800,86
63,sse,is1,635.7,2464.34,0.5,800,86
64,crps,sse,126.29,465.39,0.8,800,86
65,crps,crps,146.06,583.86,0.8,800,86
66,crps,dss,-845.33,-3512.61,0.8,800,86
67,crps,is1,607.34,2316.75,0.8,800,86
68,dss,sse,130.96,467.87,0.8,800,86
69,dss,crps,157.63,620.7,0.8,800,86
70,dss,dss,-793.18,-3359.32,0.8,800,86
71,dss,is1,656.12,2480.8,0.8,800,86
72,is1,sse,126.16,465.82,0.8,800,86
73,is1,crps,146.14,584.98,0.8,800,86
74,is1,dss,-846.62,-3508.29,0.8,800,86
75,is1,is1,606.28,2319.03,0.8,800,86
76,sse,sse,129.47,470.39,0.8,800,86
77,sse,crps,156.82,621.99,0.8,800,86
78,sse,dss,-792.52,-3289.2,0.8,800,86
79,sse,is1,651.94,2492.23,0.8,800,86
