,Method,Metric,Train,Test,Threshold,n,r
0,crps,sse,121.64,481.92,0.0,800,55
1,crps,crps,141.44,589.59,0.0,800,55
2,crps,dss,-943.61,-3488.44,0.0,800,55
3,crps,is1,576.08,2303.17,0.0,800,55
4,dss,sse,121.98,483.99,0.0,800,55
5,dss,crps,141.77,592.7,0.0,800,55
6,dss,dss,-951.72,-3439.26,0.0,800,55
7,dss,is1,574.47,2332.98,0.0,800,55
8,is1,sse,124.19,470.93,0.0,800,55
9,is1,crps,142.78,586.68,0.0,800,55
10,is1,dss,-937.01,-3521.26,0.0,800,55
11,is1,is1,570.06,2319.95,0.0,800,55
12,sse,sse,121.52,483.28,0.0,800,55
13,sse,crps,141.64,591.04,0.0,800,55
14,sse,dss,-944.75,-3481.39,0.0,800,55
15,sse,is1,575.28,2309.34,0.0,800,55
16,crps,sse,121.64,481.92,0.1,800,55
17,crps,crps,141.44,589.59,0.1,800,55
18,crps,dss,-943.61,-3488.44,0.1,800,55
19,crps,is1,576.08,2303.17,0.1,800,55
20,dss,sse,126.41,469.55,0.1,800,55
21,dss,crps,145.57,585.39,0.1,800,55
22,dss,dss,-930.8,-3432.75,0.1,800,55
23,dss,is1,584.11,2337.17,0.1,800,55
24,is1,sse,124.61,468.87,0.1,800,55
25,is1,crps,143.47,583.59,0.1,800,55
26,is1,dss,-932.8,-3541.83,0.1,800,55
27,is1,is1,573.45,2306.08,0.1,800,55
28,sse,sse,121.75,486.62,0.1,800,55
29,sse,crps,142.44,595.17,0.1,800,55
30,sse,dss,-942.03,-3405.16,0.1,800,55
31,sse,is1,579.43,2329.29,0.1,800,55
32,crps,sse,123.89,474.82,0.3,800,55
33,crps,crps,143.67,584.33,0.3,800,55
34,crps,dss,-898.47,-3548.29,0.3,800,55
35,crps,is1,582.52,2290.81,0.3,800,55
36,dss,sse,127.94,469.72,0.3,800,55
37,dss,crps,151.11,601.3,0.3,800,55
38,dss,dss,-906.88,-3459.25,0.3,800,55
39,dss,is1,609.41,2397.34,0.3,800,55
40,is1,sse,127.39,459.62,0.3,800,55
41,is1,crps,145.69,576.69,0.3,800,55
42,is1,dss,-889.06,-3596.84,0.3,800,55
43,is1,is1,584.43,2285.05,0.3,800,55
44,sse,sse,127.76,466.38,0.3,800,55
45,sse,crps,151.36,603.4,0.3,800,55
46,sse,dss,-851.84,-3319.27,0.3,800,55
47,sse,is1,611.97,2398.0,0.3,800,55
48,crps,sse,127.49,463.51,0.5,800,55
49,crps,crps,146.22,581.91,0.5,800,55
50,crps,dss,-887.67,-3515.16,0.5,800,55
51,crps,is1,587.09,2308.63,0.5,800,55
52,dss,sse,129.13,468.38,0.5,800,55
53,dss,crps,156.68,620.81,0.5,800,55
54,dss,dss,-838.11,-3299.2,0.5,800,55
55,dss,is1,635.94,2476.02,0.5,800,55
56,is1,sse,127.49,463.51,0.5,800,55
57,is1,crps,146.22,581.91,0.5,800,55
58,is1,dss,-887.67,-3515.16,0.5,800,55
59,is1,is1,587.09,2308.63,0.5,800,55
60,sse,sse,127.76,466.38,0.5,800,55
61,sse,crps,151.36,603.4,0.5,800,55
62,sse,dss,-851.84,-3319.27,0.5,800,55
63,sse,is1,611.97,2398.0,0.5,800,55
64,crps,sse,127.49,463.51,0.8,800,55
65,crps,crps,146.22,581.91,0.8,800,55
66,crps,dss,-887.67,-3515.16,0.8,800,55
67,crps,is1,587.09,2308.63,0.8,800,55
68,dss,sse,129.13,468.38,0.8,800,55
69,dss,crps,156.68,620.81,0.8,800,55
70,dss,dss,-838.11,-3299.2,0.8,800,55
71,dss,is1,635.94,2476.02,0.8,800,55
72,is1,sse,127.49,463.51,0.8,800,55
73,is1,crps,146.22,581.91,0.8,800,55
74,is1,dss,-887.67,-3515.16,0.8,800,55
75,is1,is1,587.09,2308.63,0.8,800,55
76,sse,sse,129.13,468.38,0.8,800,55
77,sse,crps,156.68,620.81,0.8,800,55
78,sse,dss,-838.11,-3299.2,0.8,800,55
79,sse,is1,635.94,2476.02,0.8,800,55
