,Method,Metric,Train,Test,Threshold,n,r
0,crps,sse,46.83,708.42,0.0,200,94
1,crps,crps,44.43,500.19,0.0,200,94
2,crps,dss,-173.19,-541.32,0.0,200,94
3,crps,is1,642.52,5381.16,0.0,200,94
4,dss,sse,52.25,658.91,0.0,200,94
5,dss,crps,46.6,475.22,0.0,200,94
6,dss,dss,-158.0,-603.05,0.0,200,94
7,dss,is1,656.69,5456.67,0.0,200,94
8,is1,sse,65.4,927.98,0.0,200,94
9,is1,crps,51.85,572.86,0.0,200,94
10,is1,dss,-92.66,154.14,0.0,200,94
11,is1,is1,650.65,5448.56,0.0,200,94
12,sse,sse,46.49,709.18,0.0,200,94
13,sse,crps,44.63,498.23,0.0,200,94
14,sse,dss,-175.19,-526.1,0.0,200,94
15,sse,is1,642.79,5372.39,0.0,200,94
16,crps,sse,51.44,809.26,0.1,200,94
17,crps,crps,46.68,522.75,0.1,200,94
18,crps,dss,-120.02,507.28,0.1,200,94
19,crps,is1,645.34,5367.9,0.1,200,94
20,dss,sse,52.98,655.14,0.1,200,94
21,dss,crps,47.49,470.18,0.1,200,94
22,dss,dss,-146.75,-711.31,0.1,200,94
23,dss,is1,658.19,5443.6,0.1,200,94
24,is1,sse,70.91,1001.63,0.1,200,94
25,is1,crps,54.45,592.45,0.1,200,94
26,is1,dss,-60.71,457.26,0.1,200,94
27,is1,is1,654.92,5430.52,0.1,200,94
28,sse,sse,51.44,809.26,0.1,200,94
29,sse,crps,46.68,522.75,0.1,200,94
30,sse,dss,-120.02,507.28,0.1,200,94
31,sse,is1,645.34,5367.9,0.1,200,94
32,crps,sse,191.03,1629.83,0.3,200,94
33,crps,crps,101.0,832.52,0.3,200,94
34,crps,dss,92.57,832.24,0.3,200,94
35,crps,is1,765.34,6127.17,0.3,200,94
36,dss,sse,191.03,1629.83,0.3,200,94
37,dss,crps,101.0,832.52,0.3,200,94
38,dss,dss,92.57,832.24,0.3,200,94
39,dss,is1,765.34,6127.17,0.3,200,94
40,is1,sse,70.91,1001.63,0.3,200,94
41,is1,crps,54.45,592.45,0.3,200,94
42,is1,dss,-60.71,457.26,0.3,200,94
43,is1,is1,654.92,5430.52,0.3,200,94
44,sse,sse,191.03,1629.83,0.3,200,94
45,sse,crps,101.0,832.52,0.3,200,94
46,sse,dss,92.57,832.24,0.3,200,94
47,sse,is1,765.34,6127.17,0.3,200,94
48,crps,sse,191.03,1629.83,0.5,200,94
49,crps,crps,101.0,832.52,0.5,200,94
50,crps,dss,92.57,832.24,0.5,200,94
51,crps,is1,765.34,6127.17,0.5,200,94
52,dss,sse,191.03,1629.83,0.5,200,94
53,dss,crps,101.0,832.52,0.5,200,94
54,dss,dss,92.57,832.24,0.5,200,94
55,dss,is1,765.34,6127.17,0.5,200,94
56,is1,sse,191.03,1629.83,0.5,200,94
57,is1,crps,101.0,832.52,0.5,200,94
58,is1,dss,92.57,832.24,0.5,200,94
59,is1,is1,765.34,6127.17,0.5,200,94
60,sse,sse,191.03,1629.83,0.5,200,94
61,sse,crps,101.0,832.52,0.5,200,94
62,sse,dss,92.57,832.24,0.5,200,94
63,sse,is1,765.34,6127.17,0.5,200,94
64,crps,sse,191.03,1629.83,0.8,200,94
65,crps,crps,101.0,832.52,0.8,200,94
66,crps,dss,92.57,832.24,0.8,200,94
67,crps,is1,765.34,6127.17,0.8,200,94
68,dss,sse,191.03,1629.83,0.8,200,94
69,dss,crps,101.0,832.52,0.8,200,94
70,dss,dss,92.57,832.24,0.8,200,94
71,dss,is1,765.34,6127.17,0.8,200,94
72,is1,sse,191.03,1629.83,0.8,200,94
73,is1,crps,101.0,832.52,0.8,200,94
74,is1,dss,92.57,832.24,0.8,200,94
75,is1,is1,765.34,6127.17,0.8,200,94
76,sse,sse,191.03,1629.83,0.8,200,94
77,sse,crps,101.0,832.52,0.8,200,94
78,sse,dss,92.57,832.24,0.8,200,94
79,sse,is1,765.34,6127.17,0.8,200,94
