,Method,Metric,Train,Test,Threshold,n,r
0,crps,sse,103.82,542.99,0.0,400,1
1,crps,crps,97.87,450.15,0.0,400,1
2,crps,dss,-267.04,-387.06,0.0,400,1
3,crps,is1,1256.0,5202.63,0.0,400,1
4,dss,sse,102.15,515.61,0.0,400,1
5,dss,crps,97.17,436.85,0.0,400,1
6,dss,dss,-320.29,-754.7,0.0,400,1
7,dss,is1,1260.2,5193.16,0.0,400,1
8,is1,sse,104.43,541.2,0.0,400,1
9,is1,crps,98.73,444.88,0.0,400,1
10,is1,dss,-257.68,-424.68,0.0,400,1
11,is1,is1,1257.05,5194.3,0.0,400,1
12,sse,sse,102.59,554.19,0.0,400,1
13,sse,crps,97.76,452.85,0.0,400,1
14,sse,dss,-264.85,-391.06,0.0,400,1
15,sse,is1,1259.75,5194.17,0.0,400,1
16,crps,sse,114.33,564.74,0.1,400,1
17,crps,crps,103.41,447.63,0.1,400,1
18,crps,dss,-195.47,-480.06,0.1,400,1
19,crps,is1,1270.02,5159.87,0.1,400,1
20,dss,sse,103.54,506.62,0.1,400,1
21,dss,crps,99.12,425.5,0.1,400,1
22,dss,dss,-293.76,-940.9,0.1,400,1
23,dss,is1,1268.6,5158.27,0.1,400,1
24,is1,sse,114.33,564.74,0.1,400,1
25,is1,crps,103.41,447.63,0.1,400,1
26,is1,dss,-195.47,-480.06,0.1,400,1
27,is1,is1,1270.02,5159.87,0.1,400,1
28,sse,sse,114.33,564.74,0.1,400,1
29,sse,crps,103.41,447.63,0.1,400,1
30,sse,dss,-195.47,-480.06,0.1,400,1
31,sse,is1,1270.02,5159.87,0.1,400,1
32,crps,sse,380.79,1497.47,0.3,400,1
33,crps,crps,201.63,798.99,0.3,400,1
34,crps,dss,183.85,702.59,0.3,400,1
35,crps,is1,1493.79,6038.72,0.3,400,1
36,dss,sse,380.79,1497.47,0.3,400,1
37,dss,crps,201.63,798.99,0.3,400,1
38,dss,dss,183.85,702.59,0.3,400,1
39,dss,is1,1493.79,6038.72,0.3,400,1
40,is1,sse,114.33,564.74,0.3,400,1
41,is1,crps,103.41,447.63,0.3,400,1
42,is1,dss,-195.47,-480.06,0.3,400,1
43,is1,is1,1270.02,5159.87,0.3,400,1
44,sse,sse,380.79,1497.47,0.3,400,1
45,sse,crps,201.63,798.99,0.3,400,1
46,sse,dss,183.85,702.59,0.3,400,1
47,sse,is1,1493.79,6038.72,0.3,400,1
48,crps,sse,380.79,1497.47,0.5,400,1
49,crps,crps,201.63,798.99,0.5,400,1
50,crps,dss,183.85,702.59,0.5,400,1
51,crps,is1,1493.79,6038.72,0.5,400,1
52,dss,sse,380.79,1497.47,0.5,400,1
53,dss,crps,201.63,798.99,0.5,400,1
54,dss,dss,183.85,702.59,0.5,400,1
55,dss,is1,1493.79,6038.72,0.5,400,1
56,is1,sse,380.79,1497.47,0.5,400,1
57,is1,crps,201.63,798.99,0.5,400,1
58,is1,dss,183.85,702.59,0.5,400,1
59,is1,is1,1493.79,6038.72,0.5,400,1
60,sse,sse,380.79,1497.47,0.5,400,1
61,sse,crps,201.63,798.99,0.5,400,1
62,sse,dss,183.85,702.59,0.5,400,1
63,sse,is1,1493.79,6038.72,0.5,400,1
64,crps,sse,380.79,1497.47,0.8,400,1
65,crps,crps,201.63,798.99,0.8,400,1
66,crps,dss,183.85,702.59,0.8,400,1
67,crps,is1,1493.79,6038.72,0.8,400,1
68,dss,sse,380.79,1497.47,0.8,400,1
69,dss,crps,201.63,798.99,0.8,400,1
70,dss,dss,183.85,702.59,0.8,400,1
71,dss,is1,1493.79,6038.72,0.8,400,1
72,is1,sse,380.79,1497.47,0.8,400,1
73,is1,crps,201.63,798.99,0.8,400,1
74,is1,dss,183.85,702.59,0.8,400,1
75,is1,is1,1493.79,6038.72,0.8,400,1
76,sse,sse,380.79,1497.47,0.8,400,1
77,sse,crps,201.63,798.99,0.8,400,1
78,sse,dss,183.85,702.59,0.8,400,1
79,sse,is1,1493.79,6038.72,0.8,400,1
