,Method,Metric,Train,Test,Threshold,n,r
0,crps,sse,233.19,463.93,0.0,1600,67
1,crps,crps,286.38,579.64,0.0,1600,67
2,crps,dss,-1869.24,-3689.06,0.0,1600,67
3,crps,is1,1139.1,2276.63,0.0,1600,67
4,dss,sse,235.24,461.86,0.0,1600,67
5,dss,crps,287.63,579.81,0.0,1600,67
6,dss,dss,-1866.47,-3694.43,0.0,1600,67
7,dss,is1,1139.18,2277.76,0.0,1600,67
8,is1,sse,234.99,461.28,0.0,1600,67
9,is1,crps,287.46,577.65,0.0,1600,67
10,is1,dss,-1863.89,-3708.16,0.0,1600,67
11,is1,is1,1137.59,2282.29,0.0,1600,67
12,sse,sse,235.95,452.5,0.0,1600,67
13,sse,crps,295.71,588.42,0.0,1600,67
14,sse,dss,-1787.55,-3584.97,0.0,1600,67
15,sse,is1,1166.27,2314.41,0.0,1600,67
16,crps,sse,233.24,463.83,0.1,1600,67
17,crps,crps,286.55,579.4,0.1,1600,67
18,crps,dss,-1868.72,-3689.97,0.1,1600,67
19,crps,is1,1140.2,2273.82,0.1,1600,67
20,dss,sse,237.61,455.51,0.1,1600,67
21,dss,crps,290.01,573.44,0.1,1600,67
22,dss,dss,-1848.81,-3738.14,0.1,1600,67
23,dss,is1,1147.08,2259.55,0.1,1600,67
24,is1,sse,235.04,461.19,0.1,1600,67
25,is1,crps,287.63,577.4,0.1,1600,67
26,is1,dss,-1863.38,-3709.07,0.1,1600,67
27,is1,is1,1138.68,2279.48,0.1,1600,67
28,sse,sse,237.02,454.12,0.1,1600,67
29,sse,crps,297.64,589.9,0.1,1600,67
30,sse,dss,-1775.83,-3571.08,0.1,1600,67
31,sse,is1,1172.24,2317.09,0.1,1600,67
32,crps,sse,234.46,461.51,0.3,1600,67
33,crps,crps,288.4,575.89,0.3,1600,67
34,crps,dss,-1852.2,-3718.66,0.3,1600,67
35,crps,is1,1145.21,2268.5,0.3,1600,67
36,dss,sse,240.95,459.6,0.3,1600,67
37,dss,crps,302.23,591.48,0.3,1600,67
38,dss,dss,-1794.46,-3714.79,0.3,1600,67
39,dss,is1,1206.64,2349.16,0.3,1600,67
40,is1,sse,235.72,460.18,0.3,1600,67
41,is1,crps,289.05,575.05,0.3,1600,67
42,is1,dss,-1849.15,-3723.29,0.3,1600,67
43,is1,is1,1145.81,2272.34,0.3,1600,67
44,sse,sse,238.78,455.03,0.3,1600,67
45,sse,crps,301.6,593.37,0.3,1600,67
46,sse,dss,-1714.34,-3511.4,0.3,1600,67
47,sse,is1,1191.67,2340.94,0.3,1600,67
48,crps,sse,236.19,458.96,0.5,1600,67
49,crps,crps,290.14,571.99,0.5,1600,67
50,crps,dss,-1822.87,-3736.31,0.5,1600,67
51,crps,is1,1150.89,2256.09,0.5,1600,67
52,dss,sse,240.95,459.6,0.5,1600,67
53,dss,crps,302.23,591.48,0.5,1600,67
54,dss,dss,-1794.46,-3714.79,0.5,1600,67
55,dss,is1,1206.64,2349.16,0.5,1600,67
56,is1,sse,238.58,455.08,0.5,1600,67
57,is1,crps,291.56,570.32,0.5,1600,67
58,is1,dss,-1816.12,-3746.36,0.5,1600,67
59,is1,is1,1155.3,2246.06,0.5,1600,67
60,sse,sse,238.78,455.03,0.5,1600,67
61,sse,crps,301.6,593.37,0.5,1600,67
62,sse,dss,-1714.34,-3511.4,0.5,1600,67
63,sse,is1,1191.67,2340.94,0.5,1600,67
64,crps,sse,238.58,455.08,0.8,1600,67
65,crps,crps,291.56,570.32,0.8,1600,67
66,crps,dss,-1816.12,-3746.36,0.8,1600,67
67,crps,is1,1155.3,2246.06,0.8,1600,67
68,dss,sse,244.03,466.22,0.8,1600,67
69,dss,crps,315.59,619.84,0.8,1600,67
70,dss,dss,-1647.24,-3384.18,0.8,1600,67
71,dss,is1,1263.57,2473.86,0.8,1600,67
72,is1,sse,238.85,454.55,0.8,1600,67
73,is1,crps,291.94,569.97,0.8,1600,67
74,is1,dss,-1814.0,-3746.54,0.8,1600,67
75,is1,is1,1156.0,2243.9,0.8,1600,67
76,sse,sse,243.92,466.86,0.8,1600,67
77,sse,crps,314.82,620.11,0.8,1600,67
78,sse,dss,-1644.06,-3324.09,0.8,1600,67
79,sse,is1,1259.59,2477.22,0.8,1600,67
