,Method,Metric,Train,Test,Threshold,n,r
0,crps,sse,63.8,471.29,0.0,400,39
1,crps,crps,74.86,593.05,0.0,400,39
2,crps,dss,-474.57,-3637.65,0.0,400,39
3,crps,is1,291.95,2293.94,0.0,400,39
4,dss,sse,64.79,470.22,0.0,400,39
5,dss,crps,75.43,593.69,0.0,400,39
6,dss,dss,-475.33,-3616.37,0.0,400,39
7,dss,is1,291.83,2314.9,0.0,400,39
8,is1,sse,65.7,464.8,0.0,400,39
9,is1,crps,75.99,586.5,0.0,400,39
10,is1,dss,-471.4,-3573.58,0.0,400,39
11,is1,is1,288.82,2341.11,0.0,400,39
12,sse,sse,62.01,489.51,0.0,400,39
13,sse,crps,74.71,599.96,0.0,400,39
14,sse,dss,-448.93,-3515.68,0.0,400,39
15,sse,is1,290.79,2320.96,0.0,400,39
16,crps,sse,63.8,471.29,0.1,400,39
17,crps,crps,74.86,593.05,0.1,400,39
18,crps,dss,-474.57,-3637.65,0.1,400,39
19,crps,is1,291.95,2293.94,0.1,400,39
20,dss,sse,65.1,469.72,0.1,400,39
21,dss,crps,75.94,591.17,0.1,400,39
22,dss,dss,-472.21,-3621.34,0.1,400,39
23,dss,is1,294.74,2303.38,0.1,400,39
24,is1,sse,65.7,464.8,0.1,400,39
25,is1,crps,75.99,586.5,0.1,400,39
26,is1,dss,-471.4,-3573.58,0.1,400,39
27,is1,is1,288.82,2341.11,0.1,400,39
28,sse,sse,62.01,489.51,0.1,400,39
29,sse,crps,74.71,599.96,0.1,400,39
30,sse,dss,-448.93,-3515.68,0.1,400,39
31,sse,is1,290.79,2320.96,0.1,400,39
32,crps,sse,63.85,470.99,0.3,400,39
33,crps,crps,74.97,592.2,0.3,400,39
34,crps,dss,-474.04,-3640.64,0.3,400,39
35,crps,is1,292.74,2288.3,0.3,400,39
36,dss,sse,67.72,459.81,0.3,400,39
37,dss,crps,80.63,594.73,0.3,400,39
38,dss,dss,-446.99,-3690.58,0.3,400,39
39,dss,is1,307.89,2358.86,0.3,400,39
40,is1,sse,66.65,455.29,0.3,400,39
41,is1,crps,77.6,574.27,0.3,400,39
42,is1,dss,-457.83,-3733.83,0.3,400,39
43,is1,is1,296.3,2267.2,0.3,400,39
44,sse,sse,62.13,488.09,0.3,400,39
45,sse,crps,75.17,596.08,0.3,400,39
46,sse,dss,-446.5,-3538.35,0.3,400,39
47,sse,is1,293.35,2301.01,0.3,400,39
48,crps,sse,64.16,470.3,0.5,400,39
49,crps,crps,75.54,589.44,0.5,400,39
50,crps,dss,-470.9,-3647.51,0.5,400,39
51,crps,is1,296.54,2277.27,0.5,400,39
52,dss,sse,67.72,459.81,0.5,400,39
53,dss,crps,80.63,594.73,0.5,400,39
54,dss,dss,-446.99,-3690.58,0.5,400,39
55,dss,is1,307.89,2358.86,0.5,400,39
56,is1,sse,66.79,455.6,0.5,400,39
57,is1,crps,77.83,574.05,0.5,400,39
58,is1,dss,-456.44,-3730.76,0.5,400,39
59,is1,is1,297.6,2266.8,0.5,400,39
60,sse,sse,63.16,482.6,0.5,400,39
61,sse,crps,78.46,610.09,0.5,400,39
62,sse,dss,-409.81,-3473.2,0.5,400,39
63,sse,is1,304.6,2392.86,0.5,400,39
64,crps,sse,66.88,454.86,0.8,400,39
65,crps,crps,78.02,572.4,0.8,400,39
66,crps,dss,-455.57,-3738.19,0.8,400,39
67,crps,is1,299.29,2255.13,0.8,400,39
68,dss,sse,67.72,459.81,0.8,400,39
69,dss,crps,80.63,594.73,0.8,400,39
70,dss,dss,-446.99,-3690.58,0.8,400,39
71,dss,is1,307.89,2358.86,0.8,400,39
72,is1,sse,66.88,454.86,0.8,400,39
73,is1,crps,78.02,572.4,0.8,400,39
74,is1,dss,-455.57,-3738.19,0.8,400,39
75,is1,is1,299.29,2255.13,0.8,400,39
76,sse,sse,63.16,482.6,0.8,400,39
77,sse,crps,78.46,610.09,0.8,400,39
78,sse,dss,-409.81,-3473.2,0.8,400,39
79,sse,is1,304.6,2392.86,0.8,400,39
