,Method,Metric,Train,Test,Threshold,n,r
0,crps,sse,411.58,418.51,0.0,1600,0
1,crps,crps,398.0,393.04,0.0,1600,0
2,crps,dss,-1158.66,-1212.31,0.0,1600,0
3,crps,is1,4962.54,5068.31,0.0,1600,0
4,dss,sse,632.06,700.21,0.0,1600,0
5,dss,crps,458.08,470.92,0.0,1600,0
6,dss,dss,-710.25,-650.34,0.0,1600,0
7,dss,is1,5117.2,5281.11,0.0,1600,0
8,is1,sse,458.09,515.45,0.0,1600,0
9,is1,crps,415.53,429.53,0.0,1600,0
10,is1,dss,-748.44,-545.89,0.0,1600,0
11,is1,is1,4973.36,5121.86,0.0,1600,0
12,sse,sse,411.34,418.23,0.0,1600,0
13,sse,crps,398.15,392.75,0.0,1600,0
14,sse,dss,-1158.71,-1213.09,0.0,1600,0
15,sse,is1,4960.0,5070.89,0.0,1600,0
16,crps,sse,428.59,429.77,0.1,1600,0
17,crps,crps,404.52,394.65,0.1,1600,0
18,crps,dss,-681.56,-646.16,0.1,1600,0
19,crps,is1,4970.88,5066.81,0.1,1600,0
20,dss,sse,634.81,693.15,0.1,1600,0
21,dss,crps,460.89,465.74,0.1,1600,0
22,dss,dss,-695.51,-684.6,0.1,1600,0
23,dss,is1,5124.22,5266.42,0.1,1600,0
24,is1,sse,538.71,556.64,0.1,1600,0
25,is1,crps,449.24,442.54,0.1,1600,0
26,is1,dss,-302.47,-171.18,0.1,1600,0
27,is1,is1,5025.89,5131.64,0.1,1600,0
28,sse,sse,428.59,429.77,0.1,1600,0
29,sse,crps,404.52,394.65,0.1,1600,0
30,sse,dss,-681.56,-646.16,0.1,1600,0
31,sse,is1,4970.88,5066.81,0.1,1600,0
32,crps,sse,1497.02,1516.06,0.3,1600,0
33,crps,crps,807.07,799.94,0.3,1600,0
34,crps,dss,1077.11,1212.13,0.3,1600,0
35,crps,is1,5890.81,5996.06,0.3,1600,0
36,dss,sse,2053.38,2075.94,0.3,1600,0
37,dss,crps,940.85,934.23,0.3,1600,0
38,dss,dss,1303.71,1236.36,0.3,1600,0
39,dss,is1,6338.79,6460.23,0.3,1600,0
40,is1,sse,1780.78,1825.48,0.3,1600,0
41,is1,crps,869.95,867.77,0.3,1600,0
42,is1,dss,1760.58,1803.84,0.3,1600,0
43,is1,is1,5954.58,6064.64,0.3,1600,0
44,sse,sse,1497.02,1516.06,0.3,1600,0
45,sse,crps,807.07,799.94,0.3,1600,0
46,sse,dss,1077.11,1212.13,0.3,1600,0
47,sse,is1,5890.81,5996.06,0.3,1600,0
48,crps,sse,1780.78,1825.48,0.5,1600,0
49,crps,crps,869.95,867.77,0.5,1600,0
50,crps,dss,1760.58,1803.84,0.5,1600,0
51,crps,is1,5954.58,6064.64,0.5,1600,0
52,dss,sse,2053.38,2075.94,0.5,1600,0
53,dss,crps,940.85,934.23,0.5,1600,0
54,dss,dss,1303.71,1236.36,0.5,1600,0
55,dss,is1,6338.79,6460.23,0.5,1600,0
56,is1,sse,1780.78,1825.48,0.5,1600,0
57,is1,crps,869.95,867.77,0.5,1600,0
58,is1,dss,1760.58,1803.84,0.5,1600,0
59,is1,is1,5954.58,6064.64,0.5,1600,0
60,sse,sse,1780.78,1825.48,0.5,1600,0
61,sse,crps,869.95,867.77,0.5,1600,0
62,sse,dss,1760.58,1803.84,0.5,1600,0
63,sse,is1,5954.58,6064.64,0.5,1600,0
64,crps,sse,1780.78,1825.48,0.8,1600,0
65,crps,crps,869.95,867.77,0.8,1600,0
66,crps,dss,1760.58,1803.84,0.8,1600,0
67,crps,is1,5954.58,6064.64,0.8,1600,0
68,dss,sse,2053.38,2075.94,0.8,1600,0
69,dss,crps,940.85,934.23,0.8,1600,0
70,dss,dss,1303.71,1236.36,0.8,1600,0
71,dss,is1,6338.79,6460.23,0.8,1600,0
72,is1,sse,1780.78,1825.48,0.8,1600,0
73,is1,crps,869.95,867.77,0.8,1600,0
74,is1,dss,1760.58,1803.84,0.8,1600,0
75,is1,is1,5954.58,6064.64,0.8,1600,0
76,sse,sse,1780.78,1825.48,0.8,1600,0
77,sse,crps,869.95,867.77,0.8,1600,0
78,sse,dss,1760.58,1803.84,0.8,1600,0
79,sse,is1,5954.58,6064.64,0.8,1600,0
