,Method,Metric,Train,Test,Threshold,n,r
0,crps,sse,106.59,462.85,0.0,800,84
1,crps,crps,133.51,583.66,0.0,800,84
2,crps,dss,-1017.57,-3603.87,0.0,800,84
3,crps,is1,535.89,2312.18,0.0,800,84
4,dss,sse,107.15,466.03,0.0,800,84
5,dss,crps,133.21,586.58,0.0,800,84
6,dss,dss,-1039.15,-3585.79,0.0,800,84
7,dss,is1,536.45,2309.15,0.0,800,84
8,is1,sse,106.72,462.17,0.0,800,84
9,is1,crps,133.46,583.87,0.0,800,84
10,is1,dss,-1015.19,-3614.34,0.0,800,84
11,is1,is1,533.07,2316.33,0.0,800,84
12,sse,sse,106.39,462.7,0.0,800,84
13,sse,crps,133.49,582.53,0.0,800,84
14,sse,dss,-1017.34,-3611.37,0.0,800,84
15,sse,is1,534.0,2309.41,0.0,800,84
16,crps,sse,106.59,462.85,0.1,800,84
17,crps,crps,133.51,583.66,0.1,800,84
18,crps,dss,-1017.57,-3603.87,0.1,800,84
19,crps,is1,535.89,2312.18,0.1,800,84
20,dss,sse,107.62,464.94,0.1,800,84
21,dss,crps,134.17,585.47,0.1,800,84
22,dss,dss,-1034.48,-3596.75,0.1,800,84
23,dss,is1,539.63,2319.53,0.1,800,84
24,is1,sse,107.08,461.98,0.1,800,84
25,is1,crps,134.42,582.62,0.1,800,84
26,is1,dss,-1010.54,-3620.34,0.1,800,84
27,is1,is1,535.73,2327.4,0.1,800,84
28,sse,sse,106.61,462.69,0.1,800,84
29,sse,crps,133.97,583.03,0.1,800,84
30,sse,dss,-1015.11,-3611.38,0.1,800,84
31,sse,is1,536.82,2315.54,0.1,800,84
32,crps,sse,106.99,461.31,0.3,800,84
33,crps,crps,134.34,581.86,0.3,800,84
34,crps,dss,-1011.13,-3625.5,0.3,800,84
35,crps,is1,536.64,2322.68,0.3,800,84
36,dss,sse,109.41,465.42,0.3,800,84
37,dss,crps,139.85,598.4,0.3,800,84
38,dss,dss,-1004.98,-3614.21,0.3,800,84
39,dss,is1,562.25,2384.62,0.3,800,84
40,is1,sse,108.42,460.57,0.3,800,84
41,is1,crps,135.42,581.29,0.3,800,84
42,is1,dss,-974.16,-3642.85,0.3,800,84
43,is1,is1,542.05,2313.73,0.3,800,84
44,sse,sse,107.01,461.14,0.3,800,84
45,sse,crps,134.45,581.47,0.3,800,84
46,sse,dss,-1010.97,-3627.14,0.3,800,84
47,sse,is1,536.92,2315.8,0.3,800,84
48,crps,sse,108.42,460.57,0.5,800,84
49,crps,crps,135.42,581.29,0.5,800,84
50,crps,dss,-974.16,-3642.85,0.5,800,84
51,crps,is1,542.05,2313.73,0.5,800,84
52,dss,sse,109.41,465.42,0.5,800,84
53,dss,crps,139.85,598.4,0.5,800,84
54,dss,dss,-1004.98,-3614.21,0.5,800,84
55,dss,is1,562.25,2384.62,0.5,800,84
56,is1,sse,108.42,460.57,0.5,800,84
57,is1,crps,135.42,581.29,0.5,800,84
58,is1,dss,-974.16,-3642.85,0.5,800,84
59,is1,is1,542.05,2313.73,0.5,800,84
60,sse,sse,107.01,461.14,0.5,800,84
61,sse,crps,134.45,581.47,0.5,800,84
62,sse,dss,-1010.97,-3627.14,0.5,800,84
63,sse,is1,536.92,2315.8,0.5,800,84
64,crps,sse,108.42,460.57,0.8,800,84
65,crps,crps,135.42,581.29,0.8,800,84
66,crps,dss,-974.16,-3642.85,0.8,800,84
67,crps,is1,542.05,2313.73,0.8,800,84
68,dss,sse,112.02,466.78,0.8,800,84
69,dss,crps,142.65,607.97,0.8,800,84
70,dss,dss,-937.22,-3565.96,0.8,800,84
71,dss,is1,573.6,2410.83,0.8,800,84
72,is1,sse,109.83,460.82,0.8,800,84
73,is1,crps,136.2,580.59,0.8,800,84
74,is1,dss,-968.57,-3644.43,0.8,800,84
75,is1,is1,545.74,2309.24,0.8,800,84
76,sse,sse,113.4,468.45,0.8,800,84
77,sse,crps,149.0,623.2,0.8,800,84
78,sse,dss,-870.57,-3344.42,0.8,800,84
79,sse,is1,602.19,2492.97,0.8,800,84
