,Method,Metric,Train,Test,Threshold,n,r
0,crps,sse,114.89,470.76,0.0,800,77
1,crps,crps,139.91,588.59,0.0,800,77
2,crps,dss,-967.85,-3558.67,0.0,800,77
3,crps,is1,541.88,2327.36,0.0,800,77
4,dss,sse,116.79,463.22,0.0,800,77
5,dss,crps,142.6,589.23,0.0,800,77
6,dss,dss,-961.98,-3589.86,0.0,800,77
7,dss,is1,552.44,2322.92,0.0,800,77
8,is1,sse,115.54,469.65,0.0,800,77
9,is1,crps,141.53,597.7,0.0,800,77
10,is1,dss,-954.29,-3493.7,0.0,800,77
11,is1,is1,538.29,2383.21,0.0,800,77
12,sse,sse,109.41,504.92,0.0,800,77
13,sse,crps,137.37,607.76,0.0,800,77
14,sse,dss,-989.74,-3511.03,0.0,800,77
15,sse,is1,541.9,2371.56,0.0,800,77
16,crps,sse,114.89,470.76,0.1,800,77
17,crps,crps,139.91,588.59,0.1,800,77
18,crps,dss,-967.85,-3558.67,0.1,800,77
19,crps,is1,541.88,2327.36,0.1,800,77
20,dss,sse,117.33,460.91,0.1,800,77
21,dss,crps,143.62,586.9,0.1,800,77
22,dss,dss,-955.65,-3609.84,0.1,800,77
23,dss,is1,554.46,2320.78,0.1,800,77
24,is1,sse,115.54,469.65,0.1,800,77
25,is1,crps,141.53,597.7,0.1,800,77
26,is1,dss,-954.29,-3493.7,0.1,800,77
27,is1,is1,538.29,2383.21,0.1,800,77
28,sse,sse,109.41,504.92,0.1,800,77
29,sse,crps,137.37,607.76,0.1,800,77
30,sse,dss,-989.74,-3511.03,0.1,800,77
31,sse,is1,541.9,2371.56,0.1,800,77
32,crps,sse,115.14,470.11,0.3,800,77
33,crps,crps,140.37,588.64,0.3,800,77
34,crps,dss,-965.35,-3565.15,0.3,800,77
35,crps,is1,543.37,2333.43,0.3,800,77
36,dss,sse,120.93,465.87,0.3,800,77
37,dss,crps,152.57,610.48,0.3,800,77
38,dss,dss,-907.56,-3532.82,0.3,800,77
39,dss,is1,596.0,2425.04,0.3,800,77
40,is1,sse,116.2,466.63,0.3,800,77
41,is1,crps,142.94,591.72,0.3,800,77
42,is1,dss,-947.67,-3524.5,0.3,800,77
43,is1,is1,545.71,2350.4,0.3,800,77
44,sse,sse,109.68,498.76,0.3,800,77
45,sse,crps,139.13,608.85,0.3,800,77
46,sse,dss,-967.49,-3402.23,0.3,800,77
47,sse,is1,544.37,2395.55,0.3,800,77
48,crps,sse,116.58,463.56,0.5,800,77
49,crps,crps,142.62,578.23,0.5,800,77
50,crps,dss,-931.23,-3702.65,0.5,800,77
51,crps,is1,554.06,2277.26,0.5,800,77
52,dss,sse,120.93,465.87,0.5,800,77
53,dss,crps,152.57,610.48,0.5,800,77
54,dss,dss,-907.56,-3532.82,0.5,800,77
55,dss,is1,596.0,2425.04,0.5,800,77
56,is1,sse,116.88,464.79,0.5,800,77
57,is1,crps,144.25,589.75,0.5,800,77
58,is1,dss,-916.92,-3510.45,0.5,800,77
59,is1,is1,554.77,2342.04,0.5,800,77
60,sse,sse,110.05,496.54,0.5,800,77
61,sse,crps,139.67,606.44,0.5,800,77
62,sse,dss,-963.05,-3418.42,0.5,800,77
63,sse,is1,544.93,2394.14,0.5,800,77
64,crps,sse,116.58,463.56,0.8,800,77
65,crps,crps,142.62,578.23,0.8,800,77
66,crps,dss,-931.23,-3702.65,0.8,800,77
67,crps,is1,554.06,2277.26,0.8,800,77
68,dss,sse,120.93,465.87,0.8,800,77
69,dss,crps,152.57,610.48,0.8,800,77
70,dss,dss,-907.56,-3532.82,0.8,800,77
71,dss,is1,596.0,2425.04,0.8,800,77
72,is1,sse,116.88,464.79,0.8,800,77
73,is1,crps,144.25,589.75,0.8,800,77
74,is1,dss,-916.92,-3510.45,0.8,800,77
75,is1,is1,554.77,2342.04,0.8,800,77
76,sse,sse,113.82,491.96,0.8,800,77
77,sse,crps,147.2,619.63,0.8,800,77
78,sse,dss,-886.38,-3393.31,0.8,800,77
79,sse,is1,582.7,2466.08,0.8,800,77
