,Method,Metric,Train,Test,Threshold,n,r
0,crps,sse,133.02,476.82,0.0,800,5
1,crps,crps,150.65,588.88,0.0,800,5
2,crps,dss,-875.67,-3518.49,0.0,800,5
3,crps,is1,606.99,2320.93,0.0,800,5
4,dss,sse,132.71,482.38,0.0,800,5
5,dss,crps,150.95,589.46,0.0,800,5
6,dss,dss,-889.9,-3498.21,0.0,800,5
7,dss,is1,612.04,2291.95,0.0,800,5
8,is1,sse,133.44,478.91,0.0,800,5
9,is1,crps,150.98,590.88,0.0,800,5
10,is1,dss,-873.36,-3503.3,0.0,800,5
11,is1,is1,603.0,2333.3,0.0,800,5
12,sse,sse,131.73,492.14,0.0,800,5
13,sse,crps,152.84,609.88,0.0,800,5
14,sse,dss,-848.4,-3322.84,0.0,800,5
15,sse,is1,617.93,2380.04,0.0,800,5
16,crps,sse,133.02,476.82,0.1,800,5
17,crps,crps,150.78,588.42,0.1,800,5
18,crps,dss,-875.67,-3518.45,0.1,800,5
19,crps,is1,607.32,2321.07,0.1,800,5
20,dss,sse,134.46,476.45,0.1,800,5
21,dss,crps,154.21,591.93,0.1,800,5
22,dss,dss,-877.24,-3533.47,0.1,800,5
23,dss,is1,621.14,2333.4,0.1,800,5
24,is1,sse,133.58,478.28,0.1,800,5
25,is1,crps,151.31,589.75,0.1,800,5
26,is1,dss,-871.94,-3509.63,0.1,800,5
27,is1,is1,605.55,2329.15,0.1,800,5
28,sse,sse,131.97,492.73,0.1,800,5
29,sse,crps,154.82,618.15,0.1,800,5
30,sse,dss,-846.08,-3316.99,0.1,800,5
31,sse,is1,625.83,2426.81,0.1,800,5
32,crps,sse,133.11,476.65,0.3,800,5
33,crps,crps,151.46,586.83,0.3,800,5
34,crps,dss,-874.65,-3520.6,0.3,800,5
35,crps,is1,607.95,2315.98,0.3,800,5
36,dss,sse,140.36,469.22,0.3,800,5
37,dss,crps,164.96,621.93,0.3,800,5
38,dss,dss,-767.8,-3335.61,0.3,800,5
39,dss,is1,661.77,2497.08,0.3,800,5
40,is1,sse,138.68,461.77,0.3,800,5
41,is1,crps,155.65,583.97,0.3,800,5
42,is1,dss,-790.34,-3504.63,0.3,800,5
43,is1,is1,625.7,2300.45,0.3,800,5
44,sse,sse,133.96,485.42,0.3,800,5
45,sse,crps,156.66,612.68,0.3,800,5
46,sse,dss,-834.93,-3351.19,0.3,800,5
47,sse,is1,629.67,2405.07,0.3,800,5
48,crps,sse,138.68,461.77,0.5,800,5
49,crps,crps,155.65,583.97,0.5,800,5
50,crps,dss,-790.34,-3504.63,0.5,800,5
51,crps,is1,625.7,2300.45,0.5,800,5
52,dss,sse,140.36,469.22,0.5,800,5
53,dss,crps,164.96,621.93,0.5,800,5
54,dss,dss,-767.8,-3335.61,0.5,800,5
55,dss,is1,661.77,2497.08,0.5,800,5
56,is1,sse,138.68,461.77,0.5,800,5
57,is1,crps,155.65,583.97,0.5,800,5
58,is1,dss,-790.34,-3504.63,0.5,800,5
59,is1,is1,625.7,2300.45,0.5,800,5
60,sse,sse,140.36,469.22,0.5,800,5
61,sse,crps,164.96,621.93,0.5,800,5
62,sse,dss,-767.8,-3335.61,0.5,800,5
63,sse,is1,661.77,2497.08,0.5,800,5
64,crps,sse,138.68,461.77,0.8,800,5
65,crps,crps,155.65,583.97,0.8,800,5
66,crps,dss,-790.34,-3504.63,0.8,800,5
67,crps,is1,625.7,2300.45,0.8,800,5
68,dss,sse,140.36,469.22,0.8,800,5
69,dss,crps,164.96,621.93,0.8,800,5
70,dss,dss,-767.8,-3335.61,0.8,800,5
71,dss,is1,661.77,2497.08,0.8,800,5
72,is1,sse,139.32,465.02,0.8,800,5
73,is1,crps,160.91,602.17,0.8,800,5
74,is1,dss,-778.2,-3377.65,0.8,800,5
75,is1,is1,642.68,2408.42,0.8,800,5
76,sse,sse,140.36,469.22,0.8,800,5
77,sse,crps,164.96,621.93,0.8,800,5
78,sse,dss,-767.8,-3335.61,0.8,800,5
79,sse,is1,661.77,2497.08,0.8,800,5
