,Method,Metric,Train,Test,Threshold,n,r
0,crps,sse,57.08,471.36,0.0,400,51
1,crps,crps,73.55,593.91,0.0,400,51
2,crps,dss,-464.42,-3518.74,0.0,400,51
3,crps,is1,305.33,2334.62,0.0,400,51
4,dss,sse,55.9,478.82,0.0,400,51
5,dss,crps,73.13,599.39,0.0,400,51
6,dss,dss,-469.34,-3469.09,0.0,400,51
7,dss,is1,305.31,2342.0,0.0,400,51
8,is1,sse,58.85,462.02,0.0,400,51
9,is1,crps,74.45,588.94,0.0,400,51
10,is1,dss,-459.39,-3545.2,0.0,400,51
11,is1,is1,303.69,2325.57,0.0,400,51
12,sse,sse,57.65,466.45,0.0,400,51
13,sse,crps,74.16,593.26,0.0,400,51
14,sse,dss,-461.62,-3533.44,0.0,400,51
15,sse,is1,305.41,2329.04,0.0,400,51
16,crps,sse,57.08,471.36,0.1,400,51
17,crps,crps,73.55,593.91,0.1,400,51
18,crps,dss,-464.42,-3518.74,0.1,400,51
19,crps,is1,305.33,2334.62,0.1,400,51
20,dss,sse,57.11,480.93,0.1,400,51
21,dss,crps,76.2,613.39,0.1,400,51
22,dss,dss,-457.26,-3443.64,0.1,400,51
23,dss,is1,317.43,2416.94,0.1,400,51
24,is1,sse,58.85,462.02,0.1,400,51
25,is1,crps,74.45,588.94,0.1,400,51
26,is1,dss,-459.39,-3545.2,0.1,400,51
27,is1,is1,303.69,2325.57,0.1,400,51
28,sse,sse,57.65,466.45,0.1,400,51
29,sse,crps,74.16,593.26,0.1,400,51
30,sse,dss,-461.62,-3533.44,0.1,400,51
31,sse,is1,305.41,2329.04,0.1,400,51
32,crps,sse,57.68,467.39,0.3,400,51
33,crps,crps,74.74,588.82,0.3,400,51
34,crps,dss,-455.45,-3541.49,0.3,400,51
35,crps,is1,310.17,2305.31,0.3,400,51
36,dss,sse,60.6,466.77,0.3,400,51
37,dss,crps,78.34,604.36,0.3,400,51
38,dss,dss,-442.65,-3517.7,0.3,400,51
39,dss,is1,320.66,2402.69,0.3,400,51
40,is1,sse,59.71,463.87,0.3,400,51
41,is1,crps,76.23,593.7,0.3,400,51
42,is1,dss,-447.28,-3528.35,0.3,400,51
43,is1,is1,309.92,2337.31,0.3,400,51
44,sse,sse,59.81,468.77,0.3,400,51
45,sse,crps,79.24,619.8,0.3,400,51
46,sse,dss,-424.48,-3334.29,0.3,400,51
47,sse,is1,324.97,2471.78,0.3,400,51
48,crps,sse,57.79,466.2,0.5,400,51
49,crps,crps,74.93,587.08,0.5,400,51
50,crps,dss,-454.41,-3553.38,0.5,400,51
51,crps,is1,312.27,2284.61,0.5,400,51
52,dss,sse,60.6,466.77,0.5,400,51
53,dss,crps,78.34,604.36,0.5,400,51
54,dss,dss,-442.65,-3517.7,0.5,400,51
55,dss,is1,320.66,2402.69,0.5,400,51
56,is1,sse,60.58,468.83,0.5,400,51
57,is1,crps,78.58,611.3,0.5,400,51
58,is1,dss,-438.1,-3470.93,0.5,400,51
59,is1,is1,320.54,2425.88,0.5,400,51
60,sse,sse,59.81,468.77,0.5,400,51
61,sse,crps,79.24,619.8,0.5,400,51
62,sse,dss,-424.48,-3334.29,0.5,400,51
63,sse,is1,324.97,2471.78,0.5,400,51
64,crps,sse,60.35,463.39,0.8,400,51
65,crps,crps,76.85,587.98,0.8,400,51
66,crps,dss,-443.49,-3540.11,0.8,400,51
67,crps,is1,317.13,2328.98,0.8,400,51
68,dss,sse,60.6,466.77,0.8,400,51
69,dss,crps,78.34,604.36,0.8,400,51
70,dss,dss,-442.65,-3517.7,0.8,400,51
71,dss,is1,320.66,2402.69,0.8,400,51
72,is1,sse,61.02,471.7,0.8,400,51
73,is1,crps,80.74,625.92,0.8,400,51
74,is1,dss,-410.0,-3285.89,0.8,400,51
75,is1,is1,328.6,2497.15,0.8,400,51
76,sse,sse,61.02,471.7,0.8,400,51
77,sse,crps,80.74,625.92,0.8,400,51
78,sse,dss,-410.0,-3285.89,0.8,400,51
79,sse,is1,328.6,2497.15,0.8,400,51
