,Method,Metric,Train,Test,Threshold,n,r
0,crps,sse,28.27,472.52,0.0,200,15
1,crps,crps,34.48,608.44,0.0,200,15
2,crps,dss,-244.59,-3538.8,0.0,200,15
3,crps,is1,141.47,2391.53,0.0,200,15
4,dss,sse,29.02,475.15,0.0,200,15
5,dss,crps,35.52,607.38,0.0,200,15
6,dss,dss,-237.94,-3446.05,0.0,200,15
7,dss,is1,146.32,2318.71,0.0,200,15
8,is1,sse,27.71,479.51,0.0,200,15
9,is1,crps,34.69,613.37,0.0,200,15
10,is1,dss,-235.43,-3433.3,0.0,200,15
11,is1,is1,138.82,2374.77,0.0,200,15
12,sse,sse,27.07,516.61,0.0,200,15
13,sse,crps,35.06,632.81,0.0,200,15
14,sse,dss,-226.62,-3260.09,0.0,200,15
15,sse,is1,145.72,2444.61,0.0,200,15
16,crps,sse,28.27,472.52,0.1,200,15
17,crps,crps,34.48,608.44,0.1,200,15
18,crps,dss,-244.59,-3538.8,0.1,200,15
19,crps,is1,141.47,2391.53,0.1,200,15
20,dss,sse,29.02,475.15,0.1,200,15
21,dss,crps,35.52,607.38,0.1,200,15
22,dss,dss,-237.94,-3446.05,0.1,200,15
23,dss,is1,146.32,2318.71,0.1,200,15
24,is1,sse,27.71,479.51,0.1,200,15
25,is1,crps,34.69,613.37,0.1,200,15
26,is1,dss,-235.43,-3433.3,0.1,200,15
27,is1,is1,138.82,2374.77,0.1,200,15
28,sse,sse,27.07,516.61,0.1,200,15
29,sse,crps,35.06,632.81,0.1,200,15
30,sse,dss,-226.62,-3260.09,0.1,200,15
31,sse,is1,145.72,2444.61,0.1,200,15
32,crps,sse,28.27,472.52,0.3,200,15
33,crps,crps,34.48,608.44,0.3,200,15
34,crps,dss,-244.59,-3538.8,0.3,200,15
35,crps,is1,141.47,2391.53,0.3,200,15
36,dss,sse,29.27,470.84,0.3,200,15
37,dss,crps,36.15,610.01,0.3,200,15
38,dss,dss,-235.42,-3492.2,0.3,200,15
39,dss,is1,148.28,2371.34,0.3,200,15
40,is1,sse,27.71,479.51,0.3,200,15
41,is1,crps,34.69,613.37,0.3,200,15
42,is1,dss,-235.43,-3433.3,0.3,200,15
43,is1,is1,138.82,2374.77,0.3,200,15
44,sse,sse,27.2,518.51,0.3,200,15
45,sse,crps,35.65,640.25,0.3,200,15
46,sse,dss,-222.08,-3252.36,0.3,200,15
47,sse,is1,148.3,2488.36,0.3,200,15
48,crps,sse,28.27,472.52,0.5,200,15
49,crps,crps,34.48,608.44,0.5,200,15
50,crps,dss,-244.59,-3538.8,0.5,200,15
51,crps,is1,141.47,2391.53,0.5,200,15
52,dss,sse,29.82,470.49,0.5,200,15
53,dss,crps,37.04,614.84,0.5,200,15
54,dss,dss,-229.34,-3505.14,0.5,200,15
55,dss,is1,150.97,2402.1,0.5,200,15
56,is1,sse,27.71,479.51,0.5,200,15
57,is1,crps,34.69,613.37,0.5,200,15
58,is1,dss,-235.43,-3433.3,0.5,200,15
59,is1,is1,138.82,2374.77,0.5,200,15
60,sse,sse,27.2,518.51,0.5,200,15
61,sse,crps,35.65,640.25,0.5,200,15
62,sse,dss,-222.08,-3252.36,0.5,200,15
63,sse,is1,148.3,2488.36,0.5,200,15
64,crps,sse,28.27,472.52,0.8,200,15
65,crps,crps,34.48,608.44,0.8,200,15
66,crps,dss,-244.59,-3538.8,0.8,200,15
67,crps,is1,141.47,2391.53,0.8,200,15
68,dss,sse,30.14,466.06,0.8,200,15
69,dss,crps,37.38,609.07,0.8,200,15
70,dss,dss,-225.42,-3576.74,0.8,200,15
71,dss,is1,151.0,2404.32,0.8,200,15
72,is1,sse,27.9,476.9,0.8,200,15
73,is1,crps,34.92,610.01,0.8,200,15
74,is1,dss,-233.57,-3462.44,0.8,200,15
75,is1,is1,139.02,2377.35,0.8,200,15
76,sse,sse,27.99,491.49,0.8,200,15
77,sse,crps,36.74,632.49,0.8,200,15
78,sse,dss,-211.56,-3272.4,0.8,200,15
79,sse,is1,149.04,2498.29,0.8,200,15
