,Method,Metric,Train,Test,Threshold,n,r
0,crps,sse,124.11,719.29,0.0,400,39
1,crps,crps,97.26,481.73,0.0,400,39
2,crps,dss,-334.69,-474.74,0.0,400,39
3,crps,is1,1262.43,5304.62,0.0,400,39
4,dss,sse,123.98,719.74,0.0,400,39
5,dss,crps,97.01,482.1,0.0,400,39
6,dss,dss,-335.94,-470.3,0.0,400,39
7,dss,is1,1262.47,5303.36,0.0,400,39
8,is1,sse,90.73,471.11,0.0,400,39
9,is1,crps,90.08,410.82,0.0,400,39
10,is1,dss,-374.56,-1028.23,0.0,400,39
11,is1,is1,1261.0,5190.78,0.0,400,39
12,sse,sse,123.98,719.74,0.0,400,39
13,sse,crps,97.01,482.1,0.0,400,39
14,sse,dss,-335.94,-470.3,0.0,400,39
15,sse,is1,1262.47,5303.36,0.0,400,39
16,crps,sse,138.14,753.1,0.1,400,39
17,crps,crps,103.78,484.97,0.1,400,39
18,crps,dss,-239.8,-477.12,0.1,400,39
19,crps,is1,1274.2,5231.08,0.1,400,39
20,dss,sse,128.21,697.57,0.1,400,39
21,dss,crps,100.21,465.76,0.1,400,39
22,dss,dss,-313.84,-753.24,0.1,400,39
23,dss,is1,1274.17,5231.34,0.1,400,39
24,is1,sse,121.89,590.62,0.1,400,39
25,is1,crps,103.18,454.18,0.1,400,39
26,is1,dss,-214.16,-550.21,0.1,400,39
27,is1,is1,1273.06,5217.64,0.1,400,39
28,sse,sse,138.14,753.1,0.1,400,39
29,sse,crps,103.78,484.97,0.1,400,39
30,sse,dss,-239.8,-477.12,0.1,400,39
31,sse,is1,1274.2,5231.08,0.1,400,39
32,crps,sse,406.69,1767.65,0.3,400,39
33,crps,crps,206.55,862.92,0.3,400,39
34,crps,dss,200.78,966.37,0.3,400,39
35,crps,is1,1533.84,6236.33,0.3,400,39
36,dss,sse,406.69,1767.65,0.3,400,39
37,dss,crps,206.55,862.92,0.3,400,39
38,dss,dss,200.78,966.37,0.3,400,39
39,dss,is1,1533.84,6236.33,0.3,400,39
40,is1,sse,306.95,1294.13,0.3,400,39
41,is1,crps,145.68,611.43,0.3,400,39
42,is1,dss,145.49,818.17,0.3,400,39
43,is1,is1,1307.68,5320.73,0.3,400,39
44,sse,sse,406.69,1767.65,0.3,400,39
45,sse,crps,206.55,862.92,0.3,400,39
46,sse,dss,200.78,966.37,0.3,400,39
47,sse,is1,1533.84,6236.33,0.3,400,39
48,crps,sse,406.69,1767.65,0.5,400,39
49,crps,crps,206.55,862.92,0.5,400,39
50,crps,dss,200.78,966.37,0.5,400,39
51,crps,is1,1533.84,6236.33,0.5,400,39
52,dss,sse,406.69,1767.65,0.5,400,39
53,dss,crps,206.55,862.92,0.5,400,39
54,dss,dss,200.78,966.37,0.5,400,39
55,dss,is1,1533.84,6236.33,0.5,400,39
56,is1,sse,554.68,2232.34,0.5,400,39
57,is1,crps,238.96,958.73,0.5,400,39
58,is1,dss,524.25,2104.82,0.5,400,39
59,is1,is1,1532.63,6138.23,0.5,400,39
60,sse,sse,406.69,1767.65,0.5,400,39
61,sse,crps,206.55,862.92,0.5,400,39
62,sse,dss,200.78,966.37,0.5,400,39
63,sse,is1,1533.84,6236.33,0.5,400,39
64,crps,sse,406.69,1767.65,0.8,400,39
65,crps,crps,206.55,862.92,0.8,400,39
66,crps,dss,200.78,966.37,0.8,400,39
67,crps,is1,1533.84,6236.33,0.8,400,39
68,dss,sse,406.69,1767.65,0.8,400,39
69,dss,crps,206.55,862.92,0.8,400,39
70,dss,dss,200.78,966.37,0.8,400,39
71,dss,is1,1533.84,6236.33,0.8,400,39
72,is1,sse,554.68,2232.34,0.8,400,39
73,is1,crps,238.96,958.73,0.8,400,39
74,is1,dss,524.25,2104.82,0.8,400,39
75,is1,is1,1532.63,6138.23,0.8,400,39
76,sse,sse,406.69,1767.65,0.8,400,39
77,sse,crps,206.55,862.92,0.8,400,39
78,sse,dss,200.78,966.37,0.8,400,39
79,sse,is1,1533.84,6236.33,0.8,400,39
